---------------------------------------------
|    3 ≤ s ≤ 200    s < m < 300             |
|     m and s that did not match SCOTT      |
---------------------------------------------


m: 94  s: 25  | Scott alpha: 37/80  | other alpha: 1087/2350 | split:  V 
m: 188  s: 105  | Scott alpha: 296/735  | other alpha: 7823/19425 | split:  V 
m: 239  s: 105  | Scott alpha: 437/1015  | other alpha: 10579/24570 | split:  V 
m: 284  s: 105  | Scott alpha: 92/205  | other alpha: 5749/12810 | split:  V-1 
m: 297  s: 107  | Scott alpha: 5807/13054  | other alpha: 6521/14659 | split:  V 
m: 200  s: 113  | Scott alpha: 968/2373  | other alpha: 9127/22374 | split:  V 
m: 269  s: 118  | Scott alpha: 279/649  | other alpha: 12277/28556 | split:  V 
m: 161  s: 123  | Scott alpha: 1099/3198  | other alpha: 5960/17343 | split:  V 
m: 220  s: 123  | Scott alpha: 595/1476  | other alpha: 10909/27060 | split:  V 
m: 283  s: 124  | Scott alpha: 985/2294  | other alpha: 11341/26412 | split:  V 
m: 152  s: 125  | Scott alpha: 313/875  | other alpha: 6752/18875 | split:  V 
m: 224  s: 129  | Scott alpha: 124/301  | other alpha: 3685/8944 | split:  V 
m: 165  s: 131  | Scott alpha: 93/262  | other alpha: 7673/21615 | split:  V 
m: 226  s: 135  | Scott alpha: 388/945  | other alpha: 12527/30510 | split:  V-1 
m: 175  s: 139  | Scott alpha: 691/1946  | other alpha: 8540/24047 | split:  V 
m: 233  s: 141  | Scott alpha: 691/1692  | other alpha: 3839/9400 | split:  V-1 
m: 180  s: 143  | Scott alpha: 457/1287  | other alpha: 7668/21593 | split:  V 
m: 254  s: 143  | Scott alpha: 1570/3861  | other alpha: 9769/24024 | split:  V 
m: 185  s: 147  | Scott alpha: 1357/3822  | other alpha: 2801/7889 | split:  V 
m: 184  s: 151  | Scott alpha: 54/151  | other alpha: 9937/27784 | split:  V 
m: 193  s: 151  | Scott alpha: 1063/3020  | other alpha: 9993/28388 | split:  V 
m: 271  s: 151  | Scott alpha: 2911/7248  | other alpha: 12857/32012 | split:  V 
m: 201  s: 155  | Scott alpha: 237/682  | other alpha: 10127/29140 | split:  V 
m: 278  s: 155  | Scott alpha: 623/1550  | other alpha: 15887/39525 | split:  V 
m: 201  s: 157  | Scott alpha: 331/942  | other alpha: 10868/30929 | split:  V 
m: 283  s: 158  | Scott alpha: 159/395  | other alpha: 17999/44714 | split:  V 
m: 205  s: 159  | Scott alpha: 1667/4770  | other alpha: 10669/30528 | split:  V 
m: 274  s: 163  | Scott alpha: 1802/4401  | other alpha: 13949/34067 | split:  V-1 
m: 283  s: 163  | Scott alpha: 2216/5379  | other alpha: 18199/44173 | split:  V 
m: 203  s: 167  | Scott alpha: 1075/3006  | other alpha: 11049/30895 | split:  V 
m: 276  s: 167  | Scott alpha: 1773/4342  | other alpha: 17253/42251 | split:  V-1 
m: 299  s: 167  | Scott alpha: 269/668  | other alpha: 18563/46092 | split:  V 
m: 208  s: 171  | Scott alpha: 367/1026  | other alpha: 12113/33858 | split:  V 
m: 205  s: 178  | Scott alpha: 214/623  | other alpha: 12351/35956 | split:  V-1 
m: 218  s: 179  | Scott alpha: 64/179  | other alpha: 13953/39022 | split:  V 
m: 223  s: 183  | Scott alpha: 458/1281  | other alpha: 14267/39894 | split:  V 
m: 230  s: 189  | Scott alpha: 338/945  | other alpha: 2212/6183 | split:  V 
m: 242  s: 189  | Scott alpha: 863/2457  | other alpha: 13742/39123 | split:  V 
m: 244  s: 193  | Scott alpha: 887/2509  | other alpha: 16239/45934 | split:  V 
m: 253  s: 195  | Scott alpha: 2573/7410  | other alpha: 15709/45240 | split:  V 
m: 254  s: 197  | Scott alpha: 895/2561  | other alpha: 17006/48659 | split:  V 
