---------------------------------------------
|        3 ≤ s ≤ 200    s < m < 250          |
|              SCOTT verified                |
|              time limit = 1000           |
|              m ≤ s*s                       |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  19    |  7     |       INT                                    |  =     25/56    | runtime:  0.00
  20    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  22    |  7     |   FC                                         |  =     22/49    | runtime:  0.00
  23    |  7     |   FC                                         |  =     19/42    | runtime:  0.00
  24    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  25    |  7     |   FC                                         |  =     25/56    | runtime:  0.00
  26    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  27    |  7     |   FC                                         |  =     22/49    | runtime:  0.02
  29    |  7     |   FC                                         |  =     29/63    | runtime:  0.00
  30    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  31    |  7     |   FC                                         |  =     25/56    | runtime:  0.00
  32    |  7     |   FC                                         |  =     16/35    | runtime:  0.00
  33    |  7     |   FC                                         |  =     33/70    | runtime:  0.00
  34    |  7     |   FC                                         |  =     29/63    | runtime:  0.00
  36    |  7     |   FC                                         |  =     36/77    | runtime:  0.00
  37    |  7     |   FC                                         |  =     33/70    | runtime:  0.02
  38    |  7     |   FC                                         |  =     16/35    | runtime:  0.00
  39    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  40    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  41    |  7     |   FC                                         |  =     36/77    | runtime:  0.00
  43    |  7     |   FC                                         |  =     43/91    | runtime:  0.00
  44    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  45    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  46    |  7     |   FC                                         |  =     23/49    | runtime:  0.02
  47    |  7     |   FC                                         |  =     47/98    | runtime:  0.00
  48    |  7     |   FC                                         |  =     43/91    | runtime:  0.00
  9     |  8     |   FC                                         |  =      3/8     | runtime:  0.00
  11    |  8     |   FC                                         |  =      1/3     | runtime:  0.00
  13    |  8     |   FC                                         |  =     13/32    | runtime:  0.00
  15    |  8     |   FC                                         |  =      3/8     | runtime:  0.00
  17    |  8     |   FC                                         |  =     17/40    | runtime:  0.00
  19    |  8     |   FC                                         |  =     13/32    | runtime:  0.01
  21    |  8     |   FC                                         |  =      7/16    | runtime:  0.00
  23    |  8     |   FC                                         |  =     17/40    | runtime:  0.00
  25    |  8     |   FC                                         |  =     25/56    | runtime:  0.00
  27    |  8     |   FC                                         |  =      7/16    | runtime:  0.00
  29    |  8     |   FC                                         |  =     29/64    | runtime:  0.00
  31    |  8     |   FC                                         |  =     25/56    | runtime:  0.00
  33    |  8     |   FC                                         |  =     11/24    | runtime:  0.00
  35    |  8     |   FC                                         |  =     29/64    | runtime:  0.02
  37    |  8     |   FC                                         |  =     37/80    | runtime:  0.00
  39    |  8     |   FC                                         |  =     11/24    | runtime:  0.00
  41    |  8     |   FC                                         |  =     41/88    | runtime:  0.00
  43    |  8     |   FC                                         |  =     37/80    | runtime:  0.00
  45    |  8     |   FC                                         |  =     15/32    | runtime:  0.00
  47    |  8     |   FC                                         |  =     41/88    | runtime:  0.00
  49    |  8     |   FC                                         |  =     49/104   | runtime:  0.00
  51    |  8     |   FC                                         |  =     15/32    | runtime:  0.02
  53    |  8     |   FC                                         |  =     53/112   | runtime:  0.00
  55    |  8     |   FC                                         |  =     49/104   | runtime:  0.00
  57    |  8     |   FC                                         |  =     19/40    | runtime:  0.00
  59    |  8     |   FC                                         |  =     53/112   | runtime:  0.00
  61    |  8     |   FC                                         |  =     61/128   | runtime:  0.00
  63    |  8     |   FC                                         |  =     19/40    | runtime:  0.00
  10    |  9     |       INT                                    |  =      1/3     | runtime:  0.00
  11    |  9     |       INT                                    |  =     13/36    | runtime:  0.02
  13    |  9     |   FC                                         |  =      1/3     | runtime:  0.00
  14    |  9     |   FC                                         |  =      7/18    | runtime:  0.00
  16    |  9     |   FC                                         |  =     11/27    | runtime:  0.00
  17    |  9     |   FC                                         |  =     10/27    | runtime:  0.00
  19    |  9     |   FC                                         |  =     19/45    | runtime:  0.00
  20    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  22    |  9     |   FC                                         |  =      7/18    | runtime:  0.02
  23    |  9     |   FC                                         |  =     23/54    | runtime:  0.00
  25    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  26    |  9     |   FC                                         |  =     19/45    | runtime:  0.00
  28    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  29    |  9     |       INT                                    |  =     41/90    | runtime:  0.00
  31    |  9     |   FC                                         |  =     23/54    | runtime:  0.00
  32    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  34    |  9     |   FC                                         |  =     29/63    | runtime:  0.02
  35    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  37    |  9     |   FC                                         |  =     37/81    | runtime:  0.00
  38    |  9     |       INT                                    |  =     59/126   | runtime:  0.00
  40    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  41    |  9     |   FC                                         |  =     41/90    | runtime:  0.00
  43    |  9     |   FC                                         |  =     38/81    | runtime:  0.00
  44    |  9     |   FC                                         |  =     37/81    | runtime:  0.00
  46    |  9     |   FC                                         |  =     46/99    | runtime:  0.00
  47    |  9     |       INT                                    |  =     37/78    | runtime:  0.02
  49    |  9     |   FC                                         |  =     41/90    | runtime:  0.00
  50    |  9     |   FC                                         |  =     25/54    | runtime:  0.00
  52    |  9     |   FC                                         |  =     47/99    | runtime:  0.00
  53    |  9     |   FC                                         |  =     46/99    | runtime:  0.00
  55    |  9     |   FC                                         |  =     55/117   | runtime:  0.00
  56    |  9     |   FC                                         |  =     56/117   | runtime:  0.00
  58    |  9     |   FC                                         |  =     25/54    | runtime:  0.00
  59    |  9     |   FC                                         |  =     59/126   | runtime:  0.00
  61    |  9     |   FC                                         |  =     56/117   | runtime:  0.00
  62    |  9     |   FC                                         |  =     55/117   | runtime:  0.02
  64    |  9     |   FC                                         |  =     64/135   | runtime:  0.00
  65    |  9     |   FC                                         |  =     13/27    | runtime:  0.00
  67    |  9     |   FC                                         |  =     59/126   | runtime:  0.00
  68    |  9     |   FC                                         |  =     17/36    | runtime:  0.00
  70    |  9     |   FC                                         |  =     13/27    | runtime:  0.00
  71    |  9     |   FC                                         |  =     64/135   | runtime:  0.00
  73    |  9     |   FC                                         |  =     73/153   | runtime:  0.00
  74    |  9     |   FC                                         |  =     74/153   | runtime:  0.01
  76    |  9     |   FC                                         |  =     17/36    | runtime:  0.00
  77    |  9     |   FC                                         |  =     77/162   | runtime:  0.00
  79    |  9     |   FC                                         |  =     74/153   | runtime:  0.00
  80    |  9     |   FC                                         |  =     73/153   | runtime:  0.00
  11    |  10    |       INT                                    |  =      7/20    | runtime:  0.00
  13    |  10    |   FC                                         |  =      7/20    | runtime:  0.00
  17    |  10    |       INT                                    |  =      2/5     | runtime:  0.00
  19    |  10    |   FC                                         |  =     11/30    | runtime:  0.00
  21    |  10    |   FC                                         |  =     21/50    | runtime:  0.02
  23    |  10    |   FC                                         |  =     17/40    | runtime:  0.00
  27    |  10    |   FC                                         |  =      9/20    | runtime:  0.00
  29    |  10    |   FC                                         |  =     21/50    | runtime:  0.00
  31    |  10    |   FC                                         |  =     31/70    | runtime:  0.00
  33    |  10    |   FC                                         |  =      9/20    | runtime:  0.00
  37    |  10    |   FC                                         |  =     37/80    | runtime:  0.00
  39    |  10    |   FC                                         |  =     31/70    | runtime:  0.00
  41    |  10    |   FC                                         |  =     41/90    | runtime:  0.00
  43    |  10    |   FC                                         |  =     37/80    | runtime:  0.00
  47    |  10    |   FC                                         |  =     47/100   | runtime:  0.02
  49    |  10    |   FC                                         |  =     41/90    | runtime:  0.00
  51    |  10    |   FC                                         |  =     51/110   | runtime:  0.00
  53    |  10    |   FC                                         |  =     47/100   | runtime:  0.00
  57    |  10    |   FC                                         |  =     19/40    | runtime:  0.00
  59    |  10    |   FC                                         |  =     51/110   | runtime:  0.00
  61    |  10    |   FC                                         |  =     61/130   | runtime:  0.00
  63    |  10    |   FC                                         |  =     19/40    | runtime:  0.00
  67    |  10    |   FC                                         |  =     67/140   | runtime:  0.00
  69    |  10    |   FC                                         |  =     61/130   | runtime:  0.00
  71    |  10    |   FC                                         |  =     71/150   | runtime:  0.02
  73    |  10    |   FC                                         |  =     67/140   | runtime:  0.00
  77    |  10    |   FC                                         |  =     77/160   | runtime:  0.00
  79    |  10    |   FC                                         |  =     71/150   | runtime:  0.00
  81    |  10    |   FC                                         |  =     81/170   | runtime:  0.00
  83    |  10    |   FC                                         |  =     77/160   | runtime:  0.00
  87    |  10    |   FC                                         |  =     29/60    | runtime:  0.00
  89    |  10    |   FC                                         |  =     81/170   | runtime:  0.00
  91    |  10    |   FC                                         |  =     91/190   | runtime:  0.00
  93    |  10    |   FC                                         |  =     29/60    | runtime:  0.00
  97    |  10    |   FC                                         |  =     97/200   | runtime:  0.00
  99    |  10    |   FC                                         |  =     91/190   | runtime:  0.00
  12    |  11    |   FC                                         |  =      4/11    | runtime:  0.00
  13    |  11    |       INT                                    |  =      1/3     | runtime:  0.00
  14    |  11    |   FC                                         |  =      4/11    | runtime:  0.00
  15    |  11    |   FC                                         |  =      1/3     | runtime:  0.00
  16    |  11    |   FC                                         |  =      1/3     | runtime:  0.00
  17    |  11    |   FC                                         |  =     17/44    | runtime:  0.00
  18    |  11    |   FC                                         |  =      9/22    | runtime:  0.00
  19    |  11    |       INT                                    |  =      9/22    | runtime:  0.02
  20    |  11    |   FC                                         |  =     13/33    | runtime:  0.00
  21    |  11    |   FC                                         |  =      4/11    | runtime:  0.00
  23    |  11    |   FC                                         |  =     23/55    | runtime:  0.00
  24    |  11    |       INT                                    |  =     19/44    | runtime:  0.00
  25    |  11    |   FC                                         |  =     19/44    | runtime:  0.00
  26    |  11    |   FC                                         |  =      9/22    | runtime:  0.00
  27    |  11    |   FC                                         |  =     17/44    | runtime:  0.00
  28    |  11    |   FC                                         |  =     14/33    | runtime:  0.00
  29    |  11    |   FC                                         |  =     29/66    | runtime:  0.02
  30    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  31    |  11    |   FC                                         |  =     24/55    | runtime:  0.00
  32    |  11    |   FC                                         |  =     23/55    | runtime:  0.00
  34    |  11    |   FC                                         |  =     34/77    | runtime:  0.00
  35    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  36    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  37    |  11    |   FC                                         |  =     29/66    | runtime:  0.00
  38    |  11    |   FC                                         |  =     14/33    | runtime:  0.00
  39    |  11    |   FC                                         |  =     39/88    | runtime:  0.00
  40    |  11    |   FC                                         |  =      5/11    | runtime:  0.02
  41    |  11    |       INT                                    |  =     61/132   | runtime:  0.00
  42    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  43    |  11    |   FC                                         |  =     34/77    | runtime:  0.00
  45    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  46    |  11    |   FC                                         |  =     46/99    | runtime:  0.00
  47    |  11    |   FC                                         |  =     41/88    | runtime:  0.00
  48    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  49    |  11    |   FC                                         |  =     39/88    | runtime:  0.00
  50    |  11    |   FC                                         |  =      5/11    | runtime:  0.01
  51    |  11    |   FC                                         |  =     51/110   | runtime:  0.00
  52    |  11    |       INT                                    |  =     83/176   | runtime:  0.00
  53    |  11    |   FC                                         |  =     46/99    | runtime:  0.00
  54    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  56    |  11    |   FC                                         |  =     56/121   | runtime:  0.00
  57    |  11    |   FC                                         |  =     57/121   | runtime:  0.00
  58    |  11    |   FC                                         |  =     26/55    | runtime:  0.00
  59    |  11    |   FC                                         |  =     51/110   | runtime:  0.00
  60    |  11    |   FC                                         |  =      5/11    | runtime:  0.00
  61    |  11    |   FC                                         |  =     61/132   | runtime:  0.02
  62    |  11    |   FC                                         |  =     31/66    | runtime:  0.00
  63    |  11    |   FC                                         |  =     21/44    | runtime:  0.00
  64    |  11    |   FC                                         |  =     57/121   | runtime:  0.00
  65    |  11    |   FC                                         |  =     56/121   | runtime:  0.00
  67    |  11    |   FC                                         |  =     67/143   | runtime:  0.00
  68    |  11    |   FC                                         |  =     68/143   | runtime:  0.00
  69    |  11    |   FC                                         |  =     21/44    | runtime:  0.00
  70    |  11    |   FC                                         |  =     31/66    | runtime:  0.00
  71    |  11    |   FC                                         |  =     61/132   | runtime:  0.02
  72    |  11    |   FC                                         |  =     36/77    | runtime:  0.00
  73    |  11    |   FC                                         |  =     73/154   | runtime:  0.00
  74    |  11    |   FC                                         |  =     37/77    | runtime:  0.00
  75    |  11    |   FC                                         |  =     68/143   | runtime:  0.00
  76    |  11    |   FC                                         |  =     67/143   | runtime:  0.00
  78    |  11    |   FC                                         |  =     26/55    | runtime:  0.00
  79    |  11    |   FC                                         |  =     79/165   | runtime:  0.00
  80    |  11    |   FC                                         |  =     37/77    | runtime:  0.00
  81    |  11    |   FC                                         |  =     73/154   | runtime:  0.00
  82    |  11    |   FC                                         |  =     36/77    | runtime:  0.02
  83    |  11    |   FC                                         |  =     83/176   | runtime:  0.00
  84    |  11    |   FC                                         |  =     21/44    | runtime:  0.00
  85    |  11    |   FC                                         |  =     85/176   | runtime:  0.00
  86    |  11    |   FC                                         |  =     79/165   | runtime:  0.00
  87    |  11    |   FC                                         |  =     26/55    | runtime:  0.00
  89    |  11    |   FC                                         |  =     89/187   | runtime:  0.00
  90    |  11    |   FC                                         |  =     90/187   | runtime:  0.00
  91    |  11    |   FC                                         |  =     85/176   | runtime:  0.00
  92    |  11    |   FC                                         |  =     21/44    | runtime:  0.02
  93    |  11    |   FC                                         |  =     83/176   | runtime:  0.00
  94    |  11    |   FC                                         |  =     47/99    | runtime:  0.00
  95    |  11    |   FC                                         |  =     95/198   | runtime:  0.00
  96    |  11    |   FC                                         |  =     16/33    | runtime:  0.00
  97    |  11    |   FC                                         |  =     90/187   | runtime:  0.00
  98    |  11    |   FC                                         |  =     89/187   | runtime:  0.00
  100   |  11    |   FC                                         |  =    100/209   | runtime:  0.00
  101   |  11    |   FC                                         |  =    101/209   | runtime:  0.00
  102   |  11    |   FC                                         |  =     16/33    | runtime:  0.00
  103   |  11    |   FC                                         |  =     95/198   | runtime:  0.00
  104   |  11    |   FC                                         |  =     47/99    | runtime:  0.00
  105   |  11    |   FC                                         |  =     21/44    | runtime:  0.00
  106   |  11    |   FC                                         |  =     53/110   | runtime:  0.00
  107   |  11    |   FC                                         |  =    107/220   | runtime:  0.02
  108   |  11    |   FC                                         |  =    101/209   | runtime:  0.00
  109   |  11    |   FC                                         |  =    100/209   | runtime:  0.00
  111   |  11    |   FC                                         |  =     37/77    | runtime:  0.00
  112   |  11    |   FC                                         |  =     16/33    | runtime:  0.00
  113   |  11    |   FC                                         |  =    107/220   | runtime:  0.00
  114   |  11    |   FC                                         |  =     53/110   | runtime:  0.00
  115   |  11    |   FC                                         |  =     21/44    | runtime:  0.00
  116   |  11    |   FC                                         |  =     58/121   | runtime:  0.00
  117   |  11    |   FC                                         |  =    117/242   | runtime:  0.00
  118   |  11    |   FC                                         |  =     59/121   | runtime:  0.00
  119   |  11    |   FC                                         |  =     16/33    | runtime:  0.01
  120   |  11    |   FC                                         |  =     37/77    | runtime:  0.00
  13    |  12    |                  EBM                         |  =      1/3     | runtime:  0.00
  17    |  12    |   FC                                         |  =      1/3     | runtime:  0.00
  19    |  12    |   FC                                         |  =     19/48    | runtime:  0.00
  23    |  12    |   FC                                         |  =     13/36    | runtime:  0.00
  25    |  12    |   FC                                         |  =      5/12    | runtime:  0.00
  29    |  12    |   FC                                         |  =     19/48    | runtime:  0.00
  31    |  12    |   FC                                         |  =     31/72    | runtime:  0.00
  35    |  12    |   FC                                         |  =      5/12    | runtime:  0.02
  37    |  12    |   FC                                         |  =     37/84    | runtime:  0.00
  41    |  12    |   FC                                         |  =     31/72    | runtime:  0.00
  43    |  12    |   FC                                         |  =     43/96    | runtime:  0.00
  47    |  12    |   FC                                         |  =     37/84    | runtime:  0.00
  49    |  12    |   FC                                         |  =     49/108   | runtime:  0.00
  53    |  12    |   FC                                         |  =     43/96    | runtime:  0.00
  55    |  12    |   FC                                         |  =     11/24    | runtime:  0.00
  59    |  12    |   FC                                         |  =     49/108   | runtime:  0.00
  61    |  12    |   FC                                         |  =     61/132   | runtime:  0.00
  65    |  12    |   FC                                         |  =     11/24    | runtime:  0.02
  67    |  12    |   FC                                         |  =     67/144   | runtime:  0.00
  71    |  12    |   FC                                         |  =     61/132   | runtime:  0.00
  73    |  12    |   FC                                         |  =     73/156   | runtime:  0.00
  77    |  12    |   FC                                         |  =     67/144   | runtime:  0.00
  79    |  12    |   FC                                         |  =     79/168   | runtime:  0.00
  83    |  12    |   FC                                         |  =     73/156   | runtime:  0.00
  85    |  12    |   FC                                         |  =     17/36    | runtime:  0.00
  89    |  12    |   FC                                         |  =     79/168   | runtime:  0.00
  91    |  12    |   FC                                         |  =     91/192   | runtime:  0.00
  95    |  12    |   FC                                         |  =     17/36    | runtime:  0.01
  97    |  12    |   FC                                         |  =     97/204   | runtime:  0.00
  101   |  12    |   FC                                         |  =     91/192   | runtime:  0.00
  103   |  12    |   FC                                         |  =    103/216   | runtime:  0.00
  107   |  12    |   FC                                         |  =     97/204   | runtime:  0.00
  109   |  12    |   FC                                         |  =    109/228   | runtime:  0.00
  113   |  12    |   FC                                         |  =    103/216   | runtime:  0.00
  115   |  12    |   FC                                         |  =     23/48    | runtime:  0.00
  119   |  12    |   FC                                         |  =    109/228   | runtime:  0.00
  121   |  12    |   FC                                         |  =    121/252   | runtime:  0.00
  125   |  12    |   FC                                         |  =     23/48    | runtime:  0.00
  127   |  12    |   FC                                         |  =    127/264   | runtime:  0.02
  131   |  12    |   FC                                         |  =    121/252   | runtime:  0.00
  133   |  12    |   FC                                         |  =    133/276   | runtime:  0.00
  137   |  12    |   FC                                         |  =    127/264   | runtime:  0.00
  139   |  12    |   FC                                         |  =    139/288   | runtime:  0.00
  143   |  12    |   FC                                         |  =    133/276   | runtime:  0.00
  14    |  13    |                  EBM                         |  =      9/26    | runtime:  0.00
  15    |  13    |       INT                                    |  =      9/26    | runtime:  0.00
  16    |  13    |       INT                                    |  =     14/39    | runtime:  0.00
  17    |  13    |   FC                                         |  =      9/26    | runtime:  0.00
  18    |  13    |   FC                                         |  =      1/3     | runtime:  0.02
  19    |  13    |   FC                                         |  =      1/3     | runtime:  0.00
  20    |  13    |   FC                                         |  =      5/13    | runtime:  0.00
  21    |  13    |   FC                                         |  =     21/52    | runtime:  0.00
  22    |  13    |       INT                                    |  =     21/52    | runtime:  0.00
  23    |  13    |                            MID               |  =     53/130   | runtime:  9.13
  24    |  13    |   FC                                         |  =      5/13    | runtime:  0.00
  25    |  13    |   FC                                         |  =     14/39    | runtime:  0.00
  27    |  13    |   FC                                         |  =     27/65    | runtime:  0.00
  28    |  13    |   FC                                         |  =     28/65    | runtime:  0.02
  29    |  13    |       INT                                    |  =     45/104   | runtime:  0.00
  30    |  13    |   FC                                         |  =     11/26    | runtime:  0.00
  31    |  13    |   FC                                         |  =     21/52    | runtime:  0.00
  32    |  13    |   FC                                         |  =      5/13    | runtime:  0.00
  33    |  13    |   FC                                         |  =     11/26    | runtime:  0.00
  34    |  13    |   FC                                         |  =     17/39    | runtime:  0.00
  35    |  13    |       INT                                    |  =     64/143   | runtime:  0.00
  36    |  13    |   FC                                         |  =     29/65    | runtime:  0.00
  37    |  13    |   FC                                         |  =     28/65    | runtime:  0.00
  38    |  13    |   FC                                         |  =     27/65    | runtime:  0.00
  40    |  13    |   FC                                         |  =     40/91    | runtime:  0.00
  41    |  13    |   FC                                         |  =     41/91    | runtime:  0.00
  42    |  13    |   FC                                         |  =      6/13    | runtime:  0.02
  43    |  13    |   FC                                         |  =     35/78    | runtime:  0.00
  44    |  13    |   FC                                         |  =     17/39    | runtime:  0.00
  45    |  13    |   FC                                         |  =     11/26    | runtime:  0.00
  46    |  13    |   FC                                         |  =     23/52    | runtime:  0.00
  47    |  13    |   FC                                         |  =     47/104   | runtime:  0.00
  48    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  49    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  50    |  13    |   FC                                         |  =     41/91    | runtime:  0.00
  51    |  13    |   FC                                         |  =     40/91    | runtime:  0.00
  53    |  13    |   FC                                         |  =     53/117   | runtime:  0.00
  54    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  55    |  13    |       INT                                    |  =     85/182   | runtime:  0.02
  56    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  57    |  13    |   FC                                         |  =     47/104   | runtime:  0.00
  58    |  13    |   FC                                         |  =     23/52    | runtime:  0.00
  59    |  13    |   FC                                         |  =     59/130   | runtime:  0.00
  60    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  61    |  13    |   FC                                         |  =     61/130   | runtime:  0.00
  62    |  13    |   FC                                         |  =     55/117   | runtime:  0.00
  63    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  64    |  13    |   FC                                         |  =     53/117   | runtime:  0.00
  66    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  67    |  13    |   FC                                         |  =     67/143   | runtime:  0.00
  68    |  13    |       INT                                    |  =     37/78    | runtime:  0.00
  69    |  13    |   FC                                         |  =     61/130   | runtime:  0.02
  70    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  71    |  13    |   FC                                         |  =     59/130   | runtime:  0.00
  72    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  73    |  13    |   FC                                         |  =     73/156   | runtime:  0.00
  74    |  13    |   FC                                         |  =     37/78    | runtime:  0.00
  75    |  13    |   FC                                         |  =     68/143   | runtime:  0.00
  76    |  13    |   FC                                         |  =     67/143   | runtime:  0.00
  77    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  79    |  13    |   FC                                         |  =     79/169   | runtime:  0.00
  80    |  13    |   FC                                         |  =     80/169   | runtime:  0.00
  81    |  13    |       INT                                    |  =    137/286   | runtime:  0.00
  82    |  13    |   FC                                         |  =     37/78    | runtime:  0.00
  83    |  13    |   FC                                         |  =     73/156   | runtime:  0.01
  84    |  13    |   FC                                         |  =      6/13    | runtime:  0.00
  85    |  13    |   FC                                         |  =     85/182   | runtime:  0.00
  86    |  13    |   FC                                         |  =     43/91    | runtime:  0.00
  87    |  13    |   FC                                         |  =     87/182   | runtime:  0.00
  88    |  13    |   FC                                         |  =     81/169   | runtime:  0.00
  89    |  13    |   FC                                         |  =     80/169   | runtime:  0.00
  90    |  13    |   FC                                         |  =     79/169   | runtime:  0.00
  92    |  13    |   FC                                         |  =     92/195   | runtime:  0.00
  93    |  13    |   FC                                         |  =     31/65    | runtime:  0.00
  94    |  13    |       INT                                    |  =    119/247   | runtime:  0.00
  95    |  13    |   FC                                         |  =     87/182   | runtime:  0.00
  96    |  13    |   FC                                         |  =     43/91    | runtime:  0.00
  97    |  13    |   FC                                         |  =     85/182   | runtime:  0.02
  98    |  13    |   FC                                         |  =     49/104   | runtime:  0.00
  99    |  13    |   FC                                         |  =     99/208   | runtime:  0.00
  100   |  13    |   FC                                         |  =     25/52    | runtime:  0.00
  101   |  13    |   FC                                         |  =     94/195   | runtime:  0.00
  102   |  13    |   FC                                         |  =     31/65    | runtime:  0.00
  103   |  13    |   FC                                         |  =     92/195   | runtime:  0.00
  105   |  13    |   FC                                         |  =    105/221   | runtime:  0.00
  106   |  13    |   FC                                         |  =    106/221   | runtime:  0.00
  107   |  13    |                            MID               |  =    365/754   | runtime:  0.09
  108   |  13    |   FC                                         |  =     25/52    | runtime:  0.00
  109   |  13    |   FC                                         |  =     99/208   | runtime:  0.00
  110   |  13    |   FC                                         |  =     49/104   | runtime:  0.00
  111   |  13    |   FC                                         |  =     37/78    | runtime:  0.00
  112   |  13    |   FC                                         |  =     56/117   | runtime:  0.00
  113   |  13    |   FC                                         |  =    113/234   | runtime:  0.00
  114   |  13    |   FC                                         |  =    107/221   | runtime:  0.00
  115   |  13    |   FC                                         |  =    106/221   | runtime:  0.00
  116   |  13    |   FC                                         |  =    105/221   | runtime:  0.00
  118   |  13    |   FC                                         |  =    118/247   | runtime:  0.00
  119   |  13    |   FC                                         |  =    119/247   | runtime:  0.00
  120   |  13    |   FC                                         |  =    120/247   | runtime:  0.01
  121   |  13    |   FC                                         |  =    113/234   | runtime:  0.00
  122   |  13    |   FC                                         |  =     56/117   | runtime:  0.00
  123   |  13    |   FC                                         |  =     37/78    | runtime:  0.00
