---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 110          |
|               PROC verified                |
|              time limit = 1000           |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  103   |  13    |   FC                                         |  =     92/195   |   254.94 
  105   |  13    |   FC                                         |  =    105/221   |   175.71 
  106   |  13    |   FC                                         |  =    106/221   |   1.14 
  107   |  13    |                            MID  GAP  TRAIN   |  =    365/754   |   63.77 
  108   |  13    |   FC                                         |  =     25/52    |   0.05 
  109   |  13    |   FC                                         |  =     99/208   |   18.46 
  110   |  13    |   FC                                         |  =     49/104   |   0.30 
  15    |  14    |   FC  INT                  MID  GAP          |  =      5/14    |   0.09 
  17    |  14    |       INT  HALF  EBM       MID  GAP          |  =      5/14    |   0.04 
  19    |  14    |   FC             EBM                         |  =      1/3     |   0.01 
  23    |  14    |                            MID  GAP  TRAIN   |  =     17/42    |   0.03 
  25    |  14    |   FC  INT                  MID  GAP          |  =     17/42    |   0.04 
  27    |  14    |   FC                                         |  =      5/14    |   0.02 
  29    |  14    |   FC                                         |  =     29/70    |   0.04 
  31    |  14    |       INT  HALF            MID               |  =      3/7     |   0.01 
  33    |  14    |   FC                                         |  =     23/56    |   0.03 
  37    |  14    |   FC                                         |  =     37/84    |   0.03 
  39    |  14    |   FC                                         |  =     31/70    |   0.03 
  41    |  14    |   FC                                         |  =     29/70    |   0.04 
  43    |  14    |   FC                                         |  =     43/98    |   0.05 
  45    |  14    |       INT  HALF            MID  GAP          |  =     16/35    |   0.03 
  47    |  14    |   FC                                         |  =     37/84    |   0.04 
  51    |  14    |   FC                                         |  =     51/112   |   0.04 
  53    |  14    |   FC                                         |  =     45/98    |   0.03 
  55    |  14    |   FC                                         |  =     43/98    |   0.14 
  57    |  14    |   FC                                         |  =     19/42    |   0.03 
  59    |  14    |       INT                  MID  GAP          |  =    131/280   |   0.04 
  61    |  14    |   FC                                         |  =     51/112   |   0.09 
  65    |  14    |   FC                                         |  =     13/28    |   0.04 
  67    |  14    |   FC                                         |  =     59/126   |   0.05 
  69    |  14    |   FC                                         |  =     19/42    |   0.05 
  71    |  14    |   FC                                         |  =     71/154   |   0.87 
  73    |  14    |   FC  INT                  MID  GAP  TRAIN   |  =     73/154   |   0.06 
  75    |  14    |   FC                                         |  =     13/28    |   0.04 
  79    |  14    |   FC                                         |  =     79/168   |   0.20 
  81    |  14    |   FC                                         |  =     73/154   |   0.08 
  83    |  14    |   FC                                         |  =     71/154   |   8.30 
  85    |  14    |   FC                                         |  =     85/182   |   7.62 
  87    |  14    |   FC                                         |  =     87/182   |   0.14 
  89    |  14    |   FC                                         |  =     79/168   |   0.87 
  93    |  14    |   FC                                         |  =     93/196   |   0.59 
  95    |  14    |   FC                                         |  =     87/182   |   0.22 
  97    |  14    |   FC                                         |  =     85/182   |   61.48 
  99    |  14    |   FC                                         |  =     33/70    |   0.13 
  101   |  14    |   FC                                         |  =    101/210   |   0.44 
  103   |  14    |   FC                                         |  =     93/196   |   2.38 
  107   |  14    |   FC                                         |  =    107/224   |   2.06 
  109   |  14    |   FC                                         |  =    101/210   |   0.46 
  16    |  15    |                  EBM                         |  =      1/3     |   0.01 
  17    |  15    |       INT        EBM  HBM  MID               |  =      7/20    |   0.05 
  19    |  15    |                            MID  GAP          |  =      7/20    |   0.04 
  22    |  15    |   FC             EBM                         |  =      1/3     |   0.02 
  23    |  15    |   FC                                         |  =     23/60    |   0.03 
  26    |  15    |       INT  HALF            MID  GAP          |  =     37/90    |   0.02 
  28    |  15    |   FC                                         |  =     17/45    |   0.02 
  29    |  15    |   FC                                         |  =     16/45    |   0.02 
  31    |  15    |   FC                                         |  =     31/75    |   0.02 
  32    |  15    |   FC                                         |  =     32/75    |   0.02 
  34    |  15    |   FC  INT                  MID  GAP          |  =     13/30    |   0.03 
  37    |  15    |   FC                                         |  =     23/60    |   0.04 
  38    |  15    |   FC                                         |  =     19/45    |   0.02 
  41    |  15    |       INT  HALF            MID  GAP          |  =     67/150   |   0.02 
  43    |  15    |   FC                                         |  =     32/75    |   0.04 
  44    |  15    |   FC                                         |  =     31/75    |   0.06 
  46    |  15    |   FC                                         |  =     46/105   |   0.06 
  47    |  15    |   FC                                         |  =     47/105   |   0.03 
  49    |  15    |   FC  INT                  MID  GAP          |  =     41/90    |   0.03 
  52    |  15    |   FC                                         |  =     19/45    |   0.05 
  53    |  15    |   FC                                         |  =     53/120   |   0.19 
  56    |  15    |   FC                       MID               |  =      7/15    |   0.03 
  58    |  15    |   FC                                         |  =     47/105   |   0.08 
  59    |  15    |   FC                                         |  =     46/105   |   0.21 
  61    |  15    |   FC                                         |  =     61/135   |   0.23 
  62    |  15    |   FC                                         |  =     62/135   |   0.08 
  64    |  15    |   FC                                         |  =      7/15    |   0.03 
  67    |  15    |   FC                                         |  =     53/120   |   1.30 
  68    |  15    |   FC                                         |  =     34/75    |   0.07 
  71    |  15    |       INT  HALF            MID  GAP          |  =    113/240   |   0.03 
  73    |  15    |   FC                                         |  =     62/135   |   0.32 
  74    |  15    |   FC                                         |  =     61/135   |   1.71 
  76    |  15    |   FC                                         |  =     76/165   |   1.65 
  77    |  15    |   FC                                         |  =      7/15    |   0.04 
  79    |  15    |   FC                                         |  =     71/150   |   0.09 
  82    |  15    |   FC                                         |  =     34/75    |   0.09 
  83    |  15    |   FC                                         |  =     83/180   |   25.66 
  86    |  15    |       INT  HALF            MID  GAP          |  =    143/300   |   0.04 
  88    |  15    |   FC                                         |  =      7/15    |   0.10 
  89    |  15    |   FC                                         |  =     76/165   |   15.15 
  91    |  15    |   FC                                         |  =      7/15    |   0.05 
  92    |  15    |   FC                                         |  =     92/195   |   0.99 
  94    |  15    |   FC                                         |  =     43/90    |   0.06 
  97    |  15    |   FC                                         |  =     83/180   |   327.71 
  98    |  15    |   FC                                         |  =      7/15    |   0.07 
  101   |  15    |       INT  HALF            MID  GAP          |  =    173/360   |   0.17 
  103   |  15    |   FC                                         |  =     92/195   |   4.17 
  104   |  15    |   FC                                         |  =      7/15    |   0.08 
  106   |  15    |   FC                                         |  =    106/225   |   536.71 
  107   |  15    |   FC                                         |  =    107/225   |   9.14 
  109   |  15    |   FC                                         |  =    101/210   |   0.38 
  17    |  16    |                  EBM  HBM       GAP          |  =     11/32    |   1.17 
  19    |  16    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  21    |  16    |   FC  INT        EBM       MID  GAP          |  =     11/32    |   0.07 
  23    |  16    |   FC             EBM                         |  =      1/3     |   0.01 
  25    |  16    |   FC                                         |  =     25/64    |   0.02 
  27    |  16    |       INT  HALF            MID  GAP          |  =     13/32    |   0.02 
  29    |  16    |   FC                                         |  =     19/48    |   0.03 
  31    |  16    |   FC                                         |  =     17/48    |   0.02 
  33    |  16    |   FC                                         |  =     33/80    |   0.02 
  35    |  16    |   FC  INT  HALF            MID  GAP          |  =      7/16    |   0.02 
  37    |  16    |   FC                                         |  =     27/64    |   0.03 
  39    |  16    |   FC                                         |  =     25/64    |   0.04 
  41    |  16    |   FC                                         |  =     41/96    |   0.03 
  43    |  16    |                            MID  GAP  TRAIN   |  =     25/56    |   0.03 
  45    |  16    |   FC                                         |  =      7/16    |   0.02 
  47    |  16    |   FC                                         |  =     33/80    |   0.06 
  49    |  16    |   FC                                         |  =      7/16    |   0.02 
  51    |  16    |   FC  INT                  MID  GAP  TRAIN   |  =     51/112   |   0.04 
  53    |  16    |   FC                                         |  =     43/96    |   0.03 
  55    |  16    |   FC                                         |  =     41/96    |   0.11 
  57    |  16    |   FC                                         |  =     57/128   |   0.12 
  59    |  16    |   FC                                         |  =     59/128   |   0.03 
  61    |  16    |   FC                                         |  =     51/112   |   0.03 
  63    |  16    |   FC                                         |  =      7/16    |   0.03 
  65    |  16    |   FC                                         |  =     65/144   |   0.34 
  67    |  16    |   FC                                         |  =     67/144   |   0.03 
  69    |  16    |   FC                                         |  =     59/128   |   0.07 
  71    |  16    |   FC                                         |  =     57/128   |   1.11 
  73    |  16    |   FC                                         |  =     73/160   |   1.26 
  75    |  16    |   FC                                         |  =     15/32    |   0.03 
  77    |  16    |   FC                                         |  =     67/144   |   0.13 
  79    |  16    |   FC                                         |  =     65/144   |   4.88 
  81    |  16    |   FC                                         |  =     81/176   |   6.04 
  83    |  16    |   FC                                         |  =     83/176   |   0.16 
  85    |  16    |   FC                                         |  =     15/32    |   0.04 
  87    |  16    |   FC                                         |  =     73/160   |   21.02 
  89    |  16    |   FC                                         |  =     89/192   |   17.02 
  91    |  16    |   FC                                         |  =     91/192   |   0.25 
  93    |  16    |   FC                                         |  =     83/176   |   0.22 
  95    |  16    |   FC                                         |  =     81/176   |   50.48 
  97    |  16    |   FC                                         |  =     97/208   |   74.42 
  99    |  16    |   FC                                         |  =     99/208   |   0.59 
  101   |  16    |   FC                                         |  =     91/192   |   0.36 
  103   |  16    |   FC                                         |  =     89/192   |   223.31 
  105   |  16    |   FC                                         |  =     15/32    |   0.06 
  107   |  16    |   FC                                         |  =    107/224   |   0.50 
  109   |  16    |   FC                                         |  =     99/208   |   0.95 
  18    |  17    |   FC  INT                  MID  GAP          |  =      6/17    |   0.05 
  19    |  17    |       INT        EBM                         |  =      1/3     |   0.01 
  20    |  17    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  21    |  17    |       INT             HBM  MID  GAP          |  =      6/17    |   0.03 
  22    |  17    |   FC  INT        EBM       MID  GAP          |  =      6/17    |   0.03 
  23    |  17    |   FC             EBM                         |  =      1/3     |   0.01 
  24    |  17    |   FC             EBM                         |  =      1/3     |   0.01 
  25    |  17    |   FC             EBM                         |  =      1/3     |   0.01 
  26    |  17    |   FC                                         |  =     13/34    |   0.02 
  27    |  17    |   FC                                         |  =     27/68    |   0.01 
  28    |  17    |   FC  INT                  MID  GAP  TRAIN   |  =      7/17    |   0.02 
  29    |  17    |       INT  HALF                              |  =     27/68    |   0.01 
  30    |  17    |   FC  INT                  MID  GAP          |  =      7/17    |   0.02 
  31    |  17    |   FC                                         |  =     20/51    |   0.02 
  32    |  17    |   FC                                         |  =     19/51    |   0.02 
  33    |  17    |   FC                                         |  =      6/17    |   0.02 
  35    |  17    |   FC                                         |  =      7/17    |   0.02 
  36    |  17    |   FC                                         |  =     36/85    |   0.02 
  37    |  17    |       INT                  MID  GAP          |  =     59/136   |   0.03 
  38    |  17    |       INT  HALF            MID  GAP          |  =     59/136   |   0.02 
  39    |  17    |   FC                                         |  =     29/68    |   0.02 
  40    |  17    |   FC                                         |  =      7/17    |   0.02 
  41    |  17    |   FC                                         |  =     27/68    |   0.04 
  42    |  17    |   FC                                         |  =     13/34    |   0.02 
  43    |  17    |   FC                                         |  =     43/102   |   0.04 
  44    |  17    |   FC                                         |  =     22/51    |   0.03 
  45    |  17    |   FC                                         |  =     15/34    |   0.02 
  46    |  17    |       INT  HALF            MID  GAP          |  =     61/136   |   0.02 
  47    |  17    |                                 GAP          |  =    167/374   |   0.08 
  48    |  17    |   FC                                         |  =     37/85    |   0.03 
  49    |  17    |   FC                                         |  =     36/85    |   0.04 
  50    |  17    |   FC                                         |  =      7/17    |   0.03 
  52    |  17    |   FC                                         |  =     52/119   |   0.07 
  53    |  17    |   FC                                         |  =     53/119   |   0.04 
  54    |  17    |   FC                                         |  =     54/119   |   0.02 
  55    |  17    |       INT  HALF            MID  GAP          |  =     31/68    |   0.03 
  56    |  17    |   FC                                         |  =     23/51    |   0.02 
  57    |  17    |   FC                                         |  =     15/34    |   0.03 
  58    |  17    |   FC                                         |  =     22/51    |   0.03 
  59    |  17    |   FC                                         |  =     43/102   |   0.24 
  60    |  17    |   FC                                         |  =     15/34    |   0.03 
  61    |  17    |   FC                                         |  =     61/136   |   0.12 
  62    |  17    |   FC                                         |  =     31/68    |   0.03 
  63    |  17    |                            MID  GAP  TRAIN   |  =    173/374   |   0.11 
  64    |  17    |   FC  INT                  MID  GAP          |  =     55/119   |   0.04 
  65    |  17    |   FC                                         |  =     54/119   |   0.06 
  66    |  17    |   FC                                         |  =     53/119   |   0.15 
  67    |  17    |   FC                                         |  =     52/119   |   0.48 
  69    |  17    |   FC                                         |  =     23/51    |   0.03 
  70    |  17    |   FC                                         |  =     70/153   |   0.15 
  71    |  17    |   FC                                         |  =     71/153   |   0.06 
  72    |  17    |   FC                       MID               |  =      8/17    |   0.03 
  73    |  17    |   FC                                         |  =     63/136   |   0.06 
  74    |  17    |   FC                                         |  =     31/68    |   0.04 
  75    |  17    |   FC                                         |  =     61/136   |   1.57 
  76    |  17    |   FC                                         |  =     15/34    |   0.06 
  77    |  17    |   FC                                         |  =     77/170   |   5.43 
  78    |  17    |   FC                                         |  =     39/85    |   0.05 
  79    |  17    |   FC                                         |  =     79/170   |   0.33 
  80    |  17    |   FC                                         |  =      8/17    |   0.02 
  81    |  17    |   FC                                         |  =      8/17    |   0.02 
  82    |  17    |   FC                                         |  =     71/153   |   0.14 
  83    |  17    |   FC                                         |  =     70/153   |   1.96 
  84    |  17    |   FC                                         |  =     23/51    |   0.07 
  86    |  17    |   FC                                         |  =     86/187   |   5.15 
  87    |  17    |   FC                                         |  =     87/187   |   0.80 
  88    |  17    |   FC                                         |  =      8/17    |   0.03 
  89    |  17    |       INT  HALF            MID  GAP          |  =    145/306   |   0.07 
  90    |  17    |   FC                                         |  =      8/17    |   0.03 
  91    |  17    |   FC                                         |  =     79/170   |   0.72 
  92    |  17    |   FC                                         |  =     39/85    |   0.08 
  93    |  17    |   FC                                         |  =     77/170   |   109.76 
  94    |  17    |   FC                                         |  =     47/102   |   0.12 
  95    |  17    |   FC                                         |  =     95/204   |   10.66 
  96    |  17    |   FC                                         |  =      8/17    |   0.08 
  97    |  17    |   FC                                         |  =     97/204   |   0.23 
  98    |  17    |   FC                                         |  =     89/187   |   0.16 
  99    |  17    |   FC                                         |  =      8/17    |   0.05 
  100   |  17    |   FC                                         |  =     87/187   |   6.59 
  101   |  17    |   FC                                         |  =     86/187   |   92.89 
  103   |  17    |   FC                                         |  =    103/221   |   456.09 
  104   |  17    |   FC                                         |  =      8/17    |   0.06 
  105   |  17    |   FC                                         |  =    105/221   |   0.76 
  106   |  17    |       INT  HALF            MID  GAP          |  =    179/374   |   0.07 
  107   |  17    |   FC                                         |  =     97/204   |   0.47 
  108   |  17    |   FC                                         |  =      8/17    |   0.06 
  109   |  17    |   FC                                         |  =     95/204   |   153.06 
  110   |  17    |   FC                                         |  =     47/102   |   0.25 
  19    |  18    |                  EBM                         |  =      1/3     |   0.01 
  23    |  18    |                            MID  GAP          |  =     19/54    |   0.04 
  25    |  18    |   FC             EBM                         |  =      1/3     |   0.02 
  29    |  18    |   FC  INT                  MID  GAP  TRAIN   |  =     29/72    |   0.06 
  31    |  18    |       INT  HALF            MID  GAP          |  =     11/27    |   0.02 
  35    |  18    |   FC                                         |  =     19/54    |   0.02 
  37    |  18    |   FC                                         |  =     37/90    |   0.02 
  41    |  18    |   FC  INT                  MID  GAP          |  =     31/72    |   0.04 
  43    |  18    |   FC                                         |  =     29/72    |   0.03 
  47    |  18    |   FC                                         |  =     47/108   |   0.03 
  49    |  18    |       INT  HALF            MID               |  =      4/9     |   0.01 
  53    |  18    |   FC                                         |  =     37/90    |   0.10 
  55    |  18    |   FC                                         |  =     55/126   |   0.09 
  59    |  18    |   FC                                         |  =     49/108   |   0.03 
  61    |  18    |   FC                                         |  =     47/108   |   0.10 
  65    |  18    |   FC                                         |  =     65/144   |   0.10 
  67    |  18    |       INT  HALF            MID  GAP          |  =     25/54    |   0.03 
  71    |  18    |   FC                                         |  =     55/126   |   0.86 
  73    |  18    |   FC                                         |  =     73/162   |   1.16 
  77    |  18    |   FC                                         |  =     67/144   |   0.08 
  79    |  18    |   FC                                         |  =     65/144   |   1.33 
  83    |  18    |   FC                                         |  =     83/180   |   0.72 
  85    |  18    |   FC  INT  HALF            MID  GAP          |  =     17/36    |   0.04 
  89    |  18    |   FC                                         |  =     73/162   |   19.02 
  91    |  18    |   FC                                         |  =     91/198   |   22.15 
  95    |  18    |   FC                                         |  =     17/36    |   0.03 
  97    |  18    |   FC                                         |  =     83/180   |   6.96 
  101   |  18    |   FC                                         |  =    101/216   |   8.16 
  103   |  18    |                            MID  GAP  TRAIN   |  =    163/342   |   0.25 
  107   |  18    |   FC                                         |  =     91/198   |   490.25 
  109   |  18    |   FC                                         |  =    109/234   |   573.58 
  20    |  19    |                  EBM  HBM       GAP          |  =     13/38    |   0.45 
  21    |  19    |       INT        EBM       MID  GAP          |  =     13/38    |   0.08 
  22    |  19    |       INT  HALF  EBM       MID  GAP          |  =     13/38    |   0.07 
  23    |  19    |       INT  HALF  EBM       MID  GAP          |  =     27/76    |   0.03 
  24    |  19    |                            MID  GAP          |  =     27/76    |   0.05 
  25    |  19    |   FC  INT        EBM       MID  GAP          |  =     13/38    |   0.13 
  26    |  19    |   FC             EBM                         |  =      1/3     |   0.02 
  27    |  19    |   FC             EBM                         |  =      1/3     |   0.02 
  28    |  19    |   FC             EBM                         |  =      1/3     |   0.02 
  29    |  19    |   FC                                         |  =     29/76    |   0.03 
  30    |  19    |   FC                                         |  =     15/38    |   0.02 
  31    |  19    |                                 GAP  TRAIN   |  =     54/133   |   0.04 
  32    |  19    |       INT  HALF            MID  GAP          |  =     31/76    |   0.04 
  33    |  19    |       INT  HALF            MID  GAP          |  =     47/114   |   0.03 
  34    |  19    |   FC  INT                  MID  GAP          |  =     23/57    |   0.11 
  35    |  19    |   FC                                         |  =     22/57    |   0.03 
  36    |  19    |   FC                                         |  =      7/19    |   0.02 
  37    |  19    |   FC                                         |  =     20/57    |   0.04 
  39    |  19    |   FC                                         |  =     39/95    |   0.03 
  40    |  19    |   FC                                         |  =      8/19    |   0.02 
  41    |  19    |                                 GAP  TRAIN   |  =    131/304   |   0.06 
  42    |  19    |       INT  HALF            MID  GAP          |  =     49/114   |   0.03 
  43    |  19    |                            MID  GAP          |  =    115/266   |   0.05 
  44    |  19    |   FC                                         |  =      8/19    |   0.02 
  45    |  19    |   FC                                         |  =     31/76    |   0.05 
  46    |  19    |   FC                                         |  =     15/38    |   0.03 
  47    |  19    |   FC                                         |  =     29/76    |   0.06 
  48    |  19    |   FC                                         |  =      8/19    |   0.03 
  49    |  19    |   FC                                         |  =     49/114   |   0.05 
  50    |  19    |   FC                                         |  =     25/57    |   0.02 
  51    |  19    |   FC  INT                  MID  GAP  TRAIN   |  =     17/38    |   0.06 
  52    |  19    |       INT  HALF            MID  GAP          |  =     17/38    |   0.03 
  53    |  19    |   FC                                         |  =     42/95    |   0.04 
  54    |  19    |   FC                                         |  =     41/95    |   0.04 
  55    |  19    |   FC                                         |  =      8/19    |   0.02 
  56    |  19    |   FC                                         |  =     39/95    |   0.13 
  58    |  19    |   FC                                         |  =     58/133   |   0.12 
  59    |  19    |   FC                                         |  =     59/133   |   0.06 
  60    |  19    |   FC                                         |  =     60/133   |   0.04 
  61    |  19    |       INT                  MID  GAP          |  =    313/684   |   0.04 
  62    |  19    |   FC  INT                  MID  GAP          |  =     26/57    |   0.05 
  63    |  19    |   FC                                         |  =     17/38    |   0.03 
  64    |  19    |   FC                                         |  =     25/57    |   0.04 
  65    |  19    |   FC                                         |  =     49/114   |   0.22 
  66    |  19    |   FC                                         |  =      8/19    |   0.04 
  67    |  19    |   FC                                         |  =     67/152   |   1.51 
  68    |  19    |   FC                                         |  =     17/38    |   0.04 
  69    |  19    |   FC                                         |  =     69/152   |   0.10 
  70    |  19    |   FC                                         |  =     35/76    |   0.03 
  71    |  19    |       INT  HALF            MID  GAP          |  =    123/266   |   0.05 
  72    |  19    |   FC                                         |  =     61/133   |   0.06 
  73    |  19    |   FC                                         |  =     60/133   |   0.16 
  74    |  19    |   FC                                         |  =     59/133   |   0.45 
  75    |  19    |   FC                                         |  =     58/133   |   5.86 
  77    |  19    |   FC                                         |  =     77/171   |   1.47 
  78    |  19    |   FC                                         |  =     26/57    |   0.07 
  79    |  19    |   FC                                         |  =     79/171   |   0.12 
  80    |  19    |                            MID  GAP  TRAIN   |  =    231/494   |   0.50 
  81    |  19    |   FC  INT                  MID  GAP          |  =     71/152   |   0.07 
  82    |  19    |   FC                                         |  =     35/76    |   0.04 
  83    |  19    |   FC                                         |  =     69/152   |   0.65 
  84    |  19    |   FC                                         |  =     17/38    |   0.05 
  85    |  19    |   FC                                         |  =     67/152   |   19.31 
  86    |  19    |   FC                                         |  =     43/95    |   0.17 
  87    |  19    |   FC                                         |  =     87/190   |   3.62 
  88    |  19    |   FC                                         |  =     44/95    |   0.06 
  89    |  19    |   FC                                         |  =     89/190   |   0.20 
  90    |  19    |   FC                       MID               |  =      9/19    |   0.04 
  91    |  19    |   FC                                         |  =     80/171   |   0.19 
  92    |  19    |   FC                                         |  =     79/171   |   0.53 
  93    |  19    |   FC                                         |  =     26/57    |   0.07 
  94    |  19    |   FC                                         |  =     77/171   |   33.07 
  96    |  19    |   FC                                         |  =     96/209   |   119.97 
  97    |  19    |   FC                                         |  =     97/209   |   3.29 
  98    |  19    |   FC                                         |  =     98/209   |   0.43 
  99    |  19    |   FC                                         |  =      9/19    |   0.03 
  100   |  19    |   FC                                         |  =      9/19    |   0.03 
  101   |  19    |   FC                                         |  =     89/190   |   0.45 
  102   |  19    |   FC                                         |  =     44/95    |   0.07 
  103   |  19    |   FC                                         |  =     87/190   |   84.08 
  104   |  19    |   FC                                         |  =     43/95    |   0.48 
  105   |  19    |   FC                                         |  =     35/76    |   0.11 
  106   |  19    |   FC                                         |  =     53/114   |   0.16 
  107   |  19    |   FC                                         |  =    107/228   |   3.63 
  108   |  19    |   FC                                         |  =      9/19    |   0.05 
  109   |  19    |       INT  HALF            MID  GAP          |  =    181/380   |   0.23 
  110   |  19    |   FC                                         |  =      9/19    |   0.14 
  21    |  20    |   FC  INT                  MID  GAP          |  =      7/20    |   0.10 
  23    |  20    |       INT  HALF  EBM  HBM  MID  GAP          |  =      7/20    |   0.05 
  27    |  20    |   FC             EBM                         |  =      1/3     |   0.02 
  29    |  20    |   FC             EBM                         |  =      1/3     |   0.02 
  31    |  20    |   FC                                         |  =     31/80    |   0.02 
  33    |  20    |                            MID  GAP          |  =     49/120   |   0.03 
  37    |  20    |   FC                                         |  =     23/60    |   0.04 
  39    |  20    |   FC                                         |  =      7/20    |   0.02 
  41    |  20    |   FC                                         |  =     41/100   |   0.03 
  43    |  20    |   FC  INT                  MID  GAP  TRAIN   |  =     43/100   |   0.07 
  47    |  20    |   FC                                         |  =     33/80    |   0.03 
  49    |  20    |   FC                                         |  =     31/80    |   0.06 
  51    |  20    |   FC                                         |  =     17/40    |   0.03 
  53    |  20    |   FC                                         |  =     53/120   |   0.03 
  57    |  20    |   FC                                         |  =     43/100   |   0.05 
  59    |  20    |   FC                                         |  =     41/100   |   0.13 
  61    |  20    |   FC                                         |  =     61/140   |   0.15 
  63    |  20    |   FC                                         |  =      9/20    |   0.03 
  67    |  20    |   FC                                         |  =     53/120   |   0.10 
  69    |  20    |   FC                                         |  =     17/40    |   0.04 
  71    |  20    |   FC                                         |  =     71/160   |   1.58 
  73    |  20    |   FC                                         |  =     73/160   |   0.08 
  77    |  20    |   FC                                         |  =      9/20    |   0.04 
  79    |  20    |   FC                                         |  =     61/140   |   3.12 
  81    |  20    |   FC                                         |  =      9/20    |   0.04 
  83    |  20    |   FC                                         |  =     83/180   |   0.20 
  87    |  20    |   FC                                         |  =     73/160   |   0.94 
  89    |  20    |   FC                                         |  =     71/160   |   16.69 
  91    |  20    |   FC                                         |  =     91/200   |   25.24 
  93    |  20    |   FC                                         |  =     93/200   |   0.41 
  97    |  20    |   FC                                         |  =     83/180   |   1.02 
  99    |  20    |   FC                                         |  =      9/20    |   0.06 
  101   |  20    |   FC                                         |  =    101/220   |   124.77 
  103   |  20    |   FC                                         |  =    103/220   |   1.28 
  107   |  20    |   FC                                         |  =     93/200   |   2.77 
  109   |  20    |   FC                                         |  =     91/200   |   498.59 
  22    |  21    |                  EBM                         |  =      1/3     |   0.01 
  23    |  21    |                  EBM  HBM  MID  GAP          |  =     29/84    |   0.11 
  25    |  21    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  26    |  21    |       INT             HBM  MID  GAP          |  =     22/63    |   0.04 
  29    |  21    |   FC             EBM                         |  =      1/3     |   0.02 
  31    |  21    |   FC             EBM                         |  =      1/3     |   0.03 
  32    |  21    |   FC                                         |  =      8/21    |   0.03 
  34    |  21    |   FC  INT                  MID  GAP  TRAIN   |  =     17/42    |   0.38 
  37    |  21    |                            MID  GAP          |  =    103/252   |   0.04 
  38    |  21    |   FC                                         |  =     25/63    |   0.03 
  40    |  21    |   FC                                         |  =     23/63    |   0.03 
  41    |  21    |   FC                                         |  =     22/63    |   0.04 
  43    |  21    |   FC                                         |  =     43/105   |   0.04 
  44    |  21    |   FC                                         |  =     44/105   |   0.03 
  46    |  21    |       INT                  MID  GAP          |  =     73/168   |   0.03 
  47    |  21    |       INT  HALF            MID  GAP          |  =     73/168   |   0.04 
  50    |  21    |   FC                                         |  =     17/42    |   0.02 
  52    |  21    |   FC                                         |  =      8/21    |   0.03 
  53    |  21    |   FC                                         |  =     53/126   |   0.08 
  55    |  21    |   FC                                         |  =     55/126   |   0.03 
  58    |  21    |                            MID  GAP          |  =    169/378   |   0.10 
  59    |  21    |   FC                                         |  =     46/105   |   0.04 
  61    |  21    |   FC                                         |  =     44/105   |   0.11 
  62    |  21    |   FC                                         |  =     43/105   |   0.18 
  64    |  21    |   FC                                         |  =     64/147   |   0.18 
  65    |  21    |   FC                                         |  =     65/147   |   0.10 
  67    |  21    |                                      TRAIN   |  =     41/90    |   2.46 
  68    |  21    |       INT  HALF            MID  GAP          |  =    115/252   |   0.04 
  71    |  21    |   FC                                         |  =     55/126   |   0.18 
  73    |  21    |   FC                                         |  =     53/126   |   1.13 
  74    |  21    |   FC                                         |  =     37/84    |   0.08 
  76    |  21    |   FC                                         |  =     19/42    |   0.04 
  79    |  21    |                                 GAP          |  =    123/266   |   21.46 
  80    |  21    |   FC                                         |  =     67/147   |   0.11 
  82    |  21    |   FC                                         |  =     65/147   |   1.01 
  83    |  21    |   FC                                         |  =     64/147   |   9.04 
  85    |  21    |   FC                                         |  =     85/189   |   4.11 
  86    |  21    |   FC                                         |  =     86/189   |   1.04 
  88    |  21    |   FC                                         |  =     88/189   |   0.21 
  89    |  21    |       INT  HALF            MID  GAP          |  =    157/336   |   0.05 
  92    |  21    |   FC                                         |  =     19/42    |   0.06 
  94    |  21    |   FC                                         |  =     37/84    |   0.14 
  95    |  21    |   FC                                         |  =     19/42    |   0.05 
  97    |  21    |   FC                                         |  =     97/210   |   3.02 
  100   |  21    |   FC  INT                  MID  GAP          |  =     89/189   |   0.28 
  101   |  21    |   FC                                         |  =     88/189   |   0.35 
  103   |  21    |   FC                                         |  =     86/189   |   16.61 
  104   |  21    |   FC                                         |  =     85/189   |   85.48 
  106   |  21    |   FC                                         |  =    106/231   |   78.09 
  107   |  21    |   FC                                         |  =    107/231   |   39.17 
  109   |  21    |   FC                                         |  =    109/231   |   0.52 
  110   |  21    |   FC                       MID               |  =     10/21    |   0.06 
  23    |  22    |                  EBM  HBM       GAP          |  =     15/44    |   0.25 
  25    |  22    |                       HBM       GAP          |  =     23/66    |   0.07 
  27    |  22    |       INT  HALF  EBM  HBM  MID  GAP          |  =      4/11    |   0.04 
  29    |  22    |   FC  INT        EBM       MID  GAP          |  =     15/44    |   0.16 
  31    |  22    |   FC             EBM                         |  =      1/3     |   0.02 
  35    |  22    |   FC                                         |  =     35/88    |   0.02 
  37    |  22    |       INT  HALF            MID  GAP          |  =      9/22    |   0.03 
  39    |  22    |   FC  INT                  MID  GAP          |  =      9/22    |   0.04 
  41    |  22    |   FC                                         |  =     25/66    |   0.03 
