---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 250          |
|              SCOTT verified                |
|              time limit = 1000           |
|              m ≤ s*s                       |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  124   |  15    |   FC                            GAP          |  =     29/60    | runtime:  0.06
  127   |  15    |   FC                            GAP          |  =    113/240   | runtime:  0.10
  128   |  15    |   FC                            GAP          |  =     64/135   | runtime:  0.10
  131   |  15    |       INT                  MID  GAP          |  =    114/235   | runtime:  0.06
  133   |  15    |   FC                            GAP          |  =    122/255   | runtime:  0.11
  134   |  15    |   FC                            GAP          |  =    121/255   | runtime:  0.12
  136   |  15    |   FC                            GAP          |  =    136/285   | runtime:  0.11
  137   |  15    |   FC                            GAP          |  =    137/285   | runtime:  0.11
  139   |  15    |   FC                            GAP          |  =    131/270   | runtime:  0.09
  142   |  15    |   FC                            GAP          |  =     64/135   | runtime:  0.14
  143   |  15    |   FC                            GAP          |  =    143/300   | runtime:  0.12
  146   |  15    |   FC  INT                  MID  GAP  TRAIN   |  =     73/150   | runtime:  0.07
  148   |  15    |   FC                            GAP          |  =    137/285   | runtime:  0.15
  149   |  15    |   FC                            GAP          |  =    136/285   | runtime:  0.18
  151   |  15    |   FC                            GAP          |  =    151/315   | runtime:  0.12
  152   |  15    |   FC                            GAP          |  =    152/315   | runtime:  0.12
  154   |  15    |   FC                            GAP          |  =     73/150   | runtime:  0.09
  157   |  15    |   FC                            GAP          |  =    143/300   | runtime:  0.15
  158   |  15    |   FC                            GAP          |  =     79/165   | runtime:  0.14
  161   |  15    |   FC  INT                  MID  GAP  TRAIN   |  =    161/330   | runtime:  0.10
  163   |  15    |   FC                            GAP          |  =    152/315   | runtime:  0.17
  164   |  15    |   FC                            GAP          |  =    151/315   | runtime:  0.17
  166   |  15    |   FC                            GAP          |  =    166/345   | runtime:  0.14
  167   |  15    |   FC                            GAP          |  =    167/345   | runtime:  0.12
  169   |  15    |   FC                            GAP          |  =    161/330   | runtime:  0.11
  172   |  15    |   FC                            GAP          |  =     79/165   | runtime:  0.20
  173   |  15    |   FC                            GAP          |  =    173/360   | runtime:  0.16
  176   |  15    |   FC                            GAP          |  =     22/45    | runtime:  0.08
  178   |  15    |   FC                            GAP          |  =    167/345   | runtime:  0.21
  179   |  15    |   FC                            GAP          |  =    166/345   | runtime:  0.19
  181   |  15    |   FC                            GAP          |  =    181/375   | runtime:  0.19
  182   |  15    |   FC                            GAP          |  =    182/375   | runtime:  0.16
  184   |  15    |   FC                            GAP          |  =     22/45    | runtime:  0.12
  187   |  15    |   FC                            GAP          |  =    173/360   | runtime:  0.23
  188   |  15    |   FC                            GAP          |  =     94/195   | runtime:  0.17
  191   |  15    |   FC                            GAP          |  =    191/390   | runtime:  0.10
  193   |  15    |   FC                            GAP          |  =    182/375   | runtime:  0.27
  194   |  15    |   FC                            GAP          |  =    181/375   | runtime:  0.26
  196   |  15    |   FC                            GAP          |  =    196/405   | runtime:  0.18
  197   |  15    |   FC                            GAP          |  =    197/405   | runtime:  0.18
  199   |  15    |   FC                            GAP          |  =    191/390   | runtime:  0.16
  202   |  15    |   FC                            GAP          |  =     94/195   | runtime:  0.32
  203   |  15    |   FC                            GAP          |  =     29/60    | runtime:  0.25
  206   |  15    |   FC                            GAP          |  =    103/210   | runtime:  0.11
  208   |  15    |   FC                            GAP          |  =    197/405   | runtime:  0.32
  209   |  15    |   FC                            GAP          |  =    196/405   | runtime:  0.26
  211   |  15    |   FC                            GAP          |  =    211/435   | runtime:  0.23
  212   |  15    |   FC                            GAP          |  =    212/435   | runtime:  0.21
  214   |  15    |   FC                            GAP          |  =    103/210   | runtime:  0.20
  217   |  15    |   FC                            GAP          |  =     29/60    | runtime:  0.40
  218   |  15    |   FC                            GAP          |  =    109/225   | runtime:  0.24
  221   |  15    |   FC                            GAP          |  =    221/450   | runtime:  0.15
  223   |  15    |   FC                            GAP          |  =    212/435   | runtime:  0.38
  224   |  15    |   FC                            GAP          |  =    211/435   | runtime:  0.43
  17    |  16    |                  EBM  HBM       GAP          |  =     11/32    | runtime:  0.10
  19    |  16    |            HALF  EBM            GAP          |  =      1/3     | runtime:  0.01
  21    |  16    |   FC  INT        EBM       MID  GAP          |  =     11/32    | runtime:  0.07
  23    |  16    |                                 GAP          |  ≤      9/32    | runtime:  0.02
  25    |  16    |   FC                            GAP          |  =     25/64    | runtime:  0.02
  27    |  16    |       INT  HALF            MID  GAP          |  =     13/32    | runtime:  0.02
  29    |  16    |   FC                            GAP          |  =     19/48    | runtime:  0.02
  31    |  16    |   FC                            GAP          |  =     17/48    | runtime:  0.02
  33    |  16    |   FC                            GAP          |  =     33/80    | runtime:  0.02
  35    |  16    |   FC  INT  HALF                 GAP          |  =      7/16    | runtime:  0.02
  37    |  16    |   FC                            GAP          |  =     27/64    | runtime:  0.03
  39    |  16    |   FC                            GAP          |  =     25/64    | runtime:  0.03
  41    |  16    |   FC                            GAP          |  =     41/96    | runtime:  0.03
  43    |  16    |                            MID  GAP  TRAIN   |  =     25/56    | runtime:  0.03
  45    |  16    |   FC                            GAP          |  =      7/16    | runtime:  0.03
  47    |  16    |   FC                            GAP          |  =     33/80    | runtime:  0.04
  49    |  16    |   FC                            GAP          |  =      7/16    | runtime:  0.02
  51    |  16    |   FC  INT                  MID  GAP  TRAIN   |  =     51/112   | runtime:  0.04
  53    |  16    |   FC                            GAP          |  =     43/96    | runtime:  0.02
  55    |  16    |   FC                            GAP          |  =     41/96    | runtime:  0.02
  57    |  16    |   FC                            GAP          |  =     57/128   | runtime:  0.05
  59    |  16    |   FC                            GAP          |  =     59/128   | runtime:  0.03
  61    |  16    |   FC                            GAP          |  =     51/112   | runtime:  0.02
  63    |  16    |   FC                            GAP          |  =      7/16    | runtime:  0.03
  65    |  16    |   FC                            GAP          |  =     65/144   | runtime:  0.04
  67    |  16    |   FC                            GAP          |  =     67/144   | runtime:  0.03
  69    |  16    |   FC                            GAP          |  =     59/128   | runtime:  0.04
  71    |  16    |   FC                            GAP          |  =     57/128   | runtime:  0.04
  73    |  16    |   FC                            GAP          |  =     73/160   | runtime:  0.06
  75    |  16    |   FC                            GAP          |  =     15/32    | runtime:  0.03
  77    |  16    |   FC                            GAP          |  =     67/144   | runtime:  0.04
  79    |  16    |   FC                            GAP          |  =     65/144   | runtime:  0.06
  81    |  16    |   FC                            GAP          |  =     81/176   | runtime:  0.06
  83    |  16    |   FC                            GAP          |  =     83/176   | runtime:  0.04
  85    |  16    |   FC                            GAP          |  =     15/32    | runtime:  0.05
  87    |  16    |   FC                            GAP          |  =     73/160   | runtime:  0.07
  89    |  16    |   FC                            GAP          |  =     89/192   | runtime:  0.06
  91    |  16    |   FC                            GAP          |  =     91/192   | runtime:  0.04
  93    |  16    |   FC                            GAP          |  =     83/176   | runtime:  0.06
  95    |  16    |   FC                            GAP          |  =     81/176   | runtime:  0.07
  97    |  16    |   FC                            GAP          |  =     97/208   | runtime:  0.08
  99    |  16    |   FC                            GAP          |  =     99/208   | runtime:  0.06
  101   |  16    |   FC                            GAP          |  =     91/192   | runtime:  0.05
  103   |  16    |   FC                            GAP          |  =     89/192   | runtime:  0.07
  105   |  16    |   FC                            GAP          |  =     15/32    | runtime:  0.07
  107   |  16    |   FC                            GAP          |  =    107/224   | runtime:  0.06
  109   |  16    |   FC                            GAP          |  =     99/208   | runtime:  0.07
  111   |  16    |   FC                            GAP          |  =     97/208   | runtime:  0.12
  113   |  16    |   FC                            GAP          |  =    113/240   | runtime:  0.10
  115   |  16    |   FC                            GAP          |  =     23/48    | runtime:  0.07
  117   |  16    |   FC                            GAP          |  =    107/224   | runtime:  0.10
  119   |  16    |   FC                            GAP          |  =     15/32    | runtime:  0.10
  121   |  16    |   FC                            GAP          |  =    121/256   | runtime:  0.09
  123   |  16    |   FC                            GAP          |  =    123/256   | runtime:  0.07
  125   |  16    |   FC                            GAP          |  =     23/48    | runtime:  0.09
  127   |  16    |   FC                            GAP          |  =    113/240   | runtime:  0.09
  129   |  16    |   FC                            GAP          |  =    129/272   | runtime:  0.09
  131   |  16    |   FC                            GAP          |  =    131/272   | runtime:  0.09
  133   |  16    |   FC                            GAP          |  =    123/256   | runtime:  0.09
  135   |  16    |   FC                            GAP          |  =    121/256   | runtime:  0.11
  137   |  16    |   FC                            GAP          |  =    137/288   | runtime:  0.11
  139   |  16    |   FC                            GAP          |  =    139/288   | runtime:  0.10
  141   |  16    |   FC                            GAP          |  =    131/272   | runtime:  0.10
  143   |  16    |   FC                            GAP          |  =    129/272   | runtime:  0.13
  145   |  16    |   FC                            GAP          |  =    145/304   | runtime:  0.12
  147   |  16    |   FC                            GAP          |  =    147/304   | runtime:  0.10
  149   |  16    |   FC                            GAP          |  =    139/288   | runtime:  0.14
  151   |  16    |   FC                            GAP          |  =    137/288   | runtime:  0.18
  153   |  16    |   FC                            GAP          |  =    153/320   | runtime:  0.13
  155   |  16    |   FC                            GAP          |  =     31/64    | runtime:  0.11
  157   |  16    |   FC                            GAP          |  =    147/304   | runtime:  0.12
  159   |  16    |   FC                            GAP          |  =    145/304   | runtime:  0.16
  161   |  16    |   FC                            GAP          |  =     23/48    | runtime:  0.14
  163   |  16    |   FC                            GAP          |  =    163/336   | runtime:  0.11
  165   |  16    |   FC                            GAP          |  =     31/64    | runtime:  0.15
  167   |  16    |   FC                            GAP          |  =    153/320   | runtime:  0.22
  169   |  16    |   FC                            GAP          |  =    169/352   | runtime:  0.13
  171   |  16    |   FC                            GAP          |  =    171/352   | runtime:  0.13
  173   |  16    |   FC                            GAP          |  =    163/336   | runtime:  0.14
  175   |  16    |   FC                            GAP          |  =     23/48    | runtime:  0.27
  177   |  16    |   FC                            GAP          |  =    177/368   | runtime:  0.14
  179   |  16    |   FC                            GAP          |  =    179/368   | runtime:  0.15
  181   |  16    |   FC                            GAP          |  =    171/352   | runtime:  0.15
  183   |  16    |   FC                            GAP          |  =    169/352   | runtime:  0.23
  185   |  16    |   FC                            GAP          |  =    185/384   | runtime:  0.15
  187   |  16    |   FC                            GAP          |  =    187/384   | runtime:  0.13
  189   |  16    |   FC                            GAP          |  =    179/368   | runtime:  0.18
  191   |  16    |   FC                            GAP          |  =    177/368   | runtime:  0.21
  193   |  16    |   FC                            GAP          |  =    193/400   | runtime:  0.16
  195   |  16    |   FC                            GAP          |  =     39/80    | runtime:  0.17
  197   |  16    |   FC                            GAP          |  =    187/384   | runtime:  0.23
  199   |  16    |   FC                            GAP          |  =    185/384   | runtime:  0.26
  201   |  16    |   FC                            GAP          |  =    201/416   | runtime:  0.19
  203   |  16    |   FC                            GAP          |  =    203/416   | runtime:  0.13
  205   |  16    |   FC                            GAP          |  =     39/80    | runtime:  0.22
  207   |  16    |   FC                            GAP          |  =    193/400   | runtime:  0.27
  209   |  16    |   FC                            GAP          |  =    209/432   | runtime:  0.20
  211   |  16    |   FC                            GAP          |  =    211/432   | runtime:  0.23
  213   |  16    |   FC                            GAP          |  =    203/416   | runtime:  0.23
  215   |  16    |   FC                            GAP          |  =    201/416   | runtime:  0.30
  217   |  16    |   FC                            GAP          |  =     31/64    | runtime:  0.21
  219   |  16    |   FC                            GAP          |  =    219/448   | runtime:  0.19
  221   |  16    |   FC                            GAP          |  =    211/432   | runtime:  0.28
  223   |  16    |   FC                            GAP          |  =    209/432   | runtime:  0.35
  225   |  16    |   FC                            GAP          |  =    225/464   | runtime:  0.24
  227   |  16    |   FC                            GAP          |  =    227/464   | runtime:  0.20
  229   |  16    |   FC                            GAP          |  =    219/448   | runtime:  0.28
  231   |  16    |   FC                            GAP          |  =     31/64    | runtime:  0.40
  233   |  16    |   FC                            GAP          |  =    233/480   | runtime:  0.26
  235   |  16    |   FC                            GAP          |  =     47/96    | runtime:  0.21
  237   |  16    |   FC                            GAP          |  =    227/464   | runtime:  0.30
  239   |  16    |   FC                            GAP          |  =    225/464   | runtime:  0.40
  241   |  16    |   FC                            GAP          |  =    241/496   | runtime:  0.27
  243   |  16    |   FC                            GAP          |  =    243/496   | runtime:  0.22
  245   |  16    |   FC                            GAP          |  =     47/96    | runtime:  0.36
  247   |  16    |   FC                            GAP          |  =    233/480   | runtime:  0.49
  249   |  16    |   FC                            GAP          |  =    249/512   | runtime:  0.33
  18    |  17    |   FC  INT                  MID  GAP          |  =      6/17    | runtime:  0.06
  19    |  17    |                  EBM            GAP          |  =      1/3     | runtime:  0.01
  20    |  17    |            HALF  EBM            GAP          |  =      1/3     | runtime:  0.01
  21    |  17    |       INT             HBM  MID  GAP          |  =      6/17    | runtime:  0.03
  22    |  17    |   FC  INT        EBM       MID  GAP          |  =      6/17    | runtime:  0.04
  23    |  17    |                                 GAP          |  ≤     11/34    | runtime:  0.02
  24    |  17    |                                 GAP          |  ≤      5/17    | runtime:  0.02
  25    |  17    |                                 GAP          |  ≤      9/34    | runtime:  0.03
  26    |  17    |   FC                            GAP          |  =     13/34    | runtime:  0.02
  27    |  17    |   FC                            GAP          |  =     27/68    | runtime:  0.02
  28    |  17    |   FC  INT                  MID  GAP  TRAIN   |  =      7/17    | runtime:  0.02
  29    |  17    |            HALF                              |  =     27/68    | runtime:  0.02
  30    |  17    |   FC  INT                  MID  GAP          |  =      7/17    | runtime:  0.02
  31    |  17    |   FC                            GAP          |  =     20/51    | runtime:  0.02
  32    |  17    |   FC                            GAP          |  =     19/51    | runtime:  0.02
  33    |  17    |   FC                            GAP          |  =      6/17    | runtime:  0.02
  35    |  17    |   FC                            GAP          |  =      7/17    | runtime:  0.02
  36    |  17    |   FC                            GAP          |  =     36/85    | runtime:  0.02
  37    |  17    |       INT                  MID  GAP          |  =     59/136   | runtime:  0.04
  38    |  17    |       INT  HALF            MID  GAP          |  =     59/136   | runtime:  0.02
  39    |  17    |   FC                            GAP          |  =     29/68    | runtime:  0.02
  40    |  17    |   FC                            GAP          |  =      7/17    | runtime:  0.03
  41    |  17    |   FC                            GAP          |  =     27/68    | runtime:  0.03
  42    |  17    |   FC                            GAP          |  =     13/34    | runtime:  0.02
  43    |  17    |   FC                            GAP          |  =     43/102   | runtime:  0.03
  44    |  17    |   FC                            GAP          |  =     22/51    | runtime:  0.03
  45    |  17    |   FC                            GAP          |  =     15/34    | runtime:  0.03
  46    |  17    |       INT  HALF            MID  GAP          |  =     61/136   | runtime:  0.03
  47    |  17    |                                 GAP          |  =    167/374   | runtime:  0.04
  48    |  17    |   FC                            GAP          |  =     37/85    | runtime:  0.03
  49    |  17    |   FC                            GAP          |  =     36/85    | runtime:  0.03
  50    |  17    |   FC                            GAP          |  =      7/17    | runtime:  0.03
  52    |  17    |   FC                            GAP          |  =     52/119   | runtime:  0.03
  53    |  17    |   FC                            GAP          |  =     53/119   | runtime:  0.03
  54    |  17    |   FC                            GAP          |  =     54/119   | runtime:  0.02
  55    |  17    |       INT  HALF            MID  GAP          |  =     31/68    | runtime:  0.03
  56    |  17    |   FC                            GAP          |  =     23/51    | runtime:  0.03
  57    |  17    |   FC                            GAP          |  =     15/34    | runtime:  0.04
  58    |  17    |   FC                            GAP          |  =     22/51    | runtime:  0.04
  59    |  17    |   FC                            GAP          |  =     43/102   | runtime:  0.03
  60    |  17    |   FC                            GAP          |  =     15/34    | runtime:  0.04
  61    |  17    |   FC                            GAP          |  =     61/136   | runtime:  0.05
  62    |  17    |   FC                            GAP          |  =     31/68    | runtime:  0.03
  63    |  17    |                            MID  GAP  TRAIN   |  =    173/374   | runtime:  0.03
  64    |  17    |   FC  INT                  MID  GAP          |  =     55/119   | runtime:  0.04
  65    |  17    |   FC                            GAP          |  =     54/119   | runtime:  0.05
  66    |  17    |   FC                            GAP          |  =     53/119   | runtime:  0.04
  67    |  17    |   FC                            GAP          |  =     52/119   | runtime:  0.04
  69    |  17    |   FC                            GAP          |  =     23/51    | runtime:  0.04
  70    |  17    |   FC                            GAP          |  =     70/153   | runtime:  0.06
  71    |  17    |   FC                            GAP          |  =     71/153   | runtime:  0.03
  72    |  17    |   FC                                         |  =      8/17    | runtime:  0.03
  73    |  17    |   FC                            GAP          |  =     63/136   | runtime:  0.03
  74    |  17    |   FC                            GAP          |  =     31/68    | runtime:  0.05
  75    |  17    |   FC                            GAP          |  =     61/136   | runtime:  0.04
  76    |  17    |   FC                            GAP          |  =     15/34    | runtime:  0.04
  77    |  17    |   FC                            GAP          |  =     77/170   | runtime:  0.06
  78    |  17    |   FC                            GAP          |  =     39/85    | runtime:  0.05
  79    |  17    |   FC                            GAP          |  =     79/170   | runtime:  0.04
  80    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.03
  81    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.03
  82    |  17    |   FC                            GAP          |  =     71/153   | runtime:  0.04
  83    |  17    |   FC                            GAP          |  =     70/153   | runtime:  0.05
  84    |  17    |   FC                            GAP          |  =     23/51    | runtime:  0.07
  86    |  17    |   FC                            GAP          |  =     86/187   | runtime:  0.05
  87    |  17    |   FC                            GAP          |  =     87/187   | runtime:  0.06
  88    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.05
  89    |  17    |       INT  HALF            MID  GAP          |  =    145/306   | runtime:  0.03
  90    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.04
  91    |  17    |   FC                            GAP          |  =     79/170   | runtime:  0.07
  92    |  17    |   FC                            GAP          |  =     39/85    | runtime:  0.06
  93    |  17    |   FC                            GAP          |  =     77/170   | runtime:  0.09
  94    |  17    |   FC                            GAP          |  =     47/102   | runtime:  0.06
  95    |  17    |   FC                            GAP          |  =     95/204   | runtime:  0.07
  96    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.06
  97    |  17    |   FC                            GAP          |  =     97/204   | runtime:  0.05
  98    |  17    |   FC                            GAP          |  =     89/187   | runtime:  0.04
  99    |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.06
  100   |  17    |   FC                            GAP          |  =     87/187   | runtime:  0.06
  101   |  17    |   FC                            GAP          |  =     86/187   | runtime:  0.08
  103   |  17    |   FC                            GAP          |  =    103/221   | runtime:  0.08
  104   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.09
  105   |  17    |   FC                            GAP          |  =    105/221   | runtime:  0.06
  106   |  17    |       INT  HALF            MID  GAP          |  =    179/374   | runtime:  0.04
  107   |  17    |   FC                            GAP          |  =     97/204   | runtime:  0.06
  108   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.08
  109   |  17    |   FC                            GAP          |  =     95/204   | runtime:  0.08
  110   |  17    |   FC                            GAP          |  =     47/102   | runtime:  0.08
  111   |  17    |   FC                            GAP          |  =    111/238   | runtime:  0.08
  112   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.10
  113   |  17    |   FC                            GAP          |  =    113/238   | runtime:  0.08
  114   |  17    |   FC                            GAP          |  =     57/119   | runtime:  0.06
  115   |  17    |   FC                            GAP          |  =    106/221   | runtime:  0.07
  116   |  17    |   FC                            GAP          |  =    105/221   | runtime:  0.08
  117   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.08
  118   |  17    |   FC                            GAP          |  =    103/221   | runtime:  0.09
  120   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.10
  121   |  17    |   FC                            GAP          |  =    121/255   | runtime:  0.09
  122   |  17    |   FC                            GAP          |  =    122/255   | runtime:  0.08
  123   |  17    |       INT  HALF            MID  GAP          |  =    213/442   | runtime:  0.06
  124   |  17    |   FC                            GAP          |  =     57/119   | runtime:  0.08
  125   |  17    |   FC                            GAP          |  =    113/238   | runtime:  0.10
  126   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.13
  127   |  17    |   FC                            GAP          |  =    111/238   | runtime:  0.13
  128   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.09
  129   |  17    |   FC                            GAP          |  =    129/272   | runtime:  0.10
  130   |  17    |   FC                            GAP          |  =     65/136   | runtime:  0.09
  131   |  17    |   FC                            GAP          |  =    131/272   | runtime:  0.08
  132   |  17    |   FC                            GAP          |  =     41/85    | runtime:  0.07
  133   |  17    |   FC                            GAP          |  =    122/255   | runtime:  0.10
  134   |  17    |   FC                            GAP          |  =    121/255   | runtime:  0.11
  135   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.14
  137   |  17    |   FC                            GAP          |  =    137/289   | runtime:  0.11
  138   |  17    |   FC                            GAP          |  =    138/289   | runtime:  0.11
  139   |  17    |   FC                            GAP          |  =    139/289   | runtime:  0.10
  140   |  17    |       INT  HALF            MID  GAP          |  =    247/510   | runtime:  0.09
  141   |  17    |   FC                            GAP          |  =    131/272   | runtime:  0.11
  142   |  17    |   FC                            GAP          |  =     65/136   | runtime:  0.14
  143   |  17    |   FC                            GAP          |  =    129/272   | runtime:  0.13
  144   |  17    |   FC                            GAP          |  =      8/17    | runtime:  0.18
  145   |  17    |   FC                            GAP          |  =    145/306   | runtime:  0.11
  146   |  17    |   FC                            GAP          |  =     73/153   | runtime:  0.13
  147   |  17    |   FC                            GAP          |  =     49/102   | runtime:  0.11
  148   |  17    |   FC                            GAP          |  =     74/153   | runtime:  0.09
  149   |  17    |   FC                            GAP          |  =    140/289   | runtime:  0.10
  150   |  17    |   FC                            GAP          |  =    139/289   | runtime:  0.12
  151   |  17    |   FC                            GAP          |  =    138/289   | runtime:  0.14
  152   |  17    |   FC                            GAP          |  =    137/289   | runtime:  0.13
  154   |  17    |   FC                            GAP          |  =    154/323   | runtime:  0.13
  155   |  17    |   FC                            GAP          |  =    155/323   | runtime:  0.13
  156   |  17    |   FC                            GAP          |  =    156/323   | runtime:  0.12
  157   |  17    |       INT                  MID  GAP          |  =    413/850   | runtime:  0.10
  158   |  17    |   FC                            GAP          |  =     74/153   | runtime:  0.12
  159   |  17    |   FC                            GAP          |  =     49/102   | runtime:  0.13
  160   |  17    |   FC                            GAP          |  =     73/153   | runtime:  0.16
  161   |  17    |   FC                            GAP          |  =    145/306   | runtime:  0.16
  162   |  17    |   FC                            GAP          |  =     81/170   | runtime:  0.14
  163   |  17    |   FC                            GAP          |  =    163/340   | runtime:  0.14
  164   |  17    |   FC                            GAP          |  =     41/85    | runtime:  0.13
  165   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.11
  166   |  17    |   FC                            GAP          |  =    157/323   | runtime:  0.11
  167   |  17    |   FC                            GAP          |  =    156/323   | runtime:  0.13
  168   |  17    |   FC                            GAP          |  =    155/323   | runtime:  0.16
  169   |  17    |   FC                            GAP          |  =    154/323   | runtime:  0.17
  171   |  17    |   FC                            GAP          |  =     57/119   | runtime:  0.15
  172   |  17    |   FC                            GAP          |  =    172/357   | runtime:  0.13
  173   |  17    |   FC                            GAP          |  =    173/357   | runtime:  0.13
  174   |  17    |   FC  INT                  MID  GAP  TRAIN   |  =     58/119   | runtime:  0.09
  175   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.13
  176   |  17    |   FC                            GAP          |  =     41/85    | runtime:  0.16
  177   |  17    |   FC                            GAP          |  =    163/340   | runtime:  0.20
  178   |  17    |   FC                            GAP          |  =     81/170   | runtime:  0.17
  179   |  17    |   FC                            GAP          |  =    179/374   | runtime:  0.17
  180   |  17    |   FC                            GAP          |  =     90/187   | runtime:  0.15
  181   |  17    |   FC                            GAP          |  =    181/374   | runtime:  0.14
  182   |  17    |   FC                            GAP          |  =     91/187   | runtime:  0.13
  183   |  17    |   FC                            GAP          |  =     58/119   | runtime:  0.13
  184   |  17    |   FC                            GAP          |  =    173/357   | runtime:  0.18
  185   |  17    |   FC                            GAP          |  =    172/357   | runtime:  0.21
  186   |  17    |   FC                            GAP          |  =     57/119   | runtime:  0.22
  188   |  17    |   FC                            GAP          |  =    188/391   | runtime:  0.17
  189   |  17    |   FC                            GAP          |  =    189/391   | runtime:  0.16
  190   |  17    |   FC                            GAP          |  =    190/391   | runtime:  0.14
  191   |  17    |                                      TRAIN   |  =    847/1734  | runtime:  0.12
  192   |  17    |   FC                            GAP          |  =     91/187   | runtime:  0.16
  193   |  17    |   FC                            GAP          |  =    181/374   | runtime:  0.19
  194   |  17    |   FC                            GAP          |  =     90/187   | runtime:  0.21
  195   |  17    |   FC                            GAP          |  =    179/374   | runtime:  0.22
  196   |  17    |   FC                            GAP          |  =     49/102   | runtime:  0.18
  197   |  17    |   FC                            GAP          |  =    197/408   | runtime:  0.18
  198   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.17
  199   |  17    |   FC                            GAP          |  =    199/408   | runtime:  0.14
  200   |  17    |   FC                            GAP          |  =    191/391   | runtime:  0.14
  201   |  17    |   FC                            GAP          |  =    190/391   | runtime:  0.21
  202   |  17    |   FC                            GAP          |  =    189/391   | runtime:  0.24
  203   |  17    |   FC                            GAP          |  =    188/391   | runtime:  0.22
  205   |  17    |   FC                            GAP          |  =     41/85    | runtime:  0.19
  206   |  17    |   FC                            GAP          |  =    206/425   | runtime:  0.19
  207   |  17    |   FC                            GAP          |  =    207/425   | runtime:  0.17
  208   |  17    |   FC  INT                  MID  GAP  TRAIN   |  =    208/425   | runtime:  0.16
  209   |  17    |   FC                            GAP          |  =    199/408   | runtime:  0.22
  210   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.27
  211   |  17    |   FC                            GAP          |  =    197/408   | runtime:  0.27
  212   |  17    |   FC                            GAP          |  =     49/102   | runtime:  0.25
  213   |  17    |   FC                            GAP          |  =    213/442   | runtime:  0.20
  214   |  17    |   FC                            GAP          |  =    107/221   | runtime:  0.22
  215   |  17    |   FC                            GAP          |  =    215/442   | runtime:  0.21
  216   |  17    |   FC                            GAP          |  =    108/221   | runtime:  0.17
  217   |  17    |   FC                            GAP          |  =    208/425   | runtime:  0.17
  218   |  17    |   FC                            GAP          |  =    207/425   | runtime:  0.26
  219   |  17    |   FC                            GAP          |  =    206/425   | runtime:  0.30
  220   |  17    |   FC                            GAP          |  =     41/85    | runtime:  0.27
  222   |  17    |   FC                            GAP          |  =     74/153   | runtime:  0.23
  223   |  17    |   FC                            GAP          |  =    223/459   | runtime:  0.22
  224   |  17    |   FC                            GAP          |  =    224/459   | runtime:  0.20
  225   |  17    |   FC                            GAP          |  =     25/51    | runtime:  0.13
  226   |  17    |   FC                            GAP          |  =    108/221   | runtime:  0.22
  227   |  17    |   FC                            GAP          |  =    215/442   | runtime:  0.25
  228   |  17    |   FC                            GAP          |  =    107/221   | runtime:  0.32
  229   |  17    |   FC                            GAP          |  =    213/442   | runtime:  0.34
  230   |  17    |   FC                            GAP          |  =    115/238   | runtime:  0.25
  231   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.28
  232   |  17    |   FC                            GAP          |  =     58/119   | runtime:  0.23
  233   |  17    |   FC                            GAP          |  =    233/476   | runtime:  0.22
  234   |  17    |   FC                            GAP          |  =     25/51    | runtime:  0.18
  235   |  17    |   FC                            GAP          |  =    224/459   | runtime:  0.24
  236   |  17    |   FC                            GAP          |  =    223/459   | runtime:  0.32
  237   |  17    |   FC                            GAP          |  =     74/153   | runtime:  0.33
  239   |  17    |   FC                            GAP          |  =    239/493   | runtime:  0.27
  240   |  17    |   FC                            GAP          |  =    240/493   | runtime:  0.26
  241   |  17    |   FC                            GAP          |  =    241/493   | runtime:  0.23
  242   |  17    |   FC                            GAP          |  =    242/493   | runtime:  0.16
  243   |  17    |   FC                            GAP          |  =    233/476   | runtime:  0.27
  244   |  17    |   FC                            GAP          |  =     58/119   | runtime:  0.34
  245   |  17    |   FC                            GAP          |  =     33/68    | runtime:  0.42
  246   |  17    |   FC                            GAP          |  =    115/238   | runtime:  0.40
  247   |  17    |   FC                            GAP          |  =    247/510   | runtime:  0.30
  248   |  17    |   FC                            GAP          |  =    124/255   | runtime:  0.31
  249   |  17    |   FC                            GAP          |  =     83/170   | runtime:  0.28
  250   |  17    |   FC                            GAP          |  =     25/51    | runtime:  0.28
