---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 110          |
|               PROC verified                |
|              time limit = 660            |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  81    |  29    |   FC                                         |  =     64/145   |   0.06 
  82    |  29    |   FC                                         |  =     63/145   |   0.09 
  83    |  29    |   FC                                         |  =     62/145   |   0.16 
  84    |  29    |   FC                                         |  =     61/145   |   0.35 
  85    |  29    |   FC                                         |  =     12/29    |   0.15 
  86    |  29    |   FC                                         |  =     59/145   |   1.11 
  88    |  29    |   FC                                         |  =     88/203   |   1.09 
  89    |  29    |   FC                                         |  =     89/203   |   0.52 
  90    |  29    |   FC                                         |  =     90/203   |   0.42 
  91    |  29    |   FC                                         |  =     13/29    |   0.05 
  92    |  29    |   FC                                         |  =     92/203   |   0.08 
  93    |  29    |       INT                  MID  GAP          |  =    185/406   |   0.10 
  94    |  29    |       INT  HALF            MID  GAP          |  =     53/116   |   0.05 
  95    |  29    |   FC                                         |  =     79/174   |   0.10 
  96    |  29    |   FC                                         |  =     13/29    |   0.05 
  97    |  29    |   FC                                         |  =     77/174   |   0.53 
  98    |  29    |   FC                                         |  =     38/87    |   0.08 
  99    |  29    |   FC                                         |  =     25/58    |   0.43 
  100   |  29    |   FC                                         |  =     37/87    |   0.12 
  101   |  29    |   FC                                         |  =     73/174   |   43.33 
  102   |  29    |   FC                                         |  =     51/116   |   0.28 
  103   |  29    |   FC                                         |  =    103/232   |   11.66 
  104   |  29    |   FC                                         |  =     13/29    |   0.12 
  105   |  29    |   FC                                         |  =    105/232   |   0.89 
  106   |  29    |   FC                                         |  =     53/116   |   0.06 
  107   |  29    |   FC                                         |  =    107/232   |   0.16 
  108   |  29    |       INT  HALF            MID  GAP          |  =    161/348   |   0.07 
  109   |  29    |                            MID  GAP          |  =    349/754   |   6.35 
  110   |  29    |   FC                                         |  =     93/203   |   0.28 
  31    |  30    |                  EBM                         |  =      1/3     |   0.40 
  37    |  30    |       INT             HBM  MID  GAP          |  =     16/45    |   0.11 
  41    |  30    |   FC             EBM                         |  =      1/3     |   0.02 
  43    |  30    |   FC             EBM                         |  =      1/3     |   0.02 
  47    |  30    |   FC                                         |  =     47/120   |   0.03 
  49    |  30    |                                 GAP  TRAIN   |  =     17/42    |   0.04 
  53    |  30    |                            MID  GAP          |  =     61/150   |   0.04 
  59    |  30    |   FC                                         |  =     31/90    |   0.06 
  61    |  30    |   FC                                         |  =     61/150   |   0.05 
  67    |  30    |       INT  HALF            MID  GAP          |  =     13/30    |   0.03 
  71    |  30    |   FC                                         |  =     49/120   |   0.09 
  73    |  30    |   FC                                         |  =     47/120   |   0.13 
  77    |  30    |   FC                                         |  =     77/180   |   0.13 
  79    |  30    |   FC                                         |  =     79/180   |   0.06 
  83    |  30    |                                 GAP          |  =     29/65    |   0.16 
  89    |  30    |   FC                                         |  =     61/150   |   4.32 
  91    |  30    |   FC                                         |  =     13/30    |   0.13 
  97    |  30    |       INT  HALF            MID  GAP          |  =     41/90    |   0.05 
  101   |  30    |   FC                                         |  =     79/180   |   0.76 
  103   |  30    |   FC                                         |  =     77/180   |   19.00 
  107   |  30    |   FC                                         |  =    107/240   |   13.82 
  109   |  30    |   FC                                         |  =    109/240   |   0.64 
  32    |  31    |                  EBM  HBM       GAP          |  =     21/62    |   0.78 
  33    |  31    |                  EBM            GAP          |  =     21/62    |   0.30 
  34    |  31    |                       HBM       GAP          |  =     32/93    |   0.14 
  35    |  31    |       INT        EBM       MID               |  =     43/124   |   0.04 
  36    |  31    |       INT  HALF  EBM       MID  GAP          |  =     21/62    |   0.19 
  37    |  31    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  38    |  31    |                       HBM       GAP          |  =     11/31    |   0.45 
  39    |  31    |       INT             HBM  MID  GAP          |  =     11/31    |   0.06 
  40    |  31    |                                 GAP          |  =     65/186   |   0.10 
  41    |  31    |   FC  INT        EBM       MID  GAP          |  =     21/62    |   0.45 
  42    |  31    |   FC             EBM                         |  =      1/3     |   0.01 
  43    |  31    |   FC             EBM                         |  =      1/3     |   0.42 
  44    |  31    |   FC             EBM                         |  =      1/3     |   0.02 
  45    |  31    |   FC             EBM                         |  =      1/3     |   0.02 
  46    |  31    |   FC             EBM                         |  =      1/3     |   0.02 
  47    |  31    |   FC                                         |  =     47/124   |   0.03 
  48    |  31    |   FC                                         |  =     12/31    |   0.03 
  49    |  31    |   FC                                         |  =     49/124   |   0.02 
  50    |  31    |   FC  INT                  MID  GAP  TRAIN   |  =     25/62    |   0.19 
  51    |  31    |                            MID  GAP  TRAIN   |  =     25/62    |   0.04 
  52    |  31    |                                 GAP          |  =     89/217   |   0.04 
  53    |  31    |       INT  HALF                              |  =     49/124   |   0.02 
  54    |  31    |       INT                  MID  GAP          |  =     51/124   |   0.03 
  55    |  31    |                                 GAP          |  =    151/372   |   0.05 
  56    |  31    |   FC                                         |  =     37/93    |   0.03 
  57    |  31    |   FC                                         |  =     12/31    |   0.02 
  58    |  31    |   FC                                         |  =     35/93    |   0.04 
  59    |  31    |   FC                                         |  =     34/93    |   0.05 
  60    |  31    |   FC                                         |  =     11/31    |   0.03 
  61    |  31    |   FC                                         |  =     32/93    |   0.07 
  63    |  31    |   FC                                         |  =     63/155   |   0.05 
  64    |  31    |   FC                                         |  =     64/155   |   0.06 
  65    |  31    |   FC                                         |  =     13/31    |   0.03 
  66    |  31    |   FC                                         |  =     66/155   |   0.04 
  67    |  31    |                                 GAP  TRAIN   |  =    187/434   |   0.08 
  68    |  31    |       INT  HALF            MID  GAP  TRAIN   |  =     27/62    |   0.04 
  69    |  31    |       INT  HALF            MID  GAP          |  =    107/248   |   0.46 
  70    |  31    |       INT                  MID  GAP          |  =    148/341   |   0.06 
  71    |  31    |   FC                                         |  =     53/124   |   0.04 
  72    |  31    |   FC                                         |  =     13/31    |   0.03 
  73    |  31    |   FC                                         |  =     51/124   |   0.07 
  74    |  31    |   FC                                         |  =     25/62    |   0.04 
  75    |  31    |   FC                                         |  =     49/124   |   0.19 
  76    |  31    |   FC                                         |  =     12/31    |   0.04 
  77    |  31    |   FC                                         |  =     47/124   |   0.26 
  78    |  31    |   FC                                         |  =     13/31    |   0.04 
  79    |  31    |   FC                                         |  =     79/186   |   0.30 
  80    |  31    |   FC                                         |  =     40/93    |   0.05 
  81    |  31    |   FC                                         |  =     27/62    |   0.40 
  82    |  31    |   FC                                         |  =     41/93    |   0.05 
  83    |  31    |                                 GAP  TRAIN   |  =    318/713   |   0.17 
  84    |  31    |       INT  HALF            MID  GAP          |  =    111/248   |   0.05 
  85    |  31    |       INT  HALF            MID  GAP          |  =    139/310   |   0.05 
  86    |  31    |   FC  INT                  MID  GAP          |  =     69/155   |   0.18 
  87    |  31    |   FC                                         |  =     68/155   |   0.08 
  88    |  31    |   FC                                         |  =     67/155   |   0.12 
  89    |  31    |   FC                                         |  =     66/155   |   0.27 
  90    |  31    |   FC                                         |  =     13/31    |   0.05 
  91    |  31    |   FC                                         |  =     64/155   |   0.88 
  92    |  31    |   FC                                         |  =     63/155   |   1.54 
  94    |  31    |   FC                                         |  =     94/217   |   1.83 
  95    |  31    |   FC                                         |  =     95/217   |   0.84 
  96    |  31    |   FC                                         |  =     96/217   |   0.40 
  97    |  31    |   FC                                         |  =     97/217   |   0.22 
  98    |  31    |   FC                                         |  =     14/31    |   0.05 
  99    |  31    |                                 GAP  TRAIN   |  =    311/682   |   0.21 
  100   |  31    |       INT  HALF            MID  GAP          |  =    141/310   |   0.08 
  101   |  31    |                            MID  GAP          |  =    311/682   |   3.08 
  102   |  31    |   FC                                         |  =     14/31    |   0.05 
  103   |  31    |   FC                                         |  =     83/186   |   0.24 
  104   |  31    |   FC                                         |  =     41/93    |   0.08 
  105   |  31    |   FC                                         |  =     27/62    |   0.40 
  106   |  31    |   FC                                         |  =     40/93    |   0.12 
  107   |  31    |   FC                                         |  =     79/186   |   46.42 
  108   |  31    |   FC                                         |  =     13/31    |   0.29 
  109   |  31    |   FC                                         |  =    109/248   |   87.04 
  110   |  31    |   FC                                         |  =     55/124   |   0.30 
  33    |  32    |   FC  INT                  MID  GAP          |  =     11/32    |   0.23 
  35    |  32    |                  EBM       MID  GAP          |  =     11/32    |   0.10 
  37    |  32    |       INT  HALF  EBM       MID  GAP          |  =     11/32    |   0.08 
  39    |  32    |       INT  HALF  EBM       MID  GAP          |  =     23/64    |   0.06 
  41    |  32    |                                 GAP          |  =      7/20    |   0.06 
  43    |  32    |   FC             EBM                         |  =      1/3     |   0.01 
  45    |  32    |   FC             EBM                         |  =      1/3     |   0.02 
  47    |  32    |   FC             EBM                         |  =      1/3     |   0.02 
  49    |  32    |   FC                                         |  =     49/128   |   0.02 
  51    |  32    |   FC                                         |  =     51/128   |   0.03 
  53    |  32    |       INT                  MID  GAP          |  =     13/32    |   0.04 
  55    |  32    |       INT  HALF            MID  GAP          |  =     13/32    |   0.03 
  57    |  32    |   FC  INT                  MID  GAP          |  =     13/32    |   0.06 
  59    |  32    |   FC                                         |  =     37/96    |   0.04 
  61    |  32    |   FC                                         |  =     35/96    |   0.04 
  63    |  32    |   FC                                         |  =     11/32    |   0.03 
  65    |  32    |   FC                                         |  =     13/32    |   0.03 
  67    |  32    |   FC                                         |  =     67/160   |   0.04 
  69    |  32    |                                      TRAIN   |  =     31/72    |   0.08 
  71    |  32    |       INT  HALF                              |  =     41/96    |   0.02 
  73    |  32    |   FC  INT                  MID  GAP          |  =     55/128   |   0.25 
  75    |  32    |   FC                                         |  =     53/128   |   0.07 
  77    |  32    |   FC                                         |  =     51/128   |   0.12 
  79    |  32    |   FC                                         |  =     49/128   |   0.53 
  81    |  32    |   FC                                         |  =     27/64    |   0.05 
  83    |  32    |   FC                                         |  =     83/192   |   0.12 
  85    |  32    |   FC                                         |  =     85/192   |   0.06 
  87    |  32    |       INT  HALF            MID  GAP          |  =     57/128   |   0.05 
  89    |  32    |   FC                                         |  =     71/160   |   0.07 
  91    |  32    |   FC                                         |  =     69/160   |   0.22 
  93    |  32    |   FC                                         |  =     67/160   |   0.89 
  95    |  32    |   FC                                         |  =     13/32    |   0.06 
  97    |  32    |   FC                                         |  =     97/224   |   2.22 
  99    |  32    |   FC                                         |  =     99/224   |   0.63 
  101   |  32    |   FC                                         |  =    101/224   |   0.14 
  103   |  32    |       INT  HALF            MID  GAP          |  =     73/160   |   0.07 
  105   |  32    |   FC                                         |  =     29/64    |   0.05 
  107   |  32    |   FC                                         |  =     85/192   |   1.35 
  109   |  32    |   FC                                         |  =     83/192   |   5.86 
  34    |  33    |                  EBM                         |  =      1/3     |   0.02 
  35    |  33    |                  EBM  HBM       GAP          |  =     15/44    |   0.36 
  37    |  33    |       INT        EBM                         |  =      1/3     |   0.01 
  38    |  33    |                                 GAP          |  =     34/99    |   0.08 
  40    |  33    |       INT  HALF  EBM       MID  GAP          |  =     47/132   |   0.04 
  41    |  33    |       INT             HBM  MID  GAP          |  =     34/99    |   0.05 
  43    |  33    |                                 GAP          |  =     91/264   |   0.09 
  46    |  33    |   FC             EBM                         |  =      1/3     |   0.02 
  47    |  33    |   FC             EBM                         |  =      1/3     |   0.02 
  49    |  33    |   FC             EBM                         |  =      1/3     |   0.02 
  50    |  33    |   FC                                         |  =     25/66    |   0.03 
  52    |  33    |   FC                                         |  =     13/33    |   0.03 
  53    |  33    |   FC  INT                  MID  GAP  TRAIN   |  =     53/132   |   0.78 
  56    |  33    |       INT  HALF            MID  GAP          |  =     53/132   |   0.04 
  58    |  33    |       INT                  MID  GAP          |  =      9/22    |   0.04 
  59    |  33    |                                 GAP          |  =    293/726   |   0.19 
  61    |  33    |   FC                                         |  =     38/99    |   0.04 
  62    |  33    |   FC                                         |  =     37/99    |   0.06 
  64    |  33    |   FC                                         |  =     35/99    |   0.07 
  65    |  33    |   FC                                         |  =     34/99    |   0.06 
  67    |  33    |   FC                                         |  =     67/165   |   0.06 
  68    |  33    |   FC                                         |  =     68/165   |   0.06 
  70    |  33    |   FC                                         |  =     14/33    |   0.03 
  71    |  33    |                                 GAP  TRAIN   |  =    123/286   |   0.28 
  73    |  33    |       INT  HALF            MID  GAP          |  =     85/198   |   0.05 
  74    |  33    |       INT  HALF            MID  GAP          |  =    115/264   |   0.05 
  76    |  33    |   FC                                         |  =     14/33    |   0.04 
  79    |  33    |   FC                                         |  =     53/132   |   0.15 
  80    |  33    |   FC                                         |  =     13/33    |   0.05 
  82    |  33    |   FC                                         |  =     25/66    |   0.05 
  83    |  33    |   FC                                         |  =     83/198   |   0.58 
  85    |  33    |   FC                                         |  =     85/198   |   0.31 
  86    |  33    |   FC                                         |  =     43/99    |   0.05 
  89    |  33    |       INT                  MID  GAP          |  =     54/121   |   0.07 
  91    |  33    |                            MID  GAP          |  =    197/440   |   4.33 
  92    |  33    |   FC                                         |  =     73/165   |   0.10 
  94    |  33    |   FC                                         |  =     71/165   |   0.19 
  95    |  33    |   FC                                         |  =     14/33    |   0.05 
  97    |  33    |   FC                                         |  =     68/165   |   1.42 
  98    |  33    |   FC                                         |  =     67/165   |   2.36 
  100   |  33    |   FC                                         |  =    100/231   |   2.42 
  101   |  33    |   FC                                         |  =    101/231   |   1.45 
  103   |  33    |   FC                                         |  =    103/231   |   0.47 
  104   |  33    |   FC                                         |  =    104/231   |   0.16 
  106   |  33    |       INT  HALF            MID  GAP          |  =    151/330   |   0.06 
  107   |  33    |       INT  HALF            MID  GAP          |  =    181/396   |   0.07 
  109   |  33    |   FC                                         |  =     89/198   |   0.23 
  35    |  34    |                  EBM  HBM       GAP          |  =     23/68    |   0.81 
  37    |  34    |                  EBM                         |  =      1/3     |   0.04 
  39    |  34    |                                 GAP          |  =     47/136   |   0.12 
  41    |  34    |       INT  HALF  EBM       MID  GAP          |  =      6/17    |   0.04 
  43    |  34    |                            MID  GAP          |  =      6/17    |   0.05 
  45    |  34    |   FC  INT        EBM       MID  GAP          |  =     23/68    |   0.60 
  47    |  34    |   FC             EBM                         |  =      1/3     |   0.03 
  49    |  34    |   FC             EBM                         |  =      1/3     |   0.19 
  53    |  34    |   FC                                         |  =     53/136   |   0.06 
  55    |  34    |                                 GAP  TRAIN   |  =    151/374   |   0.18 
  57    |  34    |       INT  HALF            MID  GAP  TRAIN   |  =      7/17    |   0.04 
  59    |  34    |       INT  HALF            MID  GAP          |  =      7/17    |   0.04 
  61    |  34    |   FC  INT                  MID  GAP          |  =     41/102   |   0.54 
  63    |  34    |   FC                                         |  =     13/34    |   0.03 
  65    |  34    |   FC                                         |  =     37/102   |   0.15 
  67    |  34    |   FC                                         |  =     35/102   |   0.08 
  69    |  34    |   FC                                         |  =     69/170   |   0.07 
  71    |  34    |   FC                                         |  =     71/170   |   0.05 
  73    |  34    |   FC  INT                  MID  GAP  TRAIN   |  =     73/170   |   0.37 
  75    |  34    |       INT  HALF            MID  GAP          |  =     22/51    |   0.05 
  77    |  34    |                            MID  GAP          |  =    103/238   |   0.40 
  79    |  34    |   FC                                         |  =     57/136   |   0.07 
  81    |  34    |   FC                                         |  =     55/136   |   0.16 
  83    |  34    |   FC                                         |  =     53/136   |   0.54 
  87    |  34    |   FC                                         |  =     29/68    |   0.05 
  89    |  34    |   FC                                         |  =     89/204   |   0.21 
  91    |  34    |                                      TRAIN   |  =    197/442   |   0.26 
  93    |  34    |       INT  HALF            MID  GAP          |  =     38/85    |   0.06 
  95    |  34    |   FC                                         |  =     15/34    |   0.05 
  97    |  34    |   FC                                         |  =     73/170   |   0.24 
  99    |  34    |   FC                                         |  =     71/170   |   2.13 
  101   |  34    |   FC                                         |  =     69/170   |   13.66 
  103   |  34    |   FC                                         |  =    103/238   |   3.43 
  105   |  34    |   FC                                         |  =     15/34    |   0.08 
  107   |  34    |   FC                                         |  =    107/238   |   0.25 
  109   |  34    |       INT                  MID  GAP          |  =     31/68    |   0.09 
  36    |  35    |   FC  INT                  MID  GAP          |  =     12/35    |   0.31 
  37    |  35    |                  EBM                         |  =      1/3     |   0.01 
  38    |  35    |                  EBM                         |  =      1/3     |   0.37 
  39    |  35    |       INT        EBM                         |  =      1/3     |   0.02 
  41    |  35    |       INT  HALF  EBM                         |  =      1/3     |   0.02 
  43    |  35    |                       HBM       GAP          |  =      5/14    |   0.05 
  44    |  35    |       INT             HBM  MID  GAP          |  =     62/175   |   0.05 
  46    |  35    |   FC  INT        EBM       MID  GAP          |  =     12/35    |   0.13 
  47    |  35    |   FC             EBM                         |  =      1/3     |   0.02 
  48    |  35    |   FC             EBM                         |  =      1/3     |   0.02 
  51    |  35    |   FC             EBM                         |  =      1/3     |   0.02 
  52    |  35    |   FC             EBM                         |  =      1/3     |   0.03 
  53    |  35    |   FC                                         |  =     53/140   |   0.03 
  54    |  35    |   FC                                         |  =     27/70    |   0.03 
  57    |  35    |                                 GAP  TRAIN   |  =    113/280   |   0.06 
  58    |  35    |       INT                  MID  GAP          |  =     71/175   |   0.04 
  59    |  35    |       INT  HALF            MID  GAP          |  =     57/140   |   0.04 
  61    |  35    |       INT                  MID  GAP          |  =     23/56    |   0.04 
  62    |  35    |                                 GAP          |  =     57/140   |   0.05 
  64    |  35    |   FC                                         |  =     41/105   |   0.04 
  66    |  35    |   FC                                         |  =     13/35    |   0.03 
  67    |  35    |   FC                                         |  =     38/105   |   0.06 
  68    |  35    |   FC                                         |  =     37/105   |   0.06 
  69    |  35    |   FC                                         |  =     12/35    |   0.03 
  71    |  35    |   FC                                         |  =     71/175   |   0.07 
  72    |  35    |   FC                                         |  =     72/175   |   0.07 
  73    |  35    |   FC                                         |  =     73/175   |   0.05 
  74    |  35    |   FC                                         |  =     74/175   |   0.05 
  76    |  35    |                            MID  GAP  TRAIN   |  =    151/350   |   0.06 
  78    |  35    |       INT  HALF            MID  GAP          |  =    121/280   |   0.06 
  79    |  35    |       INT                  MID  GAP          |  =    167/385   |   0.06 
  81    |  35    |   FC                                         |  =     59/140   |   0.06 
  82    |  35    |   FC                                         |  =     29/70    |   0.05 
  83    |  35    |   FC                                         |  =     57/140   |   0.11 
  86    |  35    |   FC                                         |  =     27/70    |   0.06 
  87    |  35    |   FC                                         |  =     53/140   |   0.50 
  88    |  35    |   FC                                         |  =     44/105   |   0.10 
  89    |  35    |   FC                                         |  =     89/210   |   0.31 
  92    |  35    |   FC                                         |  =     46/105   |   0.05 
  93    |  35    |   FC                                         |  =     31/70    |   0.06 
  94    |  35    |                            MID  GAP  TRAIN   |  =    219/490   |   0.13 
  96    |  35    |       INT  HALF            MID  GAP          |  =    157/350   |   0.15 
  97    |  35    |                                 GAP          |  =    131/294   |   35.01 
  99    |  35    |   FC                                         |  =     76/175   |   0.17 
  101   |  35    |   FC                                         |  =     74/175   |   0.58 
  102   |  35    |   FC                                         |  =     73/175   |   1.42 
  103   |  35    |   FC                                         |  =     72/175   |   2.02 
  104   |  35    |   FC                                         |  =     71/175   |   3.28 
  106   |  35    |   FC                                         |  =    106/245   |   3.76 
  107   |  35    |   FC                                         |  =    107/245   |   1.96 
  108   |  35    |   FC                                         |  =    108/245   |   1.02 
  109   |  35    |   FC                                         |  =    109/245   |   0.54 
  37    |  36    |                  EBM                         |  =      1/3     |   0.01 
  41    |  36    |                       HBM       GAP          |  =     37/108   |   0.30 
  43    |  36    |       INT  HALF  EBM                         |  =      1/3     |   0.03 
  47    |  36    |                                 GAP          |  =     31/90    |   0.14 
  49    |  36    |   FC             EBM                         |  =      1/3     |   0.02 
  53    |  36    |   FC             EBM                         |  =      1/3     |   0.02 
  55    |  36    |   FC                                         |  =     55/144   |   0.03 
  59    |  36    |                            MID  GAP  TRAIN   |  =     11/27    |   0.06 
  61    |  36    |       INT  HALF            MID  GAP          |  =     29/72    |   0.04 
  65    |  36    |   FC                                         |  =     43/108   |   0.03 
  67    |  36    |   FC                                         |  =     41/108   |   0.05 
  71    |  36    |   FC                                         |  =     37/108   |   0.09 
  73    |  36    |   FC                                         |  =     73/180   |   0.07 
  77    |  36    |   FC                                         |  =     77/180   |   0.42 
  79    |  36    |       INT  HALF            MID  GAP          |  =     47/108   |   0.06 
  83    |  36    |   FC                                         |  =     61/144   |   0.06 
  85    |  36    |   FC                                         |  =     59/144   |   0.16 
  89    |  36    |   FC                                         |  =     55/144   |   0.37 
  91    |  36    |   FC                                         |  =     91/216   |   2.02 
  95    |  36    |   FC                                         |  =     95/216   |   0.10 
  97    |  36    |       INT                  MID  GAP          |  =     59/132   |   0.30 
  101   |  36    |   FC                                         |  =     79/180   |   0.15 
  103   |  36    |   FC                                         |  =     77/180   |   0.59 
  107   |  36    |   FC                                         |  =     73/180   |   20.32 
  109   |  36    |   FC                                         |  =    109/252   |   17.12 
  38    |  37    |                  EBM  HBM       GAP          |  =     25/74    |   1.09 
  39    |  37    |                  EBM            GAP          |  =     25/74    |   0.44 
  40    |  37    |                  EBM       MID  GAP          |  =     25/74    |   0.32 
  41    |  37    |       INT        EBM       MID  GAP          |  =     25/74    |   0.28 
  42    |  37    |       INT        EBM  HBM  MID               |  =     13/37    |   0.06 
  43    |  37    |       INT  HALF  EBM       MID  GAP          |  =     25/74    |   0.29 
  44    |  37    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  45    |  37    |       INT  HALF  EBM       MID  GAP          |  =     53/148   |   0.13 
  46    |  37    |       INT             HBM  MID  GAP          |  =     38/111   |   0.05 
  47    |  37    |                            MID  GAP          |  =     51/148   |   0.05 
  48    |  37    |                                 GAP          |  =     90/259   |   0.21 
  49    |  37    |   FC  INT        EBM       MID  GAP          |  =     25/74    |   0.80 
  50    |  37    |   FC             EBM                         |  =      1/3     |   0.02 
  51    |  37    |   FC             EBM                         |  =      1/3     |   0.03 
  52    |  37    |   FC             EBM                         |  =      1/3     |   0.02 
  53    |  37    |   FC             EBM                         |  =      1/3     |   0.02 
  54    |  37    |   FC             EBM                         |  =      1/3     |   0.02 
  55    |  37    |   FC             EBM                         |  =      1/3     |   0.03 
  56    |  37    |   FC                                         |  =     14/37    |   0.02 
  57    |  37    |   FC                                         |  =     57/148   |   0.04 
  58    |  37    |   FC                                         |  =     29/74    |   0.03 
  59    |  37    |   FC                                         |  =     59/148   |   0.03 
  60    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     15/37    |   0.07 
  61    |  37    |                            MID  GAP          |  =    181/444   |   0.05 
  62    |  37    |                                 GAP          |  =     91/222   |   0.05 
  63    |  37    |       INT  HALF                              |  =     59/148   |   0.02 
  64    |  37    |       INT  HALF            MID  GAP          |  =     91/222   |   0.04 
  65    |  37    |       INT                  MID  GAP          |  =    121/296   |   0.05 
  66    |  37    |   FC  INT                  MID  GAP          |  =     15/37    |   0.07 
  67    |  37    |   FC                                         |  =     44/111   |   0.04 
  68    |  37    |   FC                                         |  =     43/111   |   0.04 
  69    |  37    |   FC                                         |  =     14/37    |   0.03 
  70    |  37    |   FC                                         |  =     41/111   |   0.06 
  71    |  37    |   FC                                         |  =     40/111   |   0.06 
  72    |  37    |   FC                                         |  =     13/37    |   0.03 
  73    |  37    |   FC                                         |  =     38/111   |   0.09 
  75    |  37    |   FC                                         |  =     15/37    |   0.04 
  76    |  37    |   FC                                         |  =     76/185   |   0.08 
  77    |  37    |   FC                                         |  =     77/185   |   0.07 
  78    |  37    |   FC                                         |  =     78/185   |   0.06 
  79    |  37    |   FC                                         |  =     79/185   |   0.05 
  80    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     16/37    |   0.07 
  81    |  37    |       INT                  MID  GAP          |  =    257/592   |   0.06 
  82    |  37    |       INT  HALF                              |  =     95/222   |   0.05 
  83    |  37    |                                 GAP          |  =    419/962   |   0.05 
  84    |  37    |   FC  INT                  MID  GAP          |  =     16/37    |   0.07 
  85    |  37    |   FC                                         |  =     63/148   |   0.06 
  86    |  37    |   FC                                         |  =     31/74    |   0.05 
  87    |  37    |   FC                                         |  =     61/148   |   0.12 
  88    |  37    |   FC                                         |  =     15/37    |   0.05 
  89    |  37    |   FC                                         |  =     59/148   |   0.25 
  90    |  37    |   FC                                         |  =     29/74    |   0.06 
  91    |  37    |   FC                                         |  =     57/148   |   2.55 
  92    |  37    |   FC                                         |  =     14/37    |   0.07 
  93    |  37    |   FC                                         |  =     31/74    |   0.06 
  94    |  37    |   FC                                         |  =     47/111   |   0.09 
  95    |  37    |   FC                                         |  =     95/222   |   1.61 
  96    |  37    |   FC                                         |  =     16/37    |   0.46 
  97    |  37    |   FC                                         |  =     97/222   |   0.15 
  98    |  37    |   FC                                         |  =     49/111   |   0.05 
  99    |  37    |   FC  INT                  MID  GAP  TRAIN   |  =     33/74    |   0.47 
  100   |  37    |       INT                  MID  GAP          |  =     83/185   |   0.07 
  101   |  37    |       INT  HALF            MID  GAP          |  =     33/74    |   0.27 
  102   |  37    |       INT                  MID  GAP          |  =    116/259   |   0.08 
  103   |  37    |   FC                                         |  =     82/185   |   0.12 
  104   |  37    |   FC                                         |  =     81/185   |   0.16 
  105   |  37    |   FC                                         |  =     16/37    |   0.06 
  106   |  37    |   FC                                         |  =     79/185   |   0.48 
  107   |  37    |   FC                                         |  =     78/185   |   0.96 
  108   |  37    |   FC                                         |  =     77/185   |   4.25 
  109   |  37    |   FC                                         |  =     76/185   |   3.24 
  110   |  37    |   FC                                         |  =     15/37    |   0.06 
  39    |  38    |   FC  INT                  MID  GAP          |  =     13/38    |   0.39 
  41    |  38    |                  EBM  HBM  MID  GAP          |  =     13/38    |   0.12 
  43    |  38    |       INT        EBM       MID               |  =     53/152   |   0.20 
  45    |  38    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  47    |  38    |       INT             HBM  MID  GAP          |  =     20/57    |   0.05 
  49    |  38    |                                 GAP          |  =     93/266   |   0.14 
  51    |  38    |   FC             EBM                         |  =      1/3     |   0.02 
  53    |  38    |   FC             EBM                         |  =      1/3     |   0.02 
  55    |  38    |   FC             EBM                         |  =      1/3     |   0.03 
  59    |  38    |   FC                                         |  =     59/152   |   0.04 
  61    |  38    |   FC  INT                  MID  GAP  TRAIN   |  =     61/152   |   1.49 
  63    |  38    |       INT                  MID  GAP          |  =     77/190   |   0.05 
  65    |  38    |       INT  HALF                              |  =     15/38    |   0.02 
  67    |  38    |                            MID  GAP          |  =     31/76    |   0.05 
  69    |  38    |   FC                                         |  =     15/38    |   0.04 
  71    |  38    |   FC                                         |  =     43/114   |   0.05 
  73    |  38    |   FC                                         |  =     41/114   |   0.07 
  75    |  38    |   FC                                         |  =     13/38    |   0.04 
  77    |  38    |   FC                                         |  =     77/190   |   0.10 
  79    |  38    |   FC                                         |  =     79/190   |   0.08 
  81    |  38    |   FC                                         |  =     81/190   |   0.06 
  83    |  38    |       INT                  MID  GAP          |  =    131/304   |   0.07 
  85    |  38    |       INT  HALF            MID  GAP          |  =     33/76    |   0.06 
  87    |  38    |   FC                                         |  =     65/152   |   0.06 
  89    |  38    |   FC                                         |  =     63/152   |   0.12 
  91    |  38    |   FC                                         |  =     61/152   |   0.26 
  93    |  38    |   FC                                         |  =     59/152   |   1.91 
  97    |  38    |   FC                                         |  =     97/228   |   1.34 
  99    |  38    |   FC                                         |  =     33/76    |   0.06 
  101   |  38    |   FC                                         |  =    101/228   |   0.10 
  103   |  38    |       INT  HALF            MID  GAP          |  =     17/38    |   0.07 
  105   |  38    |   FC  INT                  MID  GAP          |  =     17/38    |   0.07 
  107   |  38    |   FC                                         |  =     83/190   |   0.21 
  109   |  38    |   FC                                         |  =     81/190   |   2.23 
  40    |  39    |                  EBM                         |  =      1/3     |   0.03 
  41    |  39    |                  EBM  HBM                    |  =     53/156   |   0.59 
  43    |  39    |                                 GAP          |  =     53/156   |   0.10 
  44    |  39    |       INT        EBM       MID               |  =      9/26    |   0.13 
  46    |  39    |       INT  HALF  EBM                         |  =      1/3     |   0.02 
