---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 110          |
|               PROC verified                |
|              time limit = 660            |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  22    |  17    |   FC  INT        EBM       MID  GAP          |  =      6/17    |   0.04 
  23    |  17    |   FC             EBM                         |  =      1/3     |   0.01 
  24    |  17    |   FC             EBM                         |  =      1/3     |   0.01 
  25    |  17    |   FC             EBM                         |  =      1/3     |   0.02 
  26    |  17    |   FC                                         |  =     13/34    |   0.02 
  27    |  17    |   FC                                         |  =     27/68    |   0.02 
  28    |  17    |   FC  INT                  MID  GAP  TRAIN   |  =      7/17    |   0.02 
  29    |  17    |       INT  HALF                              |  =     27/68    |   0.01 
  30    |  17    |   FC  INT                  MID  GAP          |  =      7/17    |   0.02 
  31    |  17    |   FC                                         |  =     20/51    |   0.02 
  32    |  17    |   FC                                         |  =     19/51    |   0.02 
  33    |  17    |   FC                                         |  =      6/17    |   0.02 
  35    |  17    |   FC                                         |  =      7/17    |   0.02 
  36    |  17    |   FC                                         |  =     36/85    |   0.02 
  37    |  17    |       INT                  MID  GAP          |  =     59/136   |   0.03 
  38    |  17    |       INT  HALF            MID  GAP          |  =     59/136   |   0.02 
  39    |  17    |   FC                                         |  =     29/68    |   0.02 
  40    |  17    |   FC                                         |  =      7/17    |   0.02 
  41    |  17    |   FC                                         |  =     27/68    |   0.04 
  42    |  17    |   FC                                         |  =     13/34    |   0.03 
  43    |  17    |   FC                                         |  =     43/102   |   0.05 
  44    |  17    |   FC                                         |  =     22/51    |   0.03 
  45    |  17    |   FC                                         |  =     15/34    |   0.02 
  46    |  17    |       INT  HALF            MID  GAP          |  =     61/136   |   0.03 
  47    |  17    |                                 GAP          |  =    167/374   |   0.09 
  48    |  17    |   FC                                         |  =     37/85    |   0.04 
  49    |  17    |   FC                                         |  =     36/85    |   0.05 
  50    |  17    |   FC                                         |  =      7/17    |   0.03 
  52    |  17    |   FC                                         |  =     52/119   |   0.07 
  53    |  17    |   FC                                         |  =     53/119   |   0.04 
  54    |  17    |   FC                                         |  =     54/119   |   0.02 
  55    |  17    |       INT  HALF            MID  GAP          |  =     31/68    |   0.03 
  56    |  17    |   FC                                         |  =     23/51    |   0.02 
  57    |  17    |   FC                                         |  =     15/34    |   0.03 
  58    |  17    |   FC                                         |  =     22/51    |   0.03 
  59    |  17    |   FC                                         |  =     43/102   |   0.24 
  60    |  17    |   FC                                         |  =     15/34    |   0.03 
  61    |  17    |   FC                                         |  =     61/136   |   0.13 
  62    |  17    |   FC                                         |  =     31/68    |   0.03 
  63    |  17    |                            MID  GAP  TRAIN   |  =    173/374   |   0.47 
  64    |  17    |   FC  INT                  MID  GAP          |  =     55/119   |   0.04 
  65    |  17    |   FC                                         |  =     54/119   |   0.06 
  66    |  17    |   FC                                         |  =     53/119   |   0.15 
  67    |  17    |   FC                                         |  =     52/119   |   0.49 
  69    |  17    |   FC                                         |  =     23/51    |   0.03 
  70    |  17    |   FC                                         |  =     70/153   |   0.24 
  71    |  17    |   FC                                         |  =     71/153   |   0.06 
  72    |  17    |   FC                       MID               |  =      8/17    |   0.03 
  73    |  17    |   FC                                         |  =     63/136   |   0.05 
  74    |  17    |   FC                                         |  =     31/68    |   0.04 
  75    |  17    |   FC                                         |  =     61/136   |   1.55 
  76    |  17    |   FC                                         |  =     15/34    |   0.05 
  77    |  17    |   FC                                         |  =     77/170   |   5.38 
  78    |  17    |   FC                                         |  =     39/85    |   0.05 
  79    |  17    |   FC                                         |  =     79/170   |   0.34 
  80    |  17    |   FC                                         |  =      8/17    |   0.02 
  81    |  17    |   FC                                         |  =      8/17    |   0.02 
  82    |  17    |   FC                                         |  =     71/153   |   0.14 
  83    |  17    |   FC                                         |  =     70/153   |   1.95 
  84    |  17    |   FC                                         |  =     23/51    |   0.07 
  86    |  17    |   FC                                         |  =     86/187   |   5.12 
  87    |  17    |   FC                                         |  =     87/187   |   0.81 
  88    |  17    |   FC                                         |  =      8/17    |   0.03 
  89    |  17    |       INT  HALF            MID  GAP          |  =    145/306   |   0.07 
  90    |  17    |   FC                                         |  =      8/17    |   0.03 
  91    |  17    |   FC                                         |  =     79/170   |   0.73 
  92    |  17    |   FC                                         |  =     39/85    |   0.08 
  93    |  17    |   FC                                         |  =     77/170   |   109.94 
  94    |  17    |   FC                                         |  =     47/102   |   0.13 
  95    |  17    |   FC                                         |  =     95/204   |   10.64 
  96    |  17    |   FC                                         |  =      8/17    |   0.08 
  97    |  17    |   FC                                         |  =     97/204   |   0.24 
  98    |  17    |   FC                                         |  =     89/187   |   0.16 
  99    |  17    |   FC                                         |  =      8/17    |   0.05 
  100   |  17    |   FC                                         |  =     87/187   |   6.61 
  101   |  17    |   FC                                         |  =     86/187   |   92.60 
  103   |  17    |   FC                                         |  =    103/221   |   454.44 
  104   |  17    |   FC                                         |  =      8/17    |   0.13 
  105   |  17    |   FC                                         |  =    105/221   |   0.73 
  106   |  17    |       INT  HALF            MID  GAP          |  =    179/374   |   0.07 
  107   |  17    |   FC                                         |  =     97/204   |   0.47 
  108   |  17    |   FC                                         |  =      8/17    |   0.06 
  109   |  17    |   FC                                         |  =     95/204   |   152.70 
  110   |  17    |   FC                                         |  =     47/102   |   0.25 
  19    |  18    |                  EBM                         |  =      1/3     |   0.19 
  23    |  18    |                            MID  GAP          |  =     19/54    |   0.04 
  25    |  18    |   FC             EBM                         |  =      1/3     |   0.01 
  29    |  18    |   FC  INT                  MID  GAP  TRAIN   |  =     29/72    |   0.06 
  31    |  18    |       INT  HALF            MID  GAP          |  =     11/27    |   0.02 
  35    |  18    |   FC                                         |  =     19/54    |   0.02 
  37    |  18    |   FC                                         |  =     37/90    |   0.02 
  41    |  18    |   FC  INT                  MID  GAP          |  =     31/72    |   0.04 
  43    |  18    |   FC                                         |  =     29/72    |   0.03 
  47    |  18    |   FC                                         |  =     47/108   |   0.03 
  49    |  18    |       INT  HALF            MID               |  =      4/9     |   0.01 
  53    |  18    |   FC                                         |  =     37/90    |   0.11 
  55    |  18    |   FC                                         |  =     55/126   |   0.09 
  59    |  18    |   FC                                         |  =     49/108   |   0.03 
  61    |  18    |   FC                                         |  =     47/108   |   0.09 
  65    |  18    |   FC                                         |  =     65/144   |   0.10 
  67    |  18    |       INT  HALF            MID  GAP          |  =     25/54    |   0.03 
  71    |  18    |   FC                                         |  =     55/126   |   0.86 
  73    |  18    |   FC                                         |  =     73/162   |   1.17 
  77    |  18    |   FC                                         |  =     67/144   |   0.08 
  79    |  18    |   FC                                         |  =     65/144   |   1.28 
  83    |  18    |   FC                                         |  =     83/180   |   0.73 
  85    |  18    |   FC  INT  HALF            MID  GAP          |  =     17/36    |   0.05 
  89    |  18    |   FC                                         |  =     73/162   |   19.10 
  91    |  18    |   FC                                         |  =     91/198   |   22.08 
  95    |  18    |   FC                                         |  =     17/36    |   0.03 
  97    |  18    |   FC                                         |  =     83/180   |   6.94 
  101   |  18    |   FC                                         |  =    101/216   |   8.04 
  103   |  18    |                            MID  GAP  TRAIN   |  =    163/342   |   0.25 
  107   |  18    |   FC                                         |  =     91/198   |   464.32 
  109   |  18    |   FC                                         |  =    109/234   |   524.95 
  20    |  19    |                  EBM  HBM       GAP          |  =     13/38    |   0.39 
  21    |  19    |       INT        EBM       MID  GAP          |  =     13/38    |   0.07 
  22    |  19    |       INT  HALF  EBM       MID  GAP          |  =     13/38    |   0.06 
  23    |  19    |       INT  HALF  EBM       MID  GAP          |  =     27/76    |   0.03 
  24    |  19    |                            MID  GAP          |  =     27/76    |   0.05 
  25    |  19    |   FC  INT        EBM       MID  GAP          |  =     13/38    |   0.11 
  26    |  19    |   FC             EBM                         |  =      1/3     |   0.01 
  27    |  19    |   FC             EBM                         |  =      1/3     |   0.02 
  28    |  19    |   FC             EBM                         |  =      1/3     |   0.02 
  29    |  19    |   FC                                         |  =     29/76    |   0.02 
  30    |  19    |   FC                                         |  =     15/38    |   0.02 
  31    |  19    |                                 GAP  TRAIN   |  =     54/133   |   0.04 
  32    |  19    |       INT  HALF            MID  GAP          |  =     31/76    |   0.02 
  33    |  19    |       INT  HALF            MID  GAP          |  =     47/114   |   0.02 
  34    |  19    |   FC  INT                  MID  GAP          |  =     23/57    |   0.09 
  35    |  19    |   FC                                         |  =     22/57    |   0.02 
  36    |  19    |   FC                                         |  =      7/19    |   0.02 
  37    |  19    |   FC                                         |  =     20/57    |   0.03 
  39    |  19    |   FC                                         |  =     39/95    |   0.03 
  40    |  19    |   FC                                         |  =      8/19    |   0.02 
  41    |  19    |                                 GAP  TRAIN   |  =    131/304   |   0.05 
  42    |  19    |       INT  HALF            MID  GAP          |  =     49/114   |   0.02 
  43    |  19    |                            MID  GAP          |  =    115/266   |   0.04 
  44    |  19    |   FC                                         |  =      8/19    |   0.02 
  45    |  19    |   FC                                         |  =     31/76    |   0.04 
  46    |  19    |   FC                                         |  =     15/38    |   0.03 
  47    |  19    |   FC                                         |  =     29/76    |   0.05 
  48    |  19    |   FC                                         |  =      8/19    |   0.03 
  49    |  19    |   FC                                         |  =     49/114   |   0.04 
  50    |  19    |   FC                                         |  =     25/57    |   0.02 
  51    |  19    |   FC  INT                  MID  GAP  TRAIN   |  =     17/38    |   0.05 
  52    |  19    |       INT  HALF            MID  GAP          |  =     17/38    |   0.03 
  53    |  19    |   FC                                         |  =     42/95    |   0.03 
  54    |  19    |   FC                                         |  =     41/95    |   0.04 
  55    |  19    |   FC                                         |  =      8/19    |   0.02 
  56    |  19    |   FC                                         |  =     39/95    |   0.11 
  58    |  19    |   FC                                         |  =     58/133   |   0.10 
  59    |  19    |   FC                                         |  =     59/133   |   0.05 
  60    |  19    |   FC                                         |  =     60/133   |   0.03 
  61    |  19    |       INT                  MID  GAP          |  =    313/684   |   0.04 
  62    |  19    |   FC  INT                  MID  GAP          |  =     26/57    |   0.04 
  63    |  19    |   FC                                         |  =     17/38    |   0.03 
  64    |  19    |   FC                                         |  =     25/57    |   0.03 
  65    |  19    |   FC                                         |  =     49/114   |   0.20 
  66    |  19    |   FC                                         |  =      8/19    |   0.04 
  67    |  19    |   FC                                         |  =     67/152   |   1.34 
  68    |  19    |   FC                                         |  =     17/38    |   0.03 
  69    |  19    |   FC                                         |  =     69/152   |   0.09 
  70    |  19    |   FC                                         |  =     35/76    |   0.03 
  71    |  19    |       INT  HALF            MID  GAP          |  =    123/266   |   0.44 
  72    |  19    |   FC                                         |  =     61/133   |   0.06 
  73    |  19    |   FC                                         |  =     60/133   |   0.14 
  74    |  19    |   FC                                         |  =     59/133   |   0.41 
  75    |  19    |   FC                                         |  =     58/133   |   5.35 
  77    |  19    |   FC                                         |  =     77/171   |   1.34 
  78    |  19    |   FC                                         |  =     26/57    |   0.06 
  79    |  19    |   FC                                         |  =     79/171   |   0.10 
  80    |  19    |                            MID  GAP  TRAIN   |  =    231/494   |   0.41 
  81    |  19    |   FC  INT                  MID  GAP          |  =     71/152   |   0.06 
  82    |  19    |   FC                                         |  =     35/76    |   0.21 
  83    |  19    |   FC                                         |  =     69/152   |   0.55 
  84    |  19    |   FC                                         |  =     17/38    |   0.48 
  85    |  19    |   FC                                         |  =     67/152   |   17.54 
  86    |  19    |   FC                                         |  =     43/95    |   0.15 
  87    |  19    |   FC                                         |  =     87/190   |   3.24 
  88    |  19    |   FC                                         |  =     44/95    |   0.05 
  89    |  19    |   FC                                         |  =     89/190   |   0.17 
  90    |  19    |   FC                       MID               |  =      9/19    |   0.04 
  91    |  19    |   FC                                         |  =     80/171   |   0.13 
  92    |  19    |   FC                                         |  =     79/171   |   0.42 
  93    |  19    |   FC                                         |  =     26/57    |   0.06 
  94    |  19    |   FC                                         |  =     77/171   |   29.99 
  96    |  19    |   FC                                         |  =     96/209   |   109.08 
  97    |  19    |   FC                                         |  =     97/209   |   3.00 
  98    |  19    |   FC                                         |  =     98/209   |   0.38 
  99    |  19    |   FC                                         |  =      9/19    |   0.03 
  100   |  19    |   FC                                         |  =      9/19    |   0.34 
  101   |  19    |   FC                                         |  =     89/190   |   0.41 
  102   |  19    |   FC                                         |  =     44/95    |   0.07 
  103   |  19    |   FC                                         |  =     87/190   |   75.93 
  104   |  19    |   FC                                         |  =     43/95    |   0.38 
  105   |  19    |   FC                                         |  =     35/76    |   0.09 
  106   |  19    |   FC                                         |  =     53/114   |   0.13 
  107   |  19    |   FC                                         |  =    107/228   |   3.36 
  108   |  19    |   FC                                         |  =      9/19    |   0.18 
  109   |  19    |       INT  HALF            MID  GAP          |  =    181/380   |   0.20 
  110   |  19    |   FC                                         |  =      9/19    |   0.14 
  21    |  20    |   FC  INT                  MID  GAP          |  =      7/20    |   0.09 
  23    |  20    |       INT  HALF  EBM  HBM  MID  GAP          |  =      7/20    |   0.04 
  27    |  20    |   FC             EBM                         |  =      1/3     |   0.01 
  29    |  20    |   FC             EBM                         |  =      1/3     |   0.02 
  31    |  20    |   FC                                         |  =     31/80    |   0.02 
  33    |  20    |                            MID  GAP          |  =     49/120   |   0.03 
  37    |  20    |   FC                                         |  =     23/60    |   0.03 
  39    |  20    |   FC                                         |  =      7/20    |   0.02 
  41    |  20    |   FC                                         |  =     41/100   |   0.03 
  43    |  20    |   FC  INT                  MID  GAP  TRAIN   |  =     43/100   |   0.06 
  47    |  20    |   FC                                         |  =     33/80    |   0.03 
  49    |  20    |   FC                                         |  =     31/80    |   0.05 
  51    |  20    |   FC                                         |  =     17/40    |   0.03 
  53    |  20    |   FC                                         |  =     53/120   |   0.03 
  57    |  20    |   FC                                         |  =     43/100   |   0.05 
  59    |  20    |   FC                                         |  =     41/100   |   0.12 
  61    |  20    |   FC                                         |  =     61/140   |   0.14 
  63    |  20    |   FC                                         |  =      9/20    |   0.02 
  67    |  20    |   FC                                         |  =     53/120   |   0.09 
  69    |  20    |   FC                                         |  =     17/40    |   0.04 
  71    |  20    |   FC                                         |  =     71/160   |   1.44 
  73    |  20    |   FC                                         |  =     73/160   |   0.08 
  77    |  20    |   FC                                         |  =      9/20    |   0.43 
  79    |  20    |   FC                                         |  =     61/140   |   2.84 
  81    |  20    |   FC                                         |  =      9/20    |   0.21 
  83    |  20    |   FC                                         |  =     83/180   |   0.19 
  87    |  20    |   FC                                         |  =     73/160   |   0.82 
  89    |  20    |   FC                                         |  =     71/160   |   15.02 
  91    |  20    |   FC                                         |  =     91/200   |   22.92 
  93    |  20    |   FC                                         |  =     93/200   |   0.37 
  97    |  20    |   FC                                         |  =     83/180   |   0.93 
  99    |  20    |   FC                                         |  =      9/20    |   0.06 
  101   |  20    |   FC                                         |  =    101/220   |   113.09 
  103   |  20    |   FC                                         |  =    103/220   |   1.10 
  107   |  20    |   FC                                         |  =     93/200   |   2.50 
  109   |  20    |   FC                                         |  =     91/200   |   442.87 
  22    |  21    |                  EBM                         |  =      1/3     |   0.02 
  23    |  21    |                  EBM  HBM  MID  GAP          |  =     29/84    |   0.09 
  25    |  21    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  26    |  21    |       INT             HBM  MID  GAP          |  =     22/63    |   0.04 
  29    |  21    |   FC             EBM                         |  =      1/3     |   0.02 
  31    |  21    |   FC             EBM                         |  =      1/3     |   0.02 
  32    |  21    |   FC                                         |  =      8/21    |   0.02 
  34    |  21    |   FC  INT                  MID  GAP  TRAIN   |  =     17/42    |   0.34 
  37    |  21    |                            MID  GAP          |  =    103/252   |   0.04 
  38    |  21    |   FC                                         |  =     25/63    |   0.02 
  40    |  21    |   FC                                         |  =     23/63    |   0.03 
  41    |  21    |   FC                                         |  =     22/63    |   0.04 
  43    |  21    |   FC                                         |  =     43/105   |   0.04 
  44    |  21    |   FC                                         |  =     44/105   |   0.03 
  46    |  21    |       INT                  MID  GAP          |  =     73/168   |   0.03 
  47    |  21    |       INT  HALF            MID  GAP          |  =     73/168   |   0.03 
  50    |  21    |   FC                                         |  =     17/42    |   0.02 
  52    |  21    |   FC                                         |  =      8/21    |   0.03 
  53    |  21    |   FC                                         |  =     53/126   |   0.07 
  55    |  21    |   FC                                         |  =     55/126   |   0.03 
  58    |  21    |                            MID  GAP          |  =    169/378   |   0.10 
  59    |  21    |   FC                                         |  =     46/105   |   0.04 
  61    |  21    |   FC                                         |  =     44/105   |   0.10 
  62    |  21    |   FC                                         |  =     43/105   |   0.16 
  64    |  21    |   FC                                         |  =     64/147   |   0.16 
  65    |  21    |   FC                                         |  =     65/147   |   0.26 
  67    |  21    |                                      TRAIN   |  =     41/90    |   2.30 
  68    |  21    |       INT  HALF            MID  GAP          |  =    115/252   |   0.03 
  71    |  21    |   FC                                         |  =     55/126   |   0.17 
  73    |  21    |   FC                                         |  =     53/126   |   1.06 
  74    |  21    |   FC                                         |  =     37/84    |   0.08 
  76    |  21    |   FC                                         |  =     19/42    |   0.04 
  79    |  21    |                                 GAP          |  =    123/266   |   19.38 
  80    |  21    |   FC                                         |  =     67/147   |   0.17 
  82    |  21    |   FC                                         |  =     65/147   |   0.97 
  83    |  21    |   FC                                         |  =     64/147   |   8.35 
  85    |  21    |   FC                                         |  =     85/189   |   3.65 
  86    |  21    |   FC                                         |  =     86/189   |   0.93 
  88    |  21    |   FC                                         |  =     88/189   |   0.18 
  89    |  21    |       INT  HALF            MID  GAP          |  =    157/336   |   0.05 
  92    |  21    |   FC                                         |  =     19/42    |   0.05 
  94    |  21    |   FC                                         |  =     37/84    |   0.13 
  95    |  21    |   FC                                         |  =     19/42    |   0.05 
  97    |  21    |   FC                                         |  =     97/210   |   2.71 
  100   |  21    |   FC  INT                  MID  GAP          |  =     89/189   |   0.22 
  101   |  21    |   FC                                         |  =     88/189   |   0.32 
  103   |  21    |   FC                                         |  =     86/189   |   15.17 
  104   |  21    |   FC                                         |  =     85/189   |   77.72 
  106   |  21    |   FC                                         |  =    106/231   |   70.78 
  107   |  21    |   FC                                         |  =    107/231   |   36.14 
  109   |  21    |   FC                                         |  =    109/231   |   0.47 
  110   |  21    |   FC                       MID               |  =     10/21    |   0.06 
  23    |  22    |                  EBM  HBM       GAP          |  =     15/44    |   0.23 
  25    |  22    |                       HBM       GAP          |  =     23/66    |   0.28 
  27    |  22    |       INT  HALF  EBM  HBM  MID  GAP          |  =      4/11    |   0.03 
  29    |  22    |   FC  INT        EBM       MID  GAP          |  =     15/44    |   0.15 
  31    |  22    |   FC             EBM                         |  =      1/3     |   0.02 
  35    |  22    |   FC                                         |  =     35/88    |   0.02 
  37    |  22    |       INT  HALF            MID  GAP          |  =      9/22    |   0.03 
  39    |  22    |   FC  INT                  MID  GAP          |  =      9/22    |   0.04 
  41    |  22    |   FC                                         |  =     25/66    |   0.03 
  43    |  22    |   FC                                         |  =     23/66    |   0.03 
  45    |  22    |   FC                                         |  =      9/22    |   0.02 
  47    |  22    |   FC                                         |  =     47/110   |   0.03 
  49    |  22    |       INT  HALF            MID  GAP          |  =     19/44    |   0.03 
  51    |  22    |   FC                                         |  =     37/88    |   0.03 
  53    |  22    |   FC                                         |  =     35/88    |   0.06 
  57    |  22    |   FC                                         |  =     19/44    |   0.03 
  59    |  22    |                                 GAP  TRAIN   |  =    167/374   |   0.05 
  61    |  22    |   FC  INT                  MID  GAP          |  =     49/110   |   0.07 
  63    |  22    |   FC                                         |  =     47/110   |   0.07 
  65    |  22    |   FC                                         |  =      9/22    |   0.03 
  67    |  22    |   FC                                         |  =     67/154   |   0.32 
  69    |  22    |   FC                                         |  =     69/154   |   0.07 
  71    |  22    |       INT  HALF            MID               |  =      5/11    |   0.40 
  73    |  22    |   FC                                         |  =     59/132   |   0.07 
  75    |  22    |   FC                                         |  =     19/44    |   0.04 
  79    |  22    |   FC                                         |  =     79/176   |   0.44 
  81    |  22    |   FC                                         |  =     81/176   |   0.08 
  83    |  22    |   FC                                         |  =     71/154   |   0.40 
  85    |  22    |   FC                                         |  =     69/154   |   0.40 
  87    |  22    |   FC                                         |  =     67/154   |   12.39 
  89    |  22    |   FC                                         |  =     89/198   |   11.83 
  91    |  22    |   FC                                         |  =     91/198   |   0.45 
  93    |  22    |       INT  HALF            MID  GAP          |  =     36/77    |   0.04 
  95    |  22    |   FC                                         |  =     81/176   |   0.28 
  97    |  22    |   FC                                         |  =     79/176   |   14.80 
  101   |  22    |   FC                                         |  =    101/220   |   10.99 
  103   |  22    |   FC                                         |  =    103/220   |   0.39 
  105   |  22    |   FC                                         |  =     31/66    |   0.05 
  107   |  22    |   FC                                         |  =     91/198   |   4.26 
  109   |  22    |   FC                                         |  =     89/198   |   434.11 
  24    |  23    |   FC  INT                  MID  GAP          |  =      8/23    |   0.12 
  25    |  23    |                  EBM                         |  =      1/3     |   0.01 
  26    |  23    |       INT        EBM       MID               |  =      8/23    |   0.04 
  27    |  23    |       INT  HALF  EBM                         |  =      1/3     |   0.01 
  28    |  23    |       INT  HALF  EBM       MID  GAP          |  =     33/92    |   0.07 
  29    |  23    |                                 GAP          |  =     49/138   |   0.05 
  30    |  23    |   FC  INT        EBM       MID  GAP          |  =      8/23    |   0.06 
  31    |  23    |   FC             EBM                         |  =      1/3     |   0.28 
  32    |  23    |   FC             EBM                         |  =      1/3     |   0.02 
  33    |  23    |   FC             EBM                         |  =      1/3     |   0.02 
  34    |  23    |   FC             EBM                         |  =      1/3     |   0.02 
  35    |  23    |   FC                                         |  =     35/92    |   0.03 
  36    |  23    |   FC                                         |  =      9/23    |   0.02 
  37    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     37/92    |   0.15 
  38    |  23    |       INT                  MID  GAP          |  =     47/115   |   0.03 
  39    |  23    |       INT  HALF            MID  GAP          |  =     37/92    |   0.40 
  40    |  23    |       INT  HALF            MID  GAP          |  =     19/46    |   0.03 
  41    |  23    |                                 GAP          |  =    149/368   |   0.07 
  42    |  23    |   FC                                         |  =      9/23    |   0.02 
  43    |  23    |   FC                                         |  =     26/69    |   0.03 
  44    |  23    |   FC                                         |  =     25/69    |   0.03 
  45    |  23    |   FC                                         |  =      8/23    |   0.02 
  47    |  23    |   FC                                         |  =     47/115   |   0.04 
  48    |  23    |   FC                                         |  =     48/115   |   0.03 
  49    |  23    |   FC                                         |  =     49/115   |   0.03 
  50    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     10/23    |   0.03 
  51    |  23    |       INT  HALF                              |  =     59/138   |   0.02 
  52    |  23    |   FC  INT                  MID  GAP          |  =     10/23    |   0.03 
  53    |  23    |   FC                                         |  =     39/92    |   0.03 
  54    |  23    |   FC                                         |  =     19/46    |   0.02 
  55    |  23    |   FC                                         |  =     37/92    |   0.05 
  56    |  23    |   FC                                         |  =      9/23    |   0.03 
  57    |  23    |   FC                                         |  =     35/92    |   0.08 
  58    |  23    |   FC                                         |  =     29/69    |   0.04 
  59    |  23    |   FC                                         |  =     59/138   |   0.06 
  60    |  23    |   FC                                         |  =     10/23    |   0.03 
  61    |  23    |   FC                                         |  =     61/138   |   0.03 
  62    |  23    |       INT                  MID  GAP          |  =    113/253   |   0.04 
  63    |  23    |       INT  HALF            MID  GAP          |  =    103/230   |   0.04 
  64    |  23    |   FC                                         |  =     51/115   |   0.03 
  65    |  23    |   FC                                         |  =     10/23    |   0.03 
  66    |  23    |   FC                                         |  =     49/115   |   0.08 
  67    |  23    |   FC                                         |  =     48/115   |   0.15 
  68    |  23    |   FC                                         |  =     47/115   |   0.27 
  70    |  23    |   FC                                         |  =     10/23    |   0.03 
  71    |  23    |   FC                                         |  =     71/161   |   0.18 
  72    |  23    |   FC                                         |  =     72/161   |   0.09 
  73    |  23    |   FC                                         |  =     73/161   |   0.33 
  74    |  23    |       INT  HALF            MID  GAP          |  =     21/46    |   0.06 
  75    |  23    |   FC  INT                  MID  GAP          |  =     21/46    |   0.06 
  76    |  23    |   FC                                         |  =     31/69    |   0.04 
  77    |  23    |   FC                                         |  =     61/138   |   0.12 
  78    |  23    |   FC                                         |  =     10/23    |   0.04 
  79    |  23    |   FC                                         |  =     59/138   |   0.80 
  80    |  23    |   FC                                         |  =     29/69    |   0.07 
  81    |  23    |   FC                                         |  =     81/184   |   4.64 
  82    |  23    |   FC                                         |  =     41/92    |   0.06 
  83    |  23    |   FC                                         |  =     83/184   |   0.35 
  84    |  23    |   FC                                         |  =     21/46    |   0.04 
  85    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     85/184   |   0.46 
  86    |  23    |       INT  HALF            MID  GAP          |  =    149/322   |   0.05 
  87    |  23    |   FC                                         |  =     74/161   |   0.11 
  88    |  23    |   FC                                         |  =     73/161   |   0.19 
  89    |  23    |   FC                                         |  =     72/161   |   0.69 
  90    |  23    |   FC                                         |  =     71/161   |   2.58 
  91    |  23    |   FC                                         |  =     10/23    |   0.05 
  93    |  23    |   FC                                         |  =     31/69    |   0.08 
  94    |  23    |   FC                                         |  =     94/207   |   12.73 
  95    |  23    |   FC                                         |  =     95/207   |   0.51 
  96    |  23    |   FC                                         |  =     32/69    |   0.04 
  97    |  23    |       INT                  MID  GAP          |  =     43/92    |   0.05 
  98    |  23    |   FC  INT                  MID  GAP          |  =     43/92    |   0.08 
  99    |  23    |   FC                                         |  =     85/184   |   0.20 
  100   |  23    |   FC                                         |  =     21/46    |   0.05 
  101   |  23    |   FC                                         |  =     83/184   |   11.27 
  102   |  23    |   FC                                         |  =     41/92    |   0.20 
  103   |  23    |   FC                                         |  =     81/184   |   151.35 
  104   |  23    |   FC                                         |  =     52/115   |   0.46 
  105   |  23    |   FC                                         |  =     21/46    |   0.06 
  106   |  23    |   FC                                         |  =     53/115   |   0.09 
  107   |  23    |   FC                                         |  =    107/230   |   0.62 
  108   |  23    |   FC                                         |  =     54/115   |   0.06 
  109   |  23    |       INT  HALF            MID  GAP          |  =     65/138   |   0.31 
  110   |  23    |   FC                                         |  =     97/207   |   0.39 
  25    |  24    |                  EBM                         |  =      1/3     |   0.01 
  29    |  24    |       INT  HALF  EBM       MID  GAP          |  =     17/48    |   0.04 
  31    |  24    |                                 GAP          |  =     25/72    |   0.05 
  35    |  24    |   FC             EBM                         |  =      1/3     |   0.02 
  37    |  24    |   FC                                         |  =     37/96    |   0.03 
  41    |  24    |       INT  HALF                              |  =     19/48    |   0.01 
  43    |  24    |   FC  INT                  MID  GAP          |  =     29/72    |   0.12 
  47    |  24    |   FC                                         |  =     25/72    |   0.04 
  49    |  24    |   FC                                         |  =     49/120   |   0.05 
  53    |  24    |       INT  HALF            MID  GAP          |  =     31/72    |   0.04 
  55    |  24    |   FC                                         |  =     41/96    |   0.03 
  59    |  24    |   FC                                         |  =     37/96    |   0.09 
  61    |  24    |   FC                                         |  =     61/144   |   0.08 
  65    |  24    |       INT  HALF            MID  GAP          |  =     43/96    |   0.03 
  67    |  24    |   FC                                         |  =     53/120   |   0.04 
  71    |  24    |   FC                                         |  =     49/120   |   0.83 
  73    |  24    |   FC                                         |  =     73/168   |   0.37 
  77    |  24    |   FC  INT  HALF            MID  GAP          |  =     11/24    |   0.04 
  79    |  24    |   FC                                         |  =     65/144   |   0.08 
  83    |  24    |   FC                                         |  =     61/144   |   2.11 
  85    |  24    |   FC                                         |  =     85/192   |   2.30 
  89    |  24    |       INT                  MID  GAP          |  =     63/136   |   0.32 
  91    |  24    |   FC                                         |  =     11/24    |   0.04 
  95    |  24    |   FC                                         |  =     73/168   |   27.68 
  97    |  24    |   FC                                         |  =     97/216   |   34.00 
  101   |  24    |                                 GAP  TRAIN   |  =    359/768   |   3.77 
  103   |  24    |   FC                                         |  =     89/192   |   0.25 
  107   |  24    |   FC                                         |  =     85/192   |   168.72 
  109   |  24    |   FC                                         |  =    109/240   |   240.97 
  26    |  25    |                  EBM  HBM       GAP          |  =     17/50    |   0.59 
  27    |  25    |                  EBM       MID  GAP          |  =     17/50    |   0.14 
  28    |  25    |       INT        EBM                         |  =      1/3     |   0.01 
