   m    |   s    |                   Method(s)                  |        α        |       runtime   
  91    |  5     |   FC                                         |  =     91/185   |  multi: 0.00  -  solv: 0.00  - runtime:  0.06 
  92    |  5     |   FC                                         |  =     22/45    |  multi: 0.00  -  solv: 0.00  - runtime:  0.27 
  93    |  5     |   FC                                         |  =     93/190   |  multi: 0.00  -  solv: 0.00  - runtime:  0.18 
  94    |  5     |   FC                                         |  =     91/185   |  multi: 0.00  -  solv: 0.00  - runtime:  0.18 
  96    |  5     |   FC                                         |  =     32/65    |  multi: 0.00  -  solv: 0.00  - runtime:  0.05 
  97    |  5     |   FC                                         |  =     93/190   |  multi: 0.00  -  solv: 0.00  - runtime:  0.30 
  98    |  5     |   FC                                         |  =     49/100   |  multi: 0.00  -  solv: 0.00  - runtime:  0.12 
  99    |  5     |   FC                                         |  =     32/65    |  multi: 0.00  -  solv: 0.00  - runtime:  0.16 
  101   |  5     |   FC                                         |  =    101/205   |  multi: 0.00  -  solv: 0.00  - runtime:  0.10 
  102   |  5     |   FC                                         |  =     49/100   |  multi: 0.00  -  solv: 0.00  - runtime:  0.24 
  103   |  5     |   FC                                         |  =    103/210   |  multi: 0.00  -  solv: 0.00  - runtime:  0.15 
  104   |  5     |   FC                                         |  =    101/205   |  multi: 0.00  -  solv: 0.00  - runtime:  0.20 
  106   |  5     |   FC                                         |  =    106/215   |  multi: 0.00  -  solv: 0.00  - runtime:  0.20 
  107   |  5     |   FC                                         |  =    103/210   |  multi: 0.00  -  solv: 0.00  - runtime:  0.24 
  108   |  5     |   FC                                         |  =     27/55    |  multi: 0.00  -  solv: 0.00  - runtime:  0.20 
  109   |  5     |   FC                                         |  =    106/215   |  multi: 0.00  -  solv: 0.00  - runtime:  0.20 
  7     |  6     |       INT  HALF  EBM                         |  =      1/3     |  multi: 0.00  -  solv: 0.00  - runtime:  0.00 
  11    |  6     |   FC                                         |  =      7/18    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  13    |  6     |   FC  INT                  MID               |  =     13/30    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  17    |  6     |   FC                                         |  =     13/30    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  19    |  6     |   FC                                         |  =     19/42    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  23    |  6     |   FC                                         |  =     19/42    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  25    |  6     |   FC                                         |  =     25/54    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  29    |  6     |   FC                                         |  =     25/54    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  31    |  6     |   FC                                         |  =     31/66    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  35    |  6     |   FC                                         |  =     31/66    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  37    |  6     |   FC                                         |  =     37/78    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  41    |  6     |   FC                                         |  =     37/78    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  43    |  6     |   FC                                         |  =     43/90    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  47    |  6     |   FC                                         |  =     43/90    |  multi: 0.00  -  solv: 0.00  - runtime:  0.07 
  49    |  6     |   FC                                         |  =     49/102   |  multi: 0.00  -  solv: 0.00  - runtime:  0.04 
  53    |  6     |   FC                                         |  =     49/102   |  multi: 0.00  -  solv: 0.00  - runtime:  0.07 
  55    |  6     |   FC                                         |  =     55/114   |  multi: 0.00  -  solv: 0.00  - runtime:  0.04 
  59    |  6     |   FC                                         |  =     55/114   |  multi: 0.00  -  solv: 0.00  - runtime:  0.10 
  61    |  6     |   FC                                         |  =     61/126   |  multi: 0.00  -  solv: 0.00  - runtime:  0.04 
  65    |  6     |   FC                                         |  =     61/126   |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  67    |  6     |   FC                                         |  =     67/138   |  multi: 0.00  -  solv: 0.00  - runtime:  0.04 
  71    |  6     |   FC                                         |  =     67/138   |  multi: 0.00  -  solv: 0.00  - runtime:  0.10 
  73    |  6     |   FC                                         |  =     73/150   |  multi: 0.00  -  solv: 0.00  - runtime:  0.05 
  77    |  6     |   FC                                         |  =     73/150   |  multi: 0.00  -  solv: 0.00  - runtime:  0.12 
  79    |  6     |   FC                                         |  =     79/162   |  multi: 0.00  -  solv: 0.00  - runtime:  0.07 
  83    |  6     |   FC                                         |  =     79/162   |  multi: 0.00  -  solv: 0.00  - runtime:  0.10 
  85    |  6     |   FC                                         |  =     85/174   |  multi: 0.00  -  solv: 0.00  - runtime:  0.09 
  89    |  6     |   FC                                         |  =     85/174   |  multi: 0.00  -  solv: 0.00  - runtime:  0.09 
  91    |  6     |   FC                                         |  =     91/186   |  multi: 0.00  -  solv: 0.00  - runtime:  0.08 
  95    |  6     |   FC                                         |  =     91/186   |  multi: 0.00  -  solv: 0.00  - runtime:  0.18 
  97    |  6     |   FC                                         |  =     97/198   |  multi: 0.00  -  solv: 0.00  - runtime:  0.09 
  101   |  6     |   FC                                         |  =     97/198   |  multi: 0.00  -  solv: 0.00  - runtime:  0.11 
  103   |  6     |   FC                                         |  =    103/210   |  multi: 0.00  -  solv: 0.00  - runtime:  0.09 
  107   |  6     |   FC                                         |  =    103/210   |  multi: 0.00  -  solv: 0.00  - runtime:  0.17 
  109   |  6     |   FC                                         |  =    109/222   |  multi: 0.00  -  solv: 0.00  - runtime:  0.13 
  8     |  7     |       INT  HALF  EBM  HBM  MID               |  =      5/14    |  multi: 0.00  -  solv: 0.00  - runtime:  0.00 
  9     |  7     |   FC  INT        EBM       MID               |  =      5/14    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  10    |  7     |   FC             EBM                         |  =      1/3     |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  11    |  7     |   FC                                         |  =     11/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  12    |  7     |   FC                       MID               |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  13    |  7     |   FC                                         |  =      8/21    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  15    |  7     |   FC                                         |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  16    |  7     |   FC                                         |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  17    |  7     |   FC                                         |  =     11/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  18    |  7     |   FC                                         |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  19    |  7     |       INT  HALF            MID               |  =     25/56    |  multi: 0.00  -  solv: 0.00  - runtime:  0.00 
  20    |  7     |   FC                                         |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  22    |  7     |   FC                                         |  =     22/49    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  23    |  7     |   FC                                         |  =     19/42    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  24    |  7     |   FC                                         |  =      3/7     |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  25    |  7     |   FC                                         |  =     25/56    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  26    |  7     |   FC  INT  HALF            MID               |  =     13/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  27    |  7     |   FC                                         |  =     22/49    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  29    |  7     |   FC                                         |  =     29/63    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  30    |  7     |   FC                                         |  =     13/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  31    |  7     |   FC                                         |  =     25/56    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  32    |  7     |   FC                                         |  =     16/35    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  33    |  7     |   FC  INT                  MID               |  =     33/70    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  34    |  7     |   FC                                         |  =     29/63    |  multi: 0.00  -  solv: 0.00  - runtime:  0.05 
  36    |  7     |   FC                                         |  =     36/77    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  37    |  7     |   FC                                         |  =     33/70    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  38    |  7     |   FC                                         |  =     16/35    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  39    |  7     |   FC                                         |  =     13/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  40    |  7     |   FC                                         |  =     10/21    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  41    |  7     |   FC                                         |  =     36/77    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  43    |  7     |   FC                                         |  =     43/91    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  44    |  7     |   FC                                         |  =     10/21    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  45    |  7     |   FC                                         |  =     13/28    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
  46    |  7     |   FC                                         |  =     23/49    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  47    |  7     |   FC                                         |  =     47/98    |  multi: 0.00  -  solv: 0.00  - runtime:  0.01 
  48    |  7     |   FC                                         |  =     43/91    |  multi: 0.00  -  solv: 0.00  - runtime:  0.04 
  50    |  7     |   FC                                         |  =     10/21    |  multi: 0.00  -  solv: 0.00  - runtime:  0.03 
  51    |  7     |   FC                                         |  =     47/98    |  multi: 0.00  -  solv: 0.00  - runtime:  0.02 
