
   m    |   s    |                   Method(s)                  |        α        |       runtime
  64    |  17    |   FC  INT                  MID  GAP          |  =     55/119   | 0.04 sec
  65    |  17    |   FC                            GAP          |  =     54/119   | 0.06 sec
  66    |  17    |   FC                            GAP          |  =     53/119   | 0.15 sec
  67    |  17    |   FC                            GAP          |  =     52/119   | 0.49 sec
  69    |  17    |   FC                            GAP          |  =     23/51    | 0.04 sec
  70    |  17    |   FC                            GAP          |  =     70/153   | 0.15 sec
  71    |  17    |   FC                            GAP          |  =     71/153   | 0.08 sec
  72    |  17    |   FC                                         |  =      8/17    | 0.03 sec
  73    |  17    |   FC                            GAP          |  =     63/136   | 0.14 sec
  74    |  17    |   FC                            GAP          |  =     31/68    | 0.04 sec
  75    |  17    |   FC                            GAP          |  =     61/136   | 1.47 sec
  76    |  17    |   FC                            GAP          |  =     15/34    | 0.04 sec
  77    |  17    |   FC                            GAP          |  =     77/170   | 5.57 sec
  78    |  17    |   FC                            GAP          |  =     39/85    | 0.05 sec
  79    |  17    |   FC                            GAP          |  =     79/170   | 0.23 sec
  80    |  17    |   FC                            GAP          |  =      8/17    | 0.02 sec
  81    |  17    |   FC                            GAP          |  =      8/17    | 0.02 sec
  82    |  17    |   FC                            GAP          |  =     71/153   | 0.13 sec
  83    |  17    |   FC                            GAP          |  =     70/153   | 2.01 sec
  84    |  17    |   FC                            GAP          |  =     23/51    | 0.16 sec
  86    |  17    |   FC                            GAP          |  =     86/187   | 5.20 sec
  87    |  17    |   FC                            GAP          |  =     87/187   | 0.78 sec
  88    |  17    |   FC                            GAP          |  =      8/17    | 0.03 sec
  89    |  17    |       INT  HALF            MID  GAP          |  =    145/306   | 0.07 sec
  90    |  17    |   FC                            GAP          |  =      8/17    | 0.04 sec
  91    |  17    |   FC                            GAP          |  =     79/170   | 0.68 sec
  92    |  17    |   FC                            GAP          |  =     39/85    | 0.09 sec
  93    |  17    |   FC                            GAP          |  =     77/170   | 115.76 sec
  94    |  17    |   FC                            GAP          |  =     47/102   | 0.31 sec
  95    |  17    |   FC                            GAP          |  =     95/204   | 12.21 sec
  96    |  17    |   FC                            GAP          |  =      8/17    | 0.06 sec
  97    |  17    |   FC                            GAP          |  =     97/204   | 0.37 sec
  98    |  17    |   FC                            GAP          |  =     89/187   | 0.14 sec
  99    |  17    |   FC                            GAP          |  =      8/17    | 0.07 sec
  100   |  17    |   FC                            GAP          |  =     87/187   | 7.21 sec
  101   |  17    |   FC                            GAP          |  =     86/187   | 124.99 sec
  103   |  17    |   FC                            GAP          |  =    103/221   | 490.82 sec
  104   |  17    |   FC                            GAP          |  =      8/17    | 0.16 sec
  105   |  17    |   FC                            GAP          |  =    105/221   | 0.70 sec
  106   |  17    |       INT  HALF            MID  GAP          |  =    179/374   | 0.06 sec
  107   |  17    |   FC                            GAP          |  =     97/204   | 0.38 sec
  108   |  17    |   FC                            GAP          |  =      8/17    | 0.08 sec
  109   |  17    |   FC                            GAP          |  =     95/204   | 166.29 sec
  110   |  17    |   FC                            GAP          |  =     47/102   | 0.47 sec
  19    |  18    |                  EBM            GAP          |  =      1/3     | 0.01 sec
  23    |  18    |                            MID  GAP          |  =     19/54    | 0.04 sec
  25    |  18    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  29    |  18    |   FC  INT                  MID  GAP  TRAIN   |  =     29/72    | 0.10 sec
  31    |  18    |       INT  HALF            MID  GAP          |  =     11/27    | 0.02 sec
  35    |  18    |   FC                            GAP          |  =     19/54    | 0.04 sec
  37    |  18    |   FC                            GAP          |  =     37/90    | 0.03 sec
  41    |  18    |   FC  INT                  MID  GAP          |  =     31/72    | 0.05 sec
  43    |  18    |   FC                            GAP          |  =     29/72    | 0.05 sec
  47    |  18    |   FC                            GAP          |  =     47/108   | 0.04 sec
  49    |  18    |       INT  HALF            MID  GAP          |  =      4/9     | 0.01 sec
  53    |  18    |   FC                            GAP          |  =     37/90    | 0.14 sec
  55    |  18    |   FC                            GAP          |  =     55/126   | 0.11 sec
  59    |  18    |   FC                            GAP          |  =     49/108   | 0.04 sec
  61    |  18    |   FC                            GAP          |  =     47/108   | 0.11 sec
  65    |  18    |   FC                            GAP          |  =     65/144   | 0.13 sec
  67    |  18    |       INT  HALF            MID  GAP          |  =     25/54    | 0.03 sec
  71    |  18    |   FC                            GAP          |  =     55/126   | 1.09 sec
  73    |  18    |   FC                            GAP          |  =     73/162   | 1.13 sec
  77    |  18    |   FC                            GAP          |  =     67/144   | 0.07 sec
  79    |  18    |   FC                            GAP          |  =     65/144   | 1.35 sec
  83    |  18    |   FC                            GAP          |  =     83/180   | 0.73 sec
  85    |  18    |   FC  INT  HALF                 GAP          |  =     17/36    | 0.05 sec
  89    |  18    |   FC                            GAP          |  =     73/162   | 20.19 sec
  91    |  18    |   FC                            GAP          |  =     91/198   | 23.24 sec
  95    |  18    |   FC                            GAP          |  =     17/36    | 0.09 sec
  97    |  18    |   FC                            GAP          |  =     83/180   | 7.12 sec
  101   |  18    |   FC                            GAP          |  =    101/216   | 8.30 sec
  103   |  18    |                            MID  GAP  TRAIN   |  =    163/342   | 0.27 sec
  107   |  18    |   FC                            GAP          |  =     91/198   | 506.72 sec
  109   |  18    |   FC                            GAP          |  =    109/234   | 573.09 sec
  20    |  19    |                  EBM  HBM       GAP          |  =     13/38    | 0.45 sec
  21    |  19    |       INT        EBM       MID  GAP          |  =     13/38    | 0.09 sec
  22    |  19    |       INT  HALF  EBM       MID  GAP          |  =     13/38    | 0.08 sec
  23    |  19    |       INT  HALF  EBM       MID  GAP          |  =     27/76    | 0.03 sec
  24    |  19    |                            MID  GAP          |  =     27/76    | 0.06 sec
  25    |  19    |   FC  INT        EBM       MID  GAP          |  =     13/38    | 0.12 sec
  26    |  19    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  27    |  19    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  28    |  19    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  29    |  19    |   FC                            GAP          |  =     29/76    | 0.02 sec
  30    |  19    |   FC                            GAP          |  =     15/38    | 0.02 sec
  31    |  19    |                                 GAP  TRAIN   |  =     54/133   | 0.05 sec
  32    |  19    |       INT  HALF            MID  GAP          |  =     31/76    | 0.02 sec
  33    |  19    |       INT  HALF            MID  GAP          |  =     47/114   | 0.03 sec
  34    |  19    |   FC  INT                  MID  GAP          |  =     23/57    | 0.07 sec
  35    |  19    |   FC                            GAP          |  =     22/57    | 0.03 sec
  36    |  19    |   FC                            GAP          |  =      7/19    | 0.02 sec
  37    |  19    |   FC                            GAP          |  =     20/57    | 0.03 sec
  39    |  19    |   FC                            GAP          |  =     39/95    | 0.04 sec
  40    |  19    |   FC                            GAP          |  =      8/19    | 0.02 sec
  41    |  19    |                                 GAP  TRAIN   |  =    131/304   | 0.06 sec
  42    |  19    |       INT  HALF            MID  GAP          |  =     49/114   | 0.03 sec
  43    |  19    |                            MID  GAP          |  =    115/266   | 0.04 sec
  44    |  19    |   FC                            GAP          |  =      8/19    | 0.02 sec
  45    |  19    |   FC                            GAP          |  =     31/76    | 0.04 sec
  46    |  19    |   FC                            GAP          |  =     15/38    | 0.03 sec
  47    |  19    |   FC                            GAP          |  =     29/76    | 0.05 sec
  48    |  19    |   FC                            GAP          |  =      8/19    | 0.04 sec
  49    |  19    |   FC                            GAP          |  =     49/114   | 0.04 sec
  50    |  19    |   FC                            GAP          |  =     25/57    | 0.03 sec
  51    |  19    |   FC  INT                  MID  GAP  TRAIN   |  =     17/38    | 0.05 sec
  52    |  19    |       INT  HALF            MID  GAP          |  =     17/38    | 0.03 sec
  53    |  19    |   FC                            GAP          |  =     42/95    | 0.03 sec
  54    |  19    |   FC                            GAP          |  =     41/95    | 0.05 sec
  55    |  19    |   FC                            GAP          |  =      8/19    | 0.02 sec
  56    |  19    |   FC                            GAP          |  =     39/95    | 0.12 sec
  58    |  19    |   FC                            GAP          |  =     58/133   | 0.11 sec
  59    |  19    |   FC                            GAP          |  =     59/133   | 0.06 sec
  60    |  19    |   FC                            GAP          |  =     60/133   | 0.04 sec
  61    |  19    |       INT                  MID  GAP          |  =    313/684   | 0.04 sec
  62    |  19    |   FC  INT                  MID  GAP          |  =     26/57    | 0.05 sec
  63    |  19    |   FC                            GAP          |  =     17/38    | 0.03 sec
  64    |  19    |   FC                            GAP          |  =     25/57    | 0.04 sec
  65    |  19    |   FC                            GAP          |  =     49/114   | 0.22 sec
  66    |  19    |   FC                            GAP          |  =      8/19    | 0.04 sec
  67    |  19    |   FC                            GAP          |  =     67/152   | 1.51 sec
  68    |  19    |   FC                            GAP          |  =     17/38    | 0.04 sec
  69    |  19    |   FC                            GAP          |  =     69/152   | 0.10 sec
  70    |  19    |   FC                            GAP          |  =     35/76    | 0.03 sec
  71    |  19    |       INT  HALF            MID  GAP          |  =    123/266   | 0.05 sec
  72    |  19    |   FC                            GAP          |  =     61/133   | 0.06 sec
  73    |  19    |   FC                            GAP          |  =     60/133   | 0.16 sec
  74    |  19    |   FC                            GAP          |  =     59/133   | 0.46 sec
  75    |  19    |   FC                            GAP          |  =     58/133   | 6.01 sec
  77    |  19    |   FC                            GAP          |  =     77/171   | 1.52 sec
  78    |  19    |   FC                            GAP          |  =     26/57    | 0.05 sec
  79    |  19    |   FC                            GAP          |  =     79/171   | 0.19 sec
  80    |  19    |                            MID  GAP  TRAIN   |  =    231/494   | 0.45 sec
  81    |  19    |   FC  INT                  MID  GAP          |  =     71/152   | 0.06 sec
  82    |  19    |   FC                            GAP          |  =     35/76    | 0.05 sec
  83    |  19    |   FC                            GAP          |  =     69/152   | 0.45 sec
  84    |  19    |   FC                            GAP          |  =     17/38    | 0.05 sec
  85    |  19    |   FC                            GAP          |  =     67/152   | 18.46 sec
  86    |  19    |   FC                            GAP          |  =     43/95    | 0.16 sec
  87    |  19    |   FC                            GAP          |  =     87/190   | 3.32 sec
  88    |  19    |   FC                            GAP          |  =     44/95    | 0.07 sec
  89    |  19    |   FC                            GAP          |  =     89/190   | 0.15 sec
  90    |  19    |   FC                                         |  =      9/19    | 0.04 sec
  91    |  19    |   FC                            GAP          |  =     80/171   | 0.12 sec
  92    |  19    |   FC                            GAP          |  =     79/171   | 0.46 sec
  93    |  19    |   FC                            GAP          |  =     26/57    | 0.06 sec
  94    |  19    |   FC                            GAP          |  =     77/171   | 30.12 sec
  96    |  19    |   FC                            GAP          |  =     96/209   | 115.30 sec
  97    |  19    |   FC                            GAP          |  =     97/209   | 3.09 sec
  98    |  19    |   FC                            GAP          |  =     98/209   | 0.33 sec
  99    |  19    |   FC                            GAP          |  =      9/19    | 0.04 sec
  100   |  19    |   FC                            GAP          |  =      9/19    | 0.04 sec
  101   |  19    |   FC                            GAP          |  =     89/190   | 0.37 sec
  102   |  19    |   FC                            GAP          |  =     44/95    | 0.08 sec
  103   |  19    |   FC                            GAP          |  =     87/190   | 81.11 sec
  104   |  19    |   FC                            GAP          |  =     43/95    | 0.42 sec
  105   |  19    |   FC                            GAP          |  =     35/76    | 0.11 sec
  106   |  19    |   FC                            GAP          |  =     53/114   | 0.14 sec
  107   |  19    |   FC                            GAP          |  =    107/228   | 3.32 sec
  108   |  19    |   FC                            GAP          |  =      9/19    | 0.05 sec
  109   |  19    |       INT  HALF            MID  GAP          |  =    181/380   | 0.18 sec
  110   |  19    |   FC                            GAP          |  =      9/19    | 0.06 sec
  21    |  20    |   FC  INT                  MID  GAP          |  =      7/20    | 0.10 sec
  23    |  20    |       INT  HALF  EBM  HBM  MID  GAP          |  =      7/20    | 0.04 sec
  27    |  20    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  29    |  20    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  31    |  20    |   FC                            GAP          |  =     31/80    | 0.03 sec
  33    |  20    |                            MID  GAP          |  =     49/120   | 0.03 sec
  37    |  20    |   FC                            GAP          |  =     23/60    | 0.03 sec
  39    |  20    |   FC                            GAP          |  =      7/20    | 0.03 sec
  41    |  20    |   FC                            GAP          |  =     41/100   | 0.03 sec
  43    |  20    |   FC  INT                  MID  GAP  TRAIN   |  =     43/100   | 0.07 sec
  47    |  20    |   FC                            GAP          |  =     33/80    | 0.03 sec
  49    |  20    |   FC                            GAP          |  =     31/80    | 0.06 sec
  51    |  20    |   FC                            GAP          |  =     17/40    | 0.04 sec
  53    |  20    |   FC                            GAP          |  =     53/120   | 0.04 sec
  57    |  20    |   FC                            GAP          |  =     43/100   | 0.05 sec
  59    |  20    |   FC                            GAP          |  =     41/100   | 0.14 sec
  61    |  20    |   FC                            GAP          |  =     61/140   | 0.14 sec
  63    |  20    |   FC                            GAP          |  =      9/20    | 0.04 sec
  67    |  20    |   FC                            GAP          |  =     53/120   | 0.11 sec
  69    |  20    |   FC                            GAP          |  =     17/40    | 0.05 sec
  71    |  20    |   FC                            GAP          |  =     71/160   | 1.72 sec
  73    |  20    |   FC                            GAP          |  =     73/160   | 0.09 sec
  77    |  20    |   FC                            GAP          |  =      9/20    | 0.05 sec
  79    |  20    |   FC                            GAP          |  =     61/140   | 3.16 sec
  81    |  20    |   FC                            GAP          |  =      9/20    | 0.05 sec
  83    |  20    |   FC                            GAP          |  =     83/180   | 0.18 sec
  87    |  20    |   FC                            GAP          |  =     73/160   | 0.91 sec
  89    |  20    |   FC                            GAP          |  =     71/160   | 16.39 sec
  91    |  20    |   FC                            GAP          |  =     91/200   | 25.06 sec
  93    |  20    |   FC                            GAP          |  =     93/200   | 0.45 sec
  97    |  20    |   FC                            GAP          |  =     83/180   | 0.79 sec
  99    |  20    |   FC                            GAP          |  =      9/20    | 0.09 sec
  101   |  20    |   FC                            GAP          |  =    101/220   | 121.19 sec
  103   |  20    |   FC                            GAP          |  =    103/220   | 0.91 sec
  107   |  20    |   FC                            GAP          |  =     93/200   | 2.53 sec
  109   |  20    |   FC                            GAP          |  =     91/200   | 447.25 sec
  22    |  21    |                  EBM            GAP          |  =      1/3     | 0.02 sec
  23    |  21    |                  EBM  HBM  MID  GAP          |  =     29/84    | 0.09 sec
  25    |  21    |            HALF  EBM            GAP          |  =      1/3     | 0.01 sec
  26    |  21    |       INT             HBM  MID  GAP          |  =     22/63    | 0.04 sec
  29    |  21    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  31    |  21    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  32    |  21    |   FC                            GAP          |  =      8/21    | 0.02 sec
  34    |  21    |   FC  INT                  MID  GAP  TRAIN   |  =     17/42    | 0.36 sec
  37    |  21    |                            MID  GAP          |  =    103/252   | 0.03 sec
  38    |  21    |   FC                            GAP          |  =     25/63    | 0.03 sec
  40    |  21    |   FC                            GAP          |  =     23/63    | 0.03 sec
  41    |  21    |   FC                            GAP          |  =     22/63    | 0.04 sec
  43    |  21    |   FC                            GAP          |  =     43/105   | 0.04 sec
  44    |  21    |   FC                            GAP          |  =     44/105   | 0.03 sec
  46    |  21    |       INT                  MID  GAP          |  =     73/168   | 0.03 sec
  47    |  21    |       INT  HALF            MID  GAP          |  =     73/168   | 0.03 sec
  50    |  21    |   FC                            GAP          |  =     17/42    | 0.02 sec
  52    |  21    |   FC                            GAP          |  =      8/21    | 0.03 sec
  53    |  21    |   FC                            GAP          |  =     53/126   | 0.07 sec
  55    |  21    |   FC                            GAP          |  =     55/126   | 0.03 sec
  58    |  21    |                            MID  GAP          |  =    169/378   | 0.10 sec
  59    |  21    |   FC                            GAP          |  =     46/105   | 0.04 sec
  61    |  21    |   FC                            GAP          |  =     44/105   | 0.09 sec
  62    |  21    |   FC                            GAP          |  =     43/105   | 0.16 sec
  64    |  21    |   FC                            GAP          |  =     64/147   | 0.18 sec
  65    |  21    |   FC                            GAP          |  =     65/147   | 0.09 sec
  67    |  21    |                                      TRAIN   |  =     41/90    | 2.30 sec
  68    |  21    |       INT  HALF            MID  GAP          |  =    115/252   | 0.05 sec
  71    |  21    |   FC                            GAP          |  =     55/126   | 0.15 sec
  73    |  21    |   FC                            GAP          |  =     53/126   | 0.95 sec
  74    |  21    |   FC                            GAP          |  =     37/84    | 0.08 sec
  76    |  21    |   FC                            GAP          |  =     19/42    | 0.04 sec
  79    |  21    |                                 GAP          |  =    123/266   | 19.24 sec
  80    |  21    |   FC                            GAP          |  =     67/147   | 0.09 sec
  82    |  21    |   FC                            GAP          |  =     65/147   | 0.90 sec
  83    |  21    |   FC                            GAP          |  =     64/147   | 8.26 sec
  85    |  21    |   FC                            GAP          |  =     85/189   | 3.48 sec
  86    |  21    |   FC                            GAP          |  =     86/189   | 0.99 sec
  88    |  21    |   FC                            GAP          |  =     88/189   | 0.09 sec
  89    |  21    |       INT  HALF            MID  GAP          |  =    157/336   | 0.06 sec
  92    |  21    |   FC                            GAP          |  =     19/42    | 0.06 sec
  94    |  21    |   FC                            GAP          |  =     37/84    | 0.13 sec
  95    |  21    |   FC                            GAP          |  =     19/42    | 0.05 sec
  97    |  21    |   FC                            GAP          |  =     97/210   | 2.76 sec
  100   |  21    |   FC  INT                  MID  GAP          |  =     89/189   | 0.12 sec
  101   |  21    |   FC                            GAP          |  =     88/189   | 0.28 sec
  103   |  21    |   FC                            GAP          |  =     86/189   | 15.04 sec
  104   |  21    |   FC                            GAP          |  =     85/189   | 77.09 sec
  106   |  21    |   FC                            GAP          |  =    106/231   | 70.58 sec
  107   |  21    |   FC                            GAP          |  =    107/231   | 35.82 sec
  109   |  21    |   FC                            GAP          |  =    109/231   | 0.39 sec
  110   |  21    |   FC                                         |  =     10/21    | 0.06 sec
  23    |  22    |                  EBM  HBM       GAP          |  =     15/44    | 0.21 sec
  25    |  22    |                       HBM       GAP          |  =     23/66    | 0.06 sec
  27    |  22    |       INT  HALF  EBM  HBM  MID  GAP          |  =      4/11    | 0.04 sec
  29    |  22    |   FC  INT        EBM       MID  GAP          |  =     15/44    | 0.15 sec
  31    |  22    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  35    |  22    |   FC                            GAP          |  =     35/88    | 0.02 sec
  37    |  22    |       INT  HALF            MID  GAP          |  =      9/22    | 0.03 sec
  39    |  22    |   FC  INT                  MID  GAP          |  =      9/22    | 0.03 sec
  41    |  22    |   FC                            GAP          |  =     25/66    | 0.04 sec
  43    |  22    |   FC                            GAP          |  =     23/66    | 0.03 sec
  45    |  22    |   FC                            GAP          |  =      9/22    | 0.02 sec
  47    |  22    |   FC                            GAP          |  =     47/110   | 0.02 sec
  49    |  22    |       INT  HALF            MID  GAP          |  =     19/44    | 0.04 sec
  51    |  22    |   FC                            GAP          |  =     37/88    | 0.03 sec
  53    |  22    |   FC                            GAP          |  =     35/88    | 0.05 sec
  57    |  22    |   FC                            GAP          |  =     19/44    | 0.04 sec
  59    |  22    |                                 GAP  TRAIN   |  =    167/374   | 0.05 sec
  61    |  22    |   FC  INT                  MID  GAP          |  =     49/110   | 0.08 sec
  63    |  22    |   FC                            GAP          |  =     47/110   | 0.07 sec
  65    |  22    |   FC                            GAP          |  =      9/22    | 0.03 sec
  67    |  22    |   FC                            GAP          |  =     67/154   | 0.32 sec
  69    |  22    |   FC                            GAP          |  =     69/154   | 0.06 sec
  71    |  22    |       INT  HALF            MID  GAP          |  =      5/11    | 0.02 sec
  73    |  22    |   FC                            GAP          |  =     59/132   | 0.07 sec
  75    |  22    |   FC                            GAP          |  =     19/44    | 0.04 sec
  79    |  22    |   FC                            GAP          |  =     79/176   | 0.47 sec
  81    |  22    |   FC                            GAP          |  =     81/176   | 0.17 sec
  83    |  22    |   FC                            GAP          |  =     71/154   | 0.06 sec
  85    |  22    |   FC                            GAP          |  =     69/154   | 0.37 sec
  87    |  22    |   FC                            GAP          |  =     67/154   | 12.30 sec
  89    |  22    |   FC                            GAP          |  =     89/198   | 11.76 sec
  91    |  22    |   FC                            GAP          |  =     91/198   | 0.42 sec
  93    |  22    |       INT  HALF            MID  GAP          |  =     36/77    | 0.04 sec
  95    |  22    |   FC                            GAP          |  =     81/176   | 0.24 sec
  97    |  22    |   FC                            GAP          |  =     79/176   | 14.94 sec
  101   |  22    |   FC                            GAP          |  =    101/220   | 10.92 sec
  103   |  22    |   FC                            GAP          |  =    103/220   | 0.27 sec
  105   |  22    |   FC                            GAP          |  =     31/66    | 0.05 sec
  107   |  22    |   FC                            GAP          |  =     91/198   | 4.33 sec
  109   |  22    |   FC                            GAP          |  =     89/198   | 432.36 sec
  24    |  23    |   FC  INT                  MID  GAP          |  =      8/23    | 0.35 sec
  25    |  23    |                  EBM            GAP          |  =      1/3     | 0.01 sec
  26    |  23    |       INT        EBM       MID  GAP          |  =      8/23    | 0.04 sec
  27    |  23    |            HALF  EBM            GAP          |  =      1/3     | 0.01 sec
  28    |  23    |       INT  HALF  EBM       MID  GAP          |  =     33/92    | 0.06 sec
  29    |  23    |                                 GAP          |  =     49/138   | 0.04 sec
  30    |  23    |   FC  INT        EBM       MID  GAP          |  =      8/23    | 0.06 sec
  31    |  23    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  32    |  23    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  33    |  23    |   FC             EBM            GAP          |  =      1/3     | 0.03 sec
  34    |  23    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  35    |  23    |   FC                            GAP          |  =     35/92    | 0.02 sec
  36    |  23    |   FC                            GAP          |  =      9/23    | 0.02 sec
  37    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     37/92    | 0.16 sec
  38    |  23    |       INT                  MID  GAP          |  =     47/115   | 0.03 sec
  39    |  23    |       INT  HALF            MID  GAP          |  =     37/92    | 0.02 sec
  40    |  23    |       INT  HALF            MID  GAP          |  =     19/46    | 0.03 sec
  41    |  23    |                                 GAP          |  =    149/368   | 0.07 sec
  42    |  23    |   FC                            GAP          |  =      9/23    | 0.02 sec
  43    |  23    |   FC                            GAP          |  =     26/69    | 0.03 sec
  44    |  23    |   FC                            GAP          |  =     25/69    | 0.03 sec
  45    |  23    |   FC                            GAP          |  =      8/23    | 0.03 sec
  47    |  23    |   FC                            GAP          |  =     47/115   | 0.04 sec
  48    |  23    |   FC                            GAP          |  =     48/115   | 0.03 sec
  49    |  23    |   FC                            GAP          |  =     49/115   | 0.03 sec
  50    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     10/23    | 0.03 sec
  51    |  23    |            HALF                              |  =     59/138   | 0.02 sec
  52    |  23    |   FC  INT                  MID  GAP          |  =     10/23    | 0.02 sec
  53    |  23    |   FC                            GAP          |  =     39/92    | 0.03 sec
  54    |  23    |   FC                            GAP          |  =     19/46    | 0.02 sec
  55    |  23    |   FC                            GAP          |  =     37/92    | 0.05 sec
  56    |  23    |   FC                            GAP          |  =      9/23    | 0.03 sec
  57    |  23    |   FC                            GAP          |  =     35/92    | 0.08 sec
  58    |  23    |   FC                            GAP          |  =     29/69    | 0.04 sec
  59    |  23    |   FC                            GAP          |  =     59/138   | 0.07 sec
  60    |  23    |   FC                            GAP          |  =     10/23    | 0.03 sec
  61    |  23    |   FC                            GAP          |  =     61/138   | 0.03 sec
  62    |  23    |       INT                  MID  GAP          |  =    113/253   | 0.03 sec
  63    |  23    |       INT  HALF            MID  GAP          |  =    103/230   | 0.04 sec
  64    |  23    |   FC                            GAP          |  =     51/115   | 0.03 sec
  65    |  23    |   FC                            GAP          |  =     10/23    | 0.03 sec
  66    |  23    |   FC                            GAP          |  =     49/115   | 0.09 sec
  67    |  23    |   FC                            GAP          |  =     48/115   | 0.15 sec
  68    |  23    |   FC                            GAP          |  =     47/115   | 0.26 sec
  70    |  23    |   FC                            GAP          |  =     10/23    | 0.04 sec
  71    |  23    |   FC                            GAP          |  =     71/161   | 0.18 sec
  72    |  23    |   FC                            GAP          |  =     72/161   | 0.07 sec
  73    |  23    |   FC                            GAP          |  =     73/161   | 0.04 sec
  74    |  23    |       INT  HALF            MID  GAP          |  =     21/46    | 0.06 sec
  75    |  23    |   FC  INT                  MID  GAP          |  =     21/46    | 0.07 sec
  76    |  23    |   FC                            GAP          |  =     31/69    | 0.04 sec
  77    |  23    |   FC                            GAP          |  =     61/138   | 0.12 sec
  78    |  23    |   FC                            GAP          |  =     10/23    | 0.04 sec
  79    |  23    |   FC                            GAP          |  =     59/138   | 0.78 sec
  80    |  23    |   FC                            GAP          |  =     29/69    | 0.08 sec
  81    |  23    |   FC                            GAP          |  =     81/184   | 4.67 sec
  82    |  23    |   FC                            GAP          |  =     41/92    | 0.06 sec
  83    |  23    |   FC                            GAP          |  =     83/184   | 0.37 sec
  84    |  23    |   FC                            GAP          |  =     21/46    | 0.04 sec
  85    |  23    |   FC  INT                  MID  GAP  TRAIN   |  =     85/184   | 0.09 sec
  86    |  23    |       INT  HALF            MID  GAP          |  =    149/322   | 0.04 sec
  87    |  23    |   FC                            GAP          |  =     74/161   | 0.09 sec
  88    |  23    |   FC                            GAP          |  =     73/161   | 0.16 sec
  89    |  23    |   FC                            GAP          |  =     72/161   | 0.66 sec
  90    |  23    |   FC                            GAP          |  =     71/161   | 2.58 sec
  91    |  23    |   FC                            GAP          |  =     10/23    | 0.05 sec
  93    |  23    |   FC                            GAP          |  =     31/69    | 0.08 sec
  94    |  23    |   FC                            GAP          |  =     94/207   | 12.67 sec
  95    |  23    |   FC                            GAP          |  =     95/207   | 0.46 sec
  96    |  23    |   FC                            GAP          |  =     32/69    | 0.05 sec
  97    |  23    |       INT                  MID  GAP          |  =     43/92    | 0.05 sec
  98    |  23    |   FC  INT                  MID  GAP          |  =     43/92    | 0.08 sec
  99    |  23    |   FC                            GAP          |  =     85/184   | 0.16 sec
  100   |  23    |   FC                            GAP          |  =     21/46    | 0.05 sec
  101   |  23    |   FC                            GAP          |  =     83/184   | 11.13 sec
  102   |  23    |   FC                            GAP          |  =     41/92    | 0.28 sec
  103   |  23    |   FC                            GAP          |  =     81/184   | 150.54 sec
  104   |  23    |   FC                            GAP          |  =     52/115   | 0.45 sec
  105   |  23    |   FC                            GAP          |  =     21/46    | 0.06 sec
  106   |  23    |   FC                            GAP          |  =     53/115   | 0.09 sec
  107   |  23    |   FC                            GAP          |  =    107/230   | 0.51 sec
  108   |  23    |   FC                            GAP          |  =     54/115   | 0.06 sec
  109   |  23    |       INT  HALF            MID  GAP          |  =     65/138   | 0.05 sec
  110   |  23    |   FC                            GAP          |  =     97/207   | 0.28 sec
  25    |  24    |                  EBM            GAP          |  =      1/3     | 0.04 sec
  29    |  24    |       INT  HALF  EBM       MID  GAP          |  =     17/48    | 0.04 sec
  31    |  24    |                                 GAP          |  =     25/72    | 0.05 sec
  35    |  24    |   FC             EBM            GAP          |  =      1/3     | 0.02 sec
  37    |  24    |   FC                            GAP          |  =     37/96    | 0.04 sec
  41    |  24    |            HALF                              |  =     19/48    | 0.01 sec
  43    |  24    |   FC  INT                  MID  GAP          |  =     29/72    | 0.11 sec
  47    |  24    |   FC                            GAP          |  =     25/72    | 0.04 sec
  49    |  24    |   FC                            GAP          |  =     49/120   | 0.05 sec
  53    |  24    |       INT  HALF            MID  GAP          |  =     31/72    | 0.03 sec
  55    |  24    |   FC                            GAP          |  =     41/96    | 0.03 sec
  59    |  24    |   FC                            GAP          |  =     37/96    | 0.08 sec
  61    |  24    |   FC                            GAP          |  =     61/144   | 0.08 sec
  65    |  24    |       INT  HALF            MID  GAP          |  =     43/96    | 0.04 sec
  67    |  24    |   FC                            GAP          |  =     53/120   | 0.04 sec
  71    |  24    |   FC                            GAP          |  =     49/120   | 0.83 sec
  73    |  24    |   FC                            GAP          |  =     73/168   | 0.37 sec
  77    |  24    |   FC  INT  HALF                 GAP          |  =     11/24    | 0.03 sec
  79    |  24    |   FC                            GAP          |  =     65/144   | 0.08 sec
  83    |  24    |   FC                            GAP          |  =     61/144   | 1.98 sec
  85    |  24    |   FC                            GAP          |  =     85/192   | 2.31 sec
